word,stem,clicks_before,conv_before,CVR_before_%,clicks_after,conv_after,cost_after,p_value
зимние,зимн,0,0.0,,0,0.0,0.0,
hollssx,hollssx,0,0.0,,0,0.0,0.0,
essentials,essentials,0,0.0,,0,0.0,0.0,
альтернативний,альтернативн,0,0.0,,0,0.0,0.0,
pegadora,pegadora,0,0.0,,0,0.0,0.0,
лачен,лач,0,0.0,,0,0.0,0.0,
пауэрлифтинг,пауэрлифтинг,0,0.0,,0,0.0,0.0,
haunted,haunted,0,0.0,,0,0.0,0.0,
классика,классик,0,0.0,,0,0.0,0.0,
коричневая,коричнев,0,0.0,,0,0.0,0.0,
вовлв,вовлв,0,0.0,,0,0.0,0.0,
гонит,гон,1,0.0,,0,0.0,0.0,
бир,бир,0,0.0,,0,0.0,0.0,
выйди,выйд,0,0.0,,0,0.0,0.0,
мілітарист,мілітарист,0,0.0,,0,0.0,0.0,
грунту,грунт,0,0.0,,0,0.0,0.0,
sterreich,sterreich,0,0.0,,0,0.0,0.0,
therapy,therapy,0,0.0,,0,0.0,0.0,
fallout,fallout,0,0.0,,0,0.0,0.0,
коммандо,комманд,0,0.0,,0,0.0,0.0,
нацгвардії,нацгвардії,0,0.0,,0,0.0,0.0,
диякон,диякон,0,0.0,,0,0.0,0.0,
ордену,орден,0,0.0,,0,0.0,0.0,
chomygoli,chomygoli,0,0.0,,0,0.0,0.0,
закручивался,закручива,0,0.0,,0,0.0,0.0,
оберіг,оберіг,0,0.0,,0,0.0,0.0,
дружина,дружин,0,0.0,,0,0.0,0.0,
бджоляра,бджоляр,0,0.0,,0,0.0,0.0,
палас,палас,0,0.0,,0,0.0,0.0,
cats,cats,0,0.0,,0,0.0,0.0,
віндер,віндер,0,0.0,,0,0.0,0.0,
нервы,нерв,0,0.0,,0,0.0,0.0,
trefoil,trefoil,0,0.0,,0,0.0,0.0,
арлекин,арлекин,0,0.0,,0,0.0,0.0,
пошлая,пошл,0,0.0,,0,0.0,0.0,
juicy,juicy,1,0.0,,0,0.0,0.0,
creator,creator,0,0.0,,0,0.0,0.0,
горгона,горгон,0,0.0,,0,0.0,0.0,
info,info,0,0.0,,0,0.0,0.0,
зипуа,зипу,0,0.0,,0,0.0,0.0,
allsaints,allsaints,0,0.0,,0,0.0,0.0,
turbat,turbat,0,0.0,,0,0.0,0.0,
есентіалс,есентіалс,0,0.0,,0,0.0,0.0,
убокс,убокс,0,0.0,,0,0.0,0.0,
лого,лог,0,0.0,,0,0.0,0.0,
observation,observation,0,0.0,,0,0.0,0.0,
sua,sua,0,0.0,,0,0.0,0.0,
стерненко,стерненк,0,0.0,,0,0.0,0.0,
авіатор,авіатор,0,0.0,,0,0.0,0.0,
рей,ре,0,0.0,,0,0.0,0.0,
виварене,виварен,0,0.0,,0,0.0,0.0,
азат,азат,0,0.0,,0,0.0,0.0,
сіре,сіре,0,0.0,,0,0.0,0.0,
synical,synical,0,0.0,,0,0.0,0.0,
real,real,0,0.0,,0,0.0,0.0,
жетон,жетон,0,0.0,,0,0.0,0.0,
патчі,патчі,0,0.0,,0,0.0,0.0,
світшот,світшот,2,0.0,,0,0.0,0.0,
444,444,0,0.0,,0,0.0,0.0,
wotanjugend,wotanjugend,0,0.0,,0,0.0,0.0,
wellborn,wellborn,0,0.0,,0,0.0,0.0,
отсюда,отсюд,0,0.0,,0,0.0,0.0,
klein,klein,0,0.0,,0,0.0,0.0,
peste,peste,0,0.0,,0,0.0,0.0,
оззі,оззі,0,0.0,,0,0.0,0.0,
preou,preou,0,0.0,,0,0.0,0.0,
бомба,бомб,0,0.0,,0,0.0,0.0,
usentos,usentos,0,0.0,,0,0.0,0.0,
sindikat,sindikat,0,0.0,,0,0.0,0.0,
hussle,hussle,0,0.0,,0,0.0,0.0,
талией,тал,0,0.0,,0,0.0,0.0,
систем,сист,0,0.0,,0,0.0,0.0,
mar,mar,0,0.0,,0,0.0,0.0,
богатир,богатир,0,0.0,,0,0.0,0.0,
ветементс,ветементс,0,0.0,,0,0.0,0.0,
fragile,fragile,0,0.0,,0,0.0,0.0,
lurking,lurking,0,0.0,,0,0.0,0.0,
gojira,gojira,1,0.0,,0,0.0,0.0,
левел,левел,0,0.0,,0,0.0,0.0,
rbloot,rbloot,0,0.0,,0,0.0,0.0,
palantir,palantir,0,0.0,,0,0.0,0.0,
буковини,буковин,0,0.0,,0,0.0,0.0,
око,ок,0,0.0,,0,0.0,0.0,
наконечник,наконечник,0,0.0,,0,0.0,0.0,
tribal,tribal,0,0.0,,0,0.0,0.0,
який,як,0,0.0,,0,0.0,0.0,
битлджус,битлджус,0,0.0,,0,0.0,0.0,
rebel,rebel,0,0.0,,0,0.0,0.0,
панаму,панам,0,0.0,,0,0.0,0.0,
berzloy,berzloy,0,0.0,,0,0.0,0.0,
ком,ком,0,0.0,,0,0.0,0.0,
ragnarok,ragnarok,0,0.0,,0,0.0,0.0,
мейден,мейд,0,0.0,,0,0.0,0.0,
konflic,konflic,0,0.0,,0,0.0,0.0,
billie,billie,0,0.0,,0,0.0,0.0,
xxxl,xxxl,0,0.0,,0,0.0,0.0,
tadow,tadow,0,0.0,,0,0.0,0.0,
digital,digital,0,0.0,,0,0.0,0.0,
повісити,повісит,0,0.0,,0,0.0,0.0,
лавандове,лавандов,0,0.0,,0,0.0,0.0,
вампир,вампир,0,0.0,,0,0.0,0.0,
рубіж,рубіж,0,0.0,,0,0.0,0.0,
надпись,надп,0,0.0,,0,0.0,0.0,
dpo,dpo,0,0.0,,0,0.0,0.0,
велюр,велюр,0,0.0,,0,0.0,0.0,
отрицала,отрица,0,0.0,,0,0.0,0.0,
online,online,0,0.0,,0,0.0,0.0,
сіра,сіра,0,0.0,,0,0.0,0.0,
людей,люд,0,0.0,,0,0.0,0.0,
у2к,у2к,0,0.0,,0,0.0,0.0,
патриком,патрик,0,0.0,,0,0.0,0.0,
garda,garda,0,0.0,,0,0.0,0.0,
armyline,armyline,0,0.0,,0,0.0,0.0,
мисливський,мисливськ,0,0.0,,0,0.0,0.0,
design,design,0,0.0,,0,0.0,0.0,
дпсу,дпсу,0,0.0,,0,0.0,0.0,
ветров,ветр,0,0.0,,0,0.0,0.0,
stlvclub,stlvclub,0,0.0,,0,0.0,0.0,
korogva,korogva,10,2.0,20.0,0,0.0,0.0,
sweatshirt,sweatshirt,0,0.0,,0,0.0,0.0,
hoody,hoody,0,0.0,,0,0.0,0.0,
kapral,kapral,0,0.0,,0,0.0,0.0,
параноид,параноид,0,0.0,,0,0.0,0.0,
vintage,vintage,0,0.0,,0,0.0,0.0,
германия,герман,0,0.0,,0,0.0,0.0,
trouser,trouser,0,0.0,,0,0.0,0.0,
store,store,1,0.0,,0,0.0,0.0,
mcqueen,mcqueen,0,0.0,,0,0.0,0.0,
джерси,джерс,0,0.0,,0,0.0,0.0,
humans,humans,0,0.0,,0,0.0,0.0,
фокс,фокс,0,0.0,,0,0.0,0.0,
рефлективное,рефлективн,0,0.0,,0,0.0,0.0,
килл,килл,0,0.0,,0,0.0,0.0,
армейская,армейск,0,0.0,,0,0.0,0.0,
камуфляжу,камуфляж,0,0.0,,0,0.0,0.0,
бегі,бегі,0,0.0,,0,0.0,0.0,
запорожці,запорожці,1,0.0,,0,0.0,0.0,
blackbearbrand,blackbearbrand,0,0.0,,0,0.0,0.0,
розвідки,розвідк,0,0.0,,0,0.0,0.0,
доберман,доберма,0,0.0,,0,0.0,0.0,
тур,тур,0,0.0,,0,0.0,0.0,
warren,warren,2,0.0,,0,0.0,0.0,
мард,мард,0,0.0,,0,0.0,0.0,
все,все,0,0.0,,0,0.0,0.0,
резервед,резервед,0,0.0,,0,0.0,0.0,
caskade,caskade,0,0.0,,0,0.0,0.0,
сбс,сбс,0,0.0,,0,0.0,0.0,
electrician,electrician,0,0.0,,0,0.0,0.0,
андеграунд,андеграунд,0,0.0,,0,0.0,0.0,
сторінка,сторінк,0,0.0,,0,0.0,0.0,
ніндзя,ніндзя,0,0.0,,0,0.0,0.0,
пехоты,пехот,0,0.0,,0,0.0,0.0,
летучей,летуч,0,0.0,,0,0.0,0.0,
gidazepam,gidazepam,1,0.0,,0,0.0,0.0,
прапорці,прапорці,0,0.0,,0,0.0,0.0,
красно,красн,0,0.0,,0,0.0,0.0,
нойз,нойз,0,0.0,,0,0.0,0.0,
darkside,darkside,0,0.0,,0,0.0,0.0,
поттер,поттер,0,0.0,,0,0.0,0.0,
схід,схід,0,0.0,,0,0.0,0.0,
ребелія,ребелі,0,0.0,,0,0.0,0.0,
javelin,javelin,0,0.0,,0,0.0,0.0,
gouua,gouua,0,0.0,,0,0.0,0.0,
shark,shark,0,0.0,,0,0.0,0.0,
нахуй,нах,0,0.0,,0,0.0,0.0,
пила,пил,0,0.0,,0,0.0,0.0,
психея,психе,0,0.0,,0,0.0,0.0,
lil,lil,0,0.0,,0,0.0,0.0,
sinsay,sinsay,0,0.0,,0,0.0,0.0,
турвер,турвер,0,0.0,,0,0.0,0.0,
стуси,стус,0,0.0,,0,0.0,0.0,
m65,m65,0,0.0,,0,0.0,0.0,
хартія,харті,0,0.0,,0,0.0,0.0,
однотонний,однотон,0,0.0,,0,0.0,0.0,
ben,ben,0,0.0,,0,0.0,0.0,
вас,вас,0,0.0,,0,0.0,0.0,
flow,flow,0,0.0,,0,0.0,0.0,
чемпіон,чемпіон,0,0.0,,0,0.0,0.0,
крю,крю,0,0.0,,0,0.0,0.0,
2026,2026,0,0.0,,0,0.0,0.0,
horizon,horizon,0,0.0,,0,0.0,0.0,
фомо,фом,0,0.0,,0,0.0,0.0,
sumo,sumo,0,0.0,,0,0.0,0.0,
захід,захід,0,0.0,,0,0.0,0.0,
tattoo,tattoo,0,0.0,,0,0.0,0.0,
ошб,ошб,5,0.0,,0,0.0,0.0,
экспедиция,экспедиц,0,0.0,,0,0.0,0.0,
empt,empt,0,0.0,,0,0.0,0.0,
rummy,rummy,0,0.0,,0,0.0,0.0,
etroska,etroska,0,0.0,,0,0.0,0.0,
ван,ван,0,0.0,,0,0.0,0.0,
берці,берці,0,0.0,,0,0.0,0.0,
need,need,0,0.0,,0,0.0,0.0,
ankers,ankers,0,0.0,,0,0.0,0.0,
филипп,филипп,0,0.0,,0,0.0,0.0,
вайпер,вайпер,0,0.0,,0,0.0,0.0,
умеешь,умееш,0,0.0,,0,0.0,0.0,
тимур,тимур,0,0.0,,0,0.0,0.0,
don,don,0,0.0,,0,0.0,0.0,
чорниця,чорнит^,0,0.0,,0,0.0,0.0,
мамкай,мамка,0,0.0,,0,0.0,0.0,
linamalina,linamalina,0,0.0,,0,0.0,0.0,
знак,знак,0,0.0,,0,0.0,0.0,
biz,biz,0,0.0,,0,0.0,0.0,
sam,sam,0,0.0,,0,0.0,0.0,
white,white,0,0.0,,0,0.0,0.0,
lauren,lauren,0,0.0,,0,0.0,0.0,
війни,війн,0,0.0,,0,0.0,0.0,
пентаграмма,пентаграмм,0,0.0,,0,0.0,0.0,
короткие,коротк,1,0.0,,0,0.0,0.0,
toxicmia,toxicmia,0,0.0,,0,0.0,0.0,
lonsdale,lonsdale,0,0.0,,0,0.0,0.0,
carti,carti,0,0.0,,0,0.0,0.0,
слабким,слабк,0,0.0,,0,0.0,0.0,
абрамс,абрамс,0,0.0,,0,0.0,0.0,
високий,висок,0,0.0,,0,0.0,0.0,
релиджн,релиджн,0,0.0,,0,0.0,0.0,
manson,manson,0,0.0,,0,0.0,0.0,
enemy,enemy,0,0.0,,0,0.0,0.0,
вальхалла,вальхалл,0,0.0,,0,0.0,0.0,
спине,спин,1,0.0,,0,0.0,0.0,
табу,таб,0,0.0,,0,0.0,0.0,
polivik,polivik,0,0.0,,0,0.0,0.0,
дрипчик,дрипчик,0,0.0,,0,0.0,0.0,
jogger,jogger,0,0.0,,0,0.0,0.0,
wroom,wroom,0,0.0,,0,0.0,0.0,
биг,биг,0,0.0,,0,0.0,0.0,
орнаментом,орнамент,0,0.0,,0,0.0,0.0,
nike,nike,0,0.0,,0,0.0,0.0,
vyshyvanka,vyshyvanka,0,0.0,,0,0.0,0.0,
подарок,подарок,0,0.0,,0,0.0,0.0,
тінь,тін,0,0.0,,0,0.0,0.0,
artist,artist,0,0.0,,0,0.0,0.0,
аватар,аватар,0,0.0,,0,0.0,0.0,
брейв1,брейв1,0,0.0,,0,0.0,0.0,
мейхем,мейх,0,0.0,,0,0.0,0.0,
aggressor,aggressor,0,0.0,,0,0.0,0.0,
шевронів,шевронів,0,0.0,,0,0.0,0.0,
рог,рог,0,0.0,,0,0.0,0.0,
one,one,0,0.0,,0,0.0,0.0,
гвоздей,гвозд,0,0.0,,0,0.0,0.0,
lawria,lawria,0,0.0,,0,0.0,0.0,
прямі,прямі,2,0.0,,0,0.0,0.0,
воїна,воїн,0,0.0,,0,0.0,0.0,
pla4444,pla4444,0,0.0,,0,0.0,0.0,
miistyl,miistyl,0,0.0,,0,0.0,0.0,
индивид,индивид,0,0.0,,0,0.0,0.0,
буде,буд,0,0.0,,0,0.0,0.0,
крыса,крыс,0,0.0,,0,0.0,0.0,
calvin,calvin,0,0.0,,0,0.0,0.0,
benzo,benzo,0,0.0,,0,0.0,0.0,
роббі,роббі,0,0.0,,0,0.0,0.0,
oysho,oysho,0,0.0,,0,0.0,0.0,
инфо,инф,0,0.0,,0,0.0,0.0,
rockaway,rockaway,0,0.0,,0,0.0,0.0,
басед,басед,0,0.0,,0,0.0,0.0,
артилерія,артилері,0,0.0,,0,0.0,0.0,
brave1market,brave1market,0,0.0,,0,0.0,0.0,
ефектом,ефект,0,0.0,,0,0.0,0.0,
taverniti,taverniti,0,0.0,,0,0.0,0.0,
faceit,faceit,0,0.0,,0,0.0,0.0,
хедбек,хедбек,0,0.0,,0,0.0,0.0,
джеспер,джеспер,0,0.0,,0,0.0,0.0,
rip,rip,0,0.0,,0,0.0,0.0,
бандерою,бандер,0,0.0,,0,0.0,0.0,
fara,fara,0,0.0,,0,0.0,0.0,
флагштоком,флагшток,4,0.0,,0,0.0,0.0,
епіцентр,епіцентр,1,0.0,,0,0.0,0.0,
cupag,cupag,0,0.0,,0,0.0,0.0,
оторвальд,оторвальд,0,0.0,,0,0.0,0.0,
енота,енот,0,0.0,,0,0.0,0.0,
гранде,гранд,0,0.0,,0,0.0,0.0,
pluxury,pluxury,0,0.0,,0,0.0,0.0,
київський,київськ,0,0.0,,0,0.0,0.0,
далі,далі,1,0.0,,0,0.0,0.0,
holes,holes,0,0.0,,0,0.0,0.0,
testament,testament,0,0.0,,0,0.0,0.0,
сил,сил,0,0.0,,0,0.0,0.0,
plein,plein,0,0.0,,0,0.0,0.0,
амосов,амос,0,0.0,,0,0.0,0.0,
спорту,спорт,0,0.0,,0,0.0,0.0,
з1ігт,з1ігт,0,0.0,,0,0.0,0.0,
mxdvs,mxdvs,0,0.0,,0,0.0,0.0,
usmc,usmc,0,0.0,,0,0.0,0.0,
кідстаф,кідстаф,0,0.0,,0,0.0,0.0,
ninth,ninth,0,0.0,,0,0.0,0.0,
treasure,treasure,0,0.0,,0,0.0,0.0,
believe,believe,0,0.0,,0,0.0,0.0,
remeras,remeras,0,0.0,,0,0.0,0.0,
шугар,шугар,0,0.0,,0,0.0,0.0,
чорнобаївка,чорнобаївк,0,0.0,,0,0.0,0.0,
роквей,рокв,0,0.0,,0,0.0,0.0,
дизайнерская,дизайнерск,0,0.0,,0,0.0,0.0,
bird,bird,0,0.0,,0,0.0,0.0,
dobroshmot,dobroshmot,0,0.0,,0,0.0,0.0,
доберманом,доберман,0,0.0,,0,0.0,0.0,
вільного,вільног,0,0.0,,0,0.0,0.0,
akula,akula,0,0.0,,0,0.0,0.0,
wide,wide,0,0.0,,0,0.0,0.0,
мотоциклом,мотоцикл,0,0.0,,0,0.0,0.0,
ненависть,ненавист,0,0.0,,0,0.0,0.0,
морпіхи,морпіх,0,0.0,,0,0.0,0.0,
unltd,unltd,0,0.0,,0,0.0,0.0,
скелет,скелет,0,0.0,,0,0.0,0.0,
базовые,базов,0,0.0,,0,0.0,0.0,
куртка,куртк,0,0.0,,0,0.0,0.0,
вишиті,вишиті,0,0.0,,0,0.0,0.0,
турецкие,турецк,0,0.0,,0,0.0,0.0,
kaif,kaif,0,0.0,,0,0.0,0.0,
uvali,uvali,0,0.0,,0,0.0,0.0,
oodji,oodji,0,0.0,,0,0.0,0.0,
флісові,флісові,0,0.0,,0,0.0,0.0,
бафомет,бафомет,0,0.0,,0,0.0,0.0,
paranoid,paranoid,0,0.0,,0,0.0,0.0,
патасовка,патасовк,0,0.0,,0,0.0,0.0,
vigrid,vigrid,0,0.0,,0,0.0,0.0,
canterbury,canterbury,0,0.0,,0,0.0,0.0,
flesh,flesh,0,0.0,,0,0.0,0.0,
сбд,сбд,0,0.0,,0,0.0,0.0,
psychonaut,psychonaut,0,0.0,,0,0.0,0.0,
маленький,маленьк,0,0.0,,0,0.0,0.0,
националистический,националистическ,0,0.0,,0,0.0,0.0,
kentpaket,kentpaket,0,0.0,,0,0.0,0.0,
группами,групп,0,0.0,,0,0.0,0.0,
нефор,нефор,0,0.0,,0,0.0,0.0,
юность,юност,0,0.0,,0,0.0,0.0,
firefighter,firefighter,0,0.0,,0,0.0,0.0,
подарки,подарк,0,0.0,,0,0.0,0.0,
scuffers,scuffers,0,0.0,,0,0.0,0.0,
мото,мот,0,0.0,,0,0.0,0.0,
матюкаюсь,матюка,0,0.0,,0,0.0,0.0,
футера,футер,0,0.0,,0,0.0,0.0,
sun,sun,0,0.0,,0,0.0,0.0,
дурневшоп,дурневшоп,0,0.0,,0,0.0,0.0,
sheangell,sheangell,0,0.0,,0,0.0,0.0,
піратів,піратів,0,0.0,,0,0.0,0.0,
memoriam,memoriam,0,0.0,,0,0.0,0.0,
gothnrock,gothnrock,0,0.0,,0,0.0,0.0,
soul,soul,0,0.0,,0,0.0,0.0,
brands,brands,0,0.0,,0,0.0,0.0,
таратанг,таратанг,0,0.0,,0,0.0,0.0,
blackcraft,blackcraft,0,0.0,,0,0.0,0.0,
teivaz,teivaz,1,0.0,,0,0.0,0.0,
трохи,трох,0,0.0,,0,0.0,0.0,
serpents,serpents,0,0.0,,0,0.0,0.0,
riches,riches,0,0.0,,0,0.0,0.0,
оптімус,оптімус,0,0.0,,0,0.0,0.0,
встановити,встановит,0,0.0,,0,0.0,0.0,
motionless,motionless,0,0.0,,0,0.0,0.0,
blatosphera,blatosphera,0,0.0,,0,0.0,0.0,
acid,acid,0,0.0,,0,0.0,0.0,
swag,swag,0,0.0,,0,0.0,0.0,
reaper,reaper,0,0.0,,0,0.0,0.0,
голубе,голуб,0,0.0,,0,0.0,0.0,
поліестер,поліестер,0,0.0,,0,0.0,0.0,
зиму,зим,0,0.0,,0,0.0,0.0,
boulevard,boulevard,0,0.0,,0,0.0,0.0,
квадратным,квадратн,0,0.0,,0,0.0,0.0,
нація,наці,0,0.0,,0,0.0,0.0,
expulsion,expulsion,0,0.0,,0,0.0,0.0,
всевидящее,всевидя,0,0.0,,0,0.0,0.0,
ауе,ау,0,0.0,,0,0.0,0.0,
жіноче,жіноч,10,1.0,10.0,0,0.0,0.0,
кавер,кавер,0,0.0,,0,0.0,0.0,
компас,компас,0,0.0,,0,0.0,0.0,
350gsm,350gsm,0,0.0,,0,0.0,0.0,
кінця,кінця,0,0.0,,0,0.0,0.0,
галичини,галичин,1,0.0,,0,0.0,0.0,
leg,leg,0,0.0,,0,0.0,0.0,
оєбр,оєбр,0,0.0,,0,0.0,0.0,
необычные,необычн,0,0.0,,0,0.0,0.0,
мур,мур,0,0.0,,0,0.0,0.0,
kobzart,kobzart,0,0.0,,0,0.0,0.0,
skripka,skripka,0,0.0,,0,0.0,0.0,
бежевая,бежев,0,0.0,,0,0.0,0.0,
православное,православн,0,0.0,,0,0.0,0.0,
ревас,ревас,0,0.0,,0,0.0,0.0,
гур,гур,0,0.0,,0,0.0,0.0,
evil,evil,0,0.0,,0,0.0,0.0,
рокерские,рокерск,0,0.0,,0,0.0,0.0,
voyin,voyin,0,0.0,,0,0.0,0.0,
значок,значок,0,0.0,,0,0.0,0.0,
nizor,nizor,0,0.0,,0,0.0,0.0,
abrams,abrams,0,0.0,,0,0.0,0.0,
хлопці,хлопці,0,0.0,,0,0.0,0.0,
flash,flash,0,0.0,,0,0.0,0.0,
всі,всі,1,0.0,,0,0.0,0.0,
choppers,choppers,0,0.0,,0,0.0,0.0,
posadka,posadka,0,0.0,,0,0.0,0.0,
шут,шут,0,0.0,,0,0.0,0.0,
української,української,0,0.0,,0,0.0,0.0,
смерть,смерт,0,0.0,,0,0.0,0.0,
дог,дог,0,0.0,,0,0.0,0.0,
old,old,0,0.0,,0,0.0,0.0,
хром,хром,0,0.0,,0,0.0,0.0,
червоно,червон,0,0.0,,0,0.0,0.0,
скандинавская,скандинавск,0,0.0,,0,0.0,0.0,
вінфлай,вінфла,0,0.0,,0,0.0,0.0,
hedbag,hedbag,0,0.0,,0,0.0,0.0,
emo,emo,0,0.0,,0,0.0,0.0,
саботаж,саботаж,0,0.0,,0,0.0,0.0,
threads,threads,0,0.0,,0,0.0,0.0,
кровосток,кровосток,0,0.0,,0,0.0,0.0,
займай,займа,0,0.0,,0,0.0,0.0,
кропнута,кропнут,0,0.0,,0,0.0,0.0,
trapstar,trapstar,0,0.0,,0,0.0,0.0,
vindictive,vindictive,0,0.0,,0,0.0,0.0,
напапірі,напапірі,0,0.0,,0,0.0,0.0,
санта,сант,0,0.0,,0,0.0,0.0,
priest,priest,0,0.0,,0,0.0,0.0,
ницо,ниц,0,0.0,,0,0.0,0.0,
riotdivision,riotdivision,1,0.0,,0,0.0,0.0,
peresvit,peresvit,0,0.0,,0,0.0,0.0,
крепить,креп,0,0.0,,0,0.0,0.0,
настенный,настен,0,0.0,,0,0.0,0.0,
тай,та,0,0.0,,0,0.0,0.0,
мілітаріст,мілітаріст,0,0.0,,0,0.0,0.0,
стальной,стальн,0,0.0,,0,0.0,0.0,
трикотажні,трикотажні,0,0.0,,0,0.0,0.0,
linkin,linkin,0,0.0,,0,0.0,0.0,
республіка,республік,0,0.0,,0,0.0,0.0,
solution,solution,0,0.0,,0,0.0,0.0,
decalius,decalius,0,0.0,,0,0.0,0.0,
forward,forward,0,0.0,,0,0.0,0.0,
brave1,brave1,1,0.0,,0,0.0,0.0,
футблка,футблк,0,0.0,,0,0.0,0.0,
divi,divi,0,0.0,,0,0.0,0.0,
sixzeros,sixzeros,0,0.0,,0,0.0,0.0,
прінтами,прінтам,0,0.0,,0,0.0,0.0,
passport,passport,0,0.0,,0,0.0,0.0,
drive,drive,0,0.0,,0,0.0,0.0,
лишним,лишн,0,0.0,,0,0.0,0.0,
indra,indra,0,0.0,,0,0.0,0.0,
прапоротримач,прапоротримач,0,0.0,,0,0.0,0.0,
тони,тон,0,0.0,,0,0.0,0.0,
частини,частин,1,0.0,,0,0.0,0.0,
rarog,rarog,0,0.0,,0,0.0,0.0,
блакитно,блакитн,0,0.0,,0,0.0,0.0,
keep,keep,1,0.0,,0,0.0,0.0,
гонорові,гонорові,0,0.0,,0,0.0,0.0,
ghfgjhb,ghfgjhb,0,0.0,,0,0.0,0.0,
lakor,lakor,0,0.0,,0,0.0,0.0,
steady,steady,0,0.0,,0,0.0,0.0,
фотографией,фотограф,0,0.0,,0,0.0,0.0,
прапар,прапар,0,0.0,,0,0.0,0.0,
батюшка,батюшк,0,0.0,,0,0.0,0.0,
fake,fake,0,0.0,,0,0.0,0.0,
вечеря,вечер,0,0.0,,0,0.0,0.0,
onyx,onyx,0,0.0,,0,0.0,0.0,
хочу,хоч,0,0.0,,0,0.0,0.0,
утепленные,утеплен,0,0.0,,0,0.0,0.0,
труба,труб,0,0.0,,0,0.0,0.0,
криївка,криївк,0,0.0,,0,0.0,0.0,
green,green,0,0.0,,0,0.0,0.0,
резинке,резинк,0,0.0,,0,0.0,0.0,
ниган,нига,0,0.0,,0,0.0,0.0,
эпштейна,эпштейн,0,0.0,,0,0.0,0.0,
оружием,оруж,0,0.0,,0,0.0,0.0,
оригінальні,оригінальні,0,0.0,,0,0.0,0.0,
zoho,zoho,0,0.0,,0,0.0,0.0,
intelligent,intelligent,0,0.0,,0,0.0,0.0,
ліс,ліс,0,0.0,,0,0.0,0.0,
нації,нації,2,0.0,,0,0.0,0.0,
topic,topic,0,0.0,,0,0.0,0.0,
спайдер,спайдер,0,0.0,,0,0.0,0.0,
wars,wars,0,0.0,,0,0.0,0.0,
socks,socks,0,0.0,,0,0.0,0.0,
wakoshi,wakoshi,0,0.0,,0,0.0,0.0,
пип,пип,0,0.0,,0,0.0,0.0,
фарфі,фарфі,0,0.0,,0,0.0,0.0,
слов,слов,0,0.0,,0,0.0,0.0,
религиозные,религиозн,0,0.0,,0,0.0,0.0,
анархия,анарх,0,0.0,,0,0.0,0.0,
scott,scott,0,0.0,,0,0.0,0.0,
вмс,вмс,1,0.0,,0,0.0,0.0,
zoom,zoom,0,0.0,,0,0.0,0.0,
танців,танців,0,0.0,,0,0.0,0.0,
нашивка,нашивк,0,0.0,,0,0.0,0.0,
діти,діти,0,0.0,,0,0.0,0.0,
интересные,интересн,0,0.0,,0,0.0,0.0,
you,you,0,0.0,,0,0.0,0.0,
128,128,0,0.0,,0,0.0,0.0,
graffiti,graffiti,0,0.0,,0,0.0,0.0,
ren,ren,0,0.0,,0,0.0,0.0,
rangerocks,rangerocks,0,0.0,,0,0.0,0.0,
светр,светр,0,0.0,,0,0.0,0.0,
00s,00s,0,0.0,,0,0.0,0.0,
vinogoria,vinogoria,0,0.0,,0,0.0,0.0,
hype,hype,0,0.0,,0,0.0,0.0,
smog,smog,0,0.0,,0,0.0,0.0,
гетьман,гетьма,0,0.0,,0,0.0,0.0,
fatline,fatline,0,0.0,,0,0.0,0.0,
львов,львов,0,0.0,,0,0.0,0.0,
papahapa,papahapa,0,0.0,,0,0.0,0.0,
nochi,nochi,0,0.0,,0,0.0,0.0,
russian,russian,0,0.0,,0,0.0,0.0,
headbag,headbag,1,0.0,,0,0.0,0.0,
райт,райт,0,0.0,,0,0.0,0.0,
tagger,tagger,0,0.0,,0,0.0,0.0,
національний,національн,0,0.0,,0,0.0,0.0,
wascod,wascod,0,0.0,,0,0.0,0.0,
мода,мод,0,0.0,,0,0.0,0.0,
guess,guess,0,0.0,,0,0.0,0.0,
чернівці,чернівці,0,0.0,,0,0.0,0.0,
beomdesign,beomdesign,0,0.0,,0,0.0,0.0,
мультикам,мультик,0,0.0,,0,0.0,0.0,
ральф,ральф,0,0.0,,0,0.0,0.0,
бурлета,бурлет,0,0.0,,0,0.0,0.0,
bleeding,bleeding,0,0.0,,0,0.0,0.0,
animalism,animalism,0,0.0,,0,0.0,0.0,
трикотажний,трикотажн,0,0.0,,0,0.0,0.0,
чорнобиль,чорнобил,0,0.0,,0,0.0,0.0,
пташка,пташк,0,0.0,,0,0.0,0.0,
sullen,sullen,0,0.0,,0,0.0,0.0,
grenzgaenger,grenzgaenger,0,0.0,,0,0.0,0.0,
gothic,gothic,0,0.0,,0,0.0,0.0,
знамя,знам,0,0.0,,0,0.0,0.0,
domashniy,domashniy,0,0.0,,0,0.0,0.0,
готика,готик,2,0.0,,0,0.0,0.0,
heritage,heritage,0,0.0,,0,0.0,0.0,
itsvalerybae,itsvalerybae,0,0.0,,0,0.0,0.0,
рисунком,рисунк,0,0.0,,0,0.0,0.0,
owow,owow,0,0.0,,0,0.0,0.0,
010,010,0,0.0,,0,0.0,0.0,
ssur,ssur,0,0.0,,0,0.0,0.0,
miami,miami,0,0.0,,0,0.0,0.0,
весняна,весня,0,0.0,,0,0.0,0.0,
рик,рик,0,0.0,,0,0.0,0.0,
сич,сич,0,0.0,,0,0.0,0.0,
хаус,хаус,0,0.0,,0,0.0,0.0,
