Campaign,AdGroup,Criterion_id,Keyword,MatchType,Status,Impressions,Clicks,Cost,Conversions_period_from,Conversions
Пошук \ Одяг,Лонгслив,2490426926370,лонгслів мілітарі замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2490426928010,лонгслів патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2490555770625,лонгслив військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2490716980708,лонгслив military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2490717013868,лонгслив армійські замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491182345511,лонгслив мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491182847831,лонгслив military вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491182849271,лонгслив армійські ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491182856071,лонгслив зсу купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491183056911,лонгслив патріотичні замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491183067711,лонгслів армійські магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491183068431,лонгслив мілітарі ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491183097951,лонгслив патріотичні вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2491183258071,лонгслів мілітарі магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2493394120541,лонгслів мілітарі купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2517479178924,лонгслив military купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2517479404044,лонгслів військові магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2517479498284,лонгслів патріотичні магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2517479499324,лонгслів зсу вартість,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2517479529764,лонгслів military ціна,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2544519496447,лонгслив зсу магазин,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2544519518527,лонгслив зсу замовлення,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2544519522647,лонгслив військові замовити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Одяг,Лонгслив,2544519526447,лонгслів військові купити,PHRASE,ENABLED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2085686906332,знамена магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2398767020810,прапор військовий замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487066912460,прапори військова вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487494469293,знамена купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752519176,прапор військова замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752611136,стяги патріотичні,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752616456,прапор патріотичний замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752626736,прапори військові замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752650016,корогва патріотичний,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752680296,знамено військові,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752691096,знамено патріотична,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752735256,прапор military замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752737136,прапори військовий ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487752747216,прапор військовий замовити,PHRASE,PAUSED,1,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487944570082,прапор зсу ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487944581602,прапори військовий купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487944595242,прапор військова магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2487944605402,прапор військовий ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488088370227,прапори армійські купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488090010307,корогва зсу,PHRASE,PAUSED,4,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488149128590,прапори мілітарі замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488149132190,прапор армійські вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488150338910,корогви армійські,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488150350670,прапори патріотична купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488150364110,стяг військовий,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488150367270,прапори армійські магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488275962769,прапори зсу ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488380266626,стяг патріотичні,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488382255666,прапор військові магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488382260706,прапор військові купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488382324826,знамена армійські,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488382374786,знамена військова,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488382430226,знамено вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488412465163,прапори військова магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488412483883,стяги замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488412484403,стяги армійський,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488412646883,прапор мілітарі вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488413770043,прапори зсу вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488413780883,прапори військові ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488413798603,корогви military,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488414166123,корогви ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488414171363,прапори зсу замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488414173483,корогви військова,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488414234483,стяги ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488414357163,корогва армійський,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488414372683,корогва військовий,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488414376123,корогва military,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488637985574,прапори армійські вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488641700254,прапор патріотична вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488641701174,прапор патріотичні ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488641724254,прапори патріотична ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488641727654,прапори патріотичний замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488643015894,прапор патріотичні магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488643018774,прапор патріотичні замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488643037294,прапор мілітарі замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488643081494,корогви купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488643459494,прапори мілітарі магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644180214,знамена армійський,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644186894,знамено армійські,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644189814,знамено патріотичні,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644192454,прапори військова замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644195494,прапори військова замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644199814,прапори військовий замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644242094,прапор military купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644250734,прапор патріотичні вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644252894,прапор патріотичні купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644253414,прапор патріотична ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488644256054,прапор патріотичний вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488871509373,знамена патріотична,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488871573933,знамено замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488871576373,знамено зсу,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488871646853,прапори військовий магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488871654293,прапор військова вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488871666053,прапор патріотичний ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2488871679493,прапор military вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489079714121,прапори мілітарі ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489083641001,прапори патріотичні замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489083644441,прапор військові замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489083740361,прапор зсу замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489083882721,прапори military магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489083883721,прапори military замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489438955771,прапор мілітарі замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2489442305011,прапори патріотична замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490021994535,корогва армійські,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490022243655,корогва військові,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490022317295,корогва патріотична,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490108387033,прапор military замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490108388473,прапори патріотичний ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137184703,корогви військовий,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137191143,стяги купити,PHRASE,PAUSED,2,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137197823,стяги мілітарі,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137223823,прапор патріотичний купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137234543,прапори військова ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137275623,стяги військовий,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137328903,стяг замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137376943,знамена військові,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137377663,прапор патріотична замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490137382703,знамено магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490224567459,прапор військові ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490224574459,прапор військовий магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490224665139,знамена military,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490224674779,знамено військова,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490226967939,прапор патріотична магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490226974699,прапор military магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490226975899,прапори патріотична замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490227010899,прапори патріотичний замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490227543019,знамено мілітарі,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490227559779,стяги military,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490227569099,стяг військові,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490227600579,стяг мілітарі,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490227986219,корогва ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490228157419,корогва військова,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490407816618,корогви патріотична,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490407861458,прапори армійський вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490407872498,прапори армійський замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490407881858,прапори зсу магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490407954538,корогви мілітарі,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490407960578,корогва вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490408161218,прапори армійські ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490408699258,прапори патріотичний магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490408701898,прапори патріотична магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490422126570,корогва замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490422222850,знамена вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490422528090,стяг армійські,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490423939570,стяги магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424001730,стяг вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424163490,корогви магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424187170,корогви зсу,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424305010,стяги військові,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424778290,прапори армійські замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424793650,прапори армійський купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424844330,стяг патріотичний,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424863050,прапори патріотичні магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490424871450,прапори військові замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426260130,прапор армійський ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426382690,прапори військові магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426497410,стяг зсу,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426613170,прапор армійський магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426627250,прапор армійський замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426854130,стяг магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426919810,прапори армійські замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426923210,прапори патріотичні ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426964210,корогва патріотичні,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490426999530,корогва мілітарі,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490427148370,корогва замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490427149090,корогва купити,PHRASE,PAUSED,1,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490427207410,знамена ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490427531610,прапори military замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490427896450,прапор армійські ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490555774625,стяги замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490716976428,прапори армійський ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490716977388,знамена патріотичний,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490716982148,знамено купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717373628,прапори мілітарі купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717378148,прапор армійські замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717381068,прапор армійський вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717735308,знамена зсу,PHRASE,PAUSED,1,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717736988,знамена мілітарі,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717772508,знамено армійський,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717774388,прапор зсу магазин,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717777508,прапор зсу вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717782308,прапори військовий замовити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717784468,прапор військові вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717785468,прапор військова замовлення,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717786468,прапор військовий купити,PHRASE,PAUSED,1,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717792668,прапор патріотична купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717795788,прапор military ціна,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717797508,прапори патріотичний вартість,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
Пошук \ Прапори,Бригадні прапори (оригінальна група),2490717799588,прапори патріотичний купити,PHRASE,PAUSED,0,0,0.0,2026-07-09,0.0
