word,stem,clicks_before,conversions_before,CVR_before_%,clicks_after,conversions_after,CVR_after_%,cost_after,p_value_decline
efrafa,efrafa,0,0.0,,0,0.0,,0.0,
удлиненные,удлинен,0,0.0,,0,0.0,,0.0,
yuki,yuki,0,0.0,,0,0.0,,0.0,
офіційний,офіційн,0,0.0,,0,0.0,,0.0,
stalker,stalker,0,0.0,,0,0.0,,0.0,
нейлон,нейлон,1,0.0,0.0,0,0.0,,0.0,
yaga,yaga,0,0.0,,0,0.0,,0.0,
зипок,зипок,0,0.0,,0,0.0,,0.0,
полароид,полароид,0,0.0,,0,0.0,,0.0,
gattoi,gattoi,0,0.0,,0,0.0,,0.0,
спайдер,спайдер,0,0.0,,0,0.0,,0.0,
380,380,0,0.0,,0,0.0,,0.0,
color,color,0,0.0,,0,0.0,,0.0,
малыш,малыш,0,0.0,,0,0.0,,0.0,
купидон,купидон,0,0.0,,0,0.0,,0.0,
хейтспич,хейтспич,0,0.0,,0,0.0,,0.0,
мейсон,мейсон,0,0.0,,0,0.0,,0.0,
али,ал,0,0.0,,0,0.0,,0.0,
рівне,рівне,0,0.0,,0,0.0,,0.0,
рокерская,рокерск,1,0.0,0.0,0,0.0,,0.0,
cigarettes,cigarettes,0,0.0,,0,0.0,,0.0,
міцна,міцна,0,0.0,,0,0.0,,0.0,
stl,stl,0,0.0,,0,0.0,,0.0,
rings,rings,0,0.0,,0,0.0,,0.0,
element,element,0,0.0,,0,0.0,,0.0,
proco,proco,0,0.0,,0,0.0,,0.0,
tigerwood,tigerwood,0,0.0,,0,0.0,,0.0,
wholeopolis,wholeopolis,0,0.0,,0,0.0,,0.0,
over,over,0,0.0,,0,0.0,,0.0,
obey,obey,0,0.0,,0,0.0,,0.0,
marino,marino,0,0.0,,0,0.0,,0.0,
сзади,сзад,0,0.0,,0,0.0,,0.0,
попросить,попрос,0,0.0,,0,0.0,,0.0,
немецким,немецк,0,0.0,,0,0.0,,0.0,
страдіваріус,страдіваріус,0,0.0,,0,0.0,,0.0,
ranch,ranch,0,0.0,,0,0.0,,0.0,
полосата,полосат,0,0.0,,0,0.0,,0.0,
uniqlo,uniqlo,1,0.0,0.0,0,0.0,,0.0,
вязаные,вязан,0,0.0,,0,0.0,,0.0,
кеп,кеп,0,0.0,,0,0.0,,0.0,
пінгвіна,пінгвіна,0,0.0,,0,0.0,,0.0,
деревом,дерев,0,0.0,,0,0.0,,0.0,
апом,ап,0,0.0,,0,0.0,,0.0,
оберіг,оберіг,0,0.0,,0,0.0,,0.0,
sangvinik,sangvinik,0,0.0,,0,0.0,,0.0,
dognose,dognose,0,0.0,,0,0.0,,0.0,
maiden,maiden,0,0.0,,0,0.0,,0.0,
sunset,sunset,0,0.0,,0,0.0,,0.0,
дистресс,дистресс,0,0.0,,0,0.0,,0.0,
пропоо,пропо,0,0.0,,0,0.0,,0.0,
pleasure,pleasure,0,0.0,,0,0.0,,0.0,
изи,из,0,0.0,,0,0.0,,0.0,
rockfellow,rockfellow,0,0.0,,0,0.0,,0.0,
money,money,2,0.0,0.0,0,0.0,,0.0,
фудьолка,фудьолк,0,0.0,,0,0.0,,0.0,
reverse,reverse,0,0.0,,0,0.0,,0.0,
лучшие,лучш,1,0.0,0.0,0,0.0,,0.0,
tool,tool,0,0.0,,0,0.0,,0.0,
leman,leman,0,0.0,,0,0.0,,0.0,
реплика,реплик,0,0.0,,0,0.0,,0.0,
solar,solar,0,0.0,,0,0.0,,0.0,
винищувач,винищувач,0,0.0,,0,0.0,,0.0,
heavyweight,heavyweight,0,0.0,,0,0.0,,0.0,
nazarelli,nazarelli,0,0.0,,0,0.0,,0.0,
hangover,hangover,0,0.0,,0,0.0,,0.0,
40k,40k,0,0.0,,0,0.0,,0.0,
камотек,камотек,0,0.0,,0,0.0,,0.0,
мухаммед,мухаммед,0,0.0,,0,0.0,,0.0,
нірвана,нірван,0,0.0,,0,0.0,,0.0,
punkandfunk,punkandfunk,0,0.0,,0,0.0,,0.0,
triad,triad,1,0.0,0.0,0,0.0,,0.0,
трикотаж,трикотаж,0,0.0,,0,0.0,,0.0,
передового,передов,0,0.0,,0,0.0,,0.0,
гранж,гранж,0,0.0,,0,0.0,,0.0,
bitcoin,bitcoin,0,0.0,,0,0.0,,0.0,
strum,strum,0,0.0,,0,0.0,,0.0,
пентагон,пентагон,0,0.0,,0,0.0,,0.0,
heartbreaker,heartbreaker,0,0.0,,0,0.0,,0.0,
nobrand,nobrand,0,0.0,,0,0.0,,0.0,
адама,адам,0,0.0,,0,0.0,,0.0,
dickies,dickies,0,0.0,,0,0.0,,0.0,
standard,standard,0,0.0,,0,0.0,,0.0,
glow,glow,0,0.0,,0,0.0,,0.0,
добру,добр,1,0.0,0.0,0,0.0,,0.0,
suffocation,suffocation,0,0.0,,0,0.0,,0.0,
suka,suka,0,0.0,,0,0.0,,0.0,
тканина,тканин,0,0.0,,0,0.0,,0.0,
brl,brl,0,0.0,,0,0.0,,0.0,
війну,війн,0,0.0,,0,0.0,,0.0,
truck,truck,0,0.0,,0,0.0,,0.0,
еверласт,еверласт,0,0.0,,0,0.0,,0.0,
рута,рут,0,0.0,,0,0.0,,0.0,
high,high,0,0.0,,0,0.0,,0.0,
atl,atl,0,0.0,,0,0.0,,0.0,
колір,колір,0,0.0,,0,0.0,,0.0,
меч,меч,0,0.0,,0,0.0,,0.0,
molon,molon,0,0.0,,0,0.0,,0.0,
grave,grave,0,0.0,,0,0.0,,0.0,
есентіалс,есентіалс,0,0.0,,0,0.0,,0.0,
loom,loom,0,0.0,,0,0.0,,0.0,
poetry,poetry,0,0.0,,0,0.0,,0.0,
узкие,узк,0,0.0,,0,0.0,,0.0,
малоизвестные,малоизвестн,0,0.0,,0,0.0,,0.0,
yorker,yorker,1,0.0,0.0,0,0.0,,0.0,
влон,влон,0,0.0,,0,0.0,,0.0,
skull,skull,0,0.0,,0,0.0,,0.0,
filson,filson,0,0.0,,0,0.0,,0.0,
флаштоки,флашток,0,0.0,,0,0.0,,0.0,
detox,detox,0,0.0,,0,0.0,,0.0,
всякі,всякі,0,0.0,,0,0.0,,0.0,
скарфейс,скарфейс,0,0.0,,0,0.0,,0.0,
mood,mood,0,0.0,,0,0.0,,0.0,
validius,validius,0,0.0,,0,0.0,,0.0,
популярные,популярн,0,0.0,,0,0.0,,0.0,
murderdolls,murderdolls,0,0.0,,0,0.0,,0.0,
гидазепам,гидазеп,0,0.0,,0,0.0,,0.0,
consdaple,consdaple,0,0.0,,0,0.0,,0.0,
светло,светл,0,0.0,,0,0.0,,0.0,
брендована,брендова,0,0.0,,0,0.0,,0.0,
oth,oth,0,0.0,,0,0.0,,0.0,
проєбав,проєба,0,0.0,,0,0.0,,0.0,
voltaire,voltaire,0,0.0,,0,0.0,,0.0,
азимут,азимут,0,0.0,,0,0.0,,0.0,
mirezane,mirezane,0,0.0,,0,0.0,,0.0,
lippi,lippi,0,0.0,,0,0.0,,0.0,
sandistore,sandistore,0,0.0,,0,0.0,,0.0,
кировоград,кировоград,0,0.0,,0,0.0,,0.0,
synestia,synestia,0,0.0,,0,0.0,,0.0,
dress,dress,0,0.0,,0,0.0,,0.0,
pink,pink,0,0.0,,0,0.0,,0.0,
fayna,fayna,0,0.0,,0,0.0,,0.0,
foxmoto,foxmoto,0,0.0,,0,0.0,,0.0,
флег,флег,0,0.0,,0,0.0,,0.0,
jimothy,jimothy,0,0.0,,0,0.0,,0.0,
армия,арм,0,0.0,,0,0.0,,0.0,
nima,nima,0,0.0,,0,0.0,,0.0,
змея,зме,0,0.0,,0,0.0,,0.0,
цветочек,цветочек,0,0.0,,0,0.0,,0.0,
борд,борд,0,0.0,,0,0.0,,0.0,
nasdaq,nasdaq,0,0.0,,0,0.0,,0.0,
megasport,megasport,0,0.0,,0,0.0,,0.0,
michael,michael,0,0.0,,0,0.0,,0.0,
disculpe,disculpe,0,0.0,,0,0.0,,0.0,
alexandria,alexandria,0,0.0,,0,0.0,,0.0,
ганк,ганк,0,0.0,,0,0.0,,0.0,
мной,мно,0,0.0,,0,0.0,,0.0,
twilight,twilight,2,0.0,0.0,0,0.0,,0.0,
пеклотойс,пеклотойс,0,0.0,,0,0.0,,0.0,
socks,socks,0,0.0,,0,0.0,,0.0,
староста,старост,0,0.0,,0,0.0,,0.0,
hrushenka,hrushenka,0,0.0,,0,0.0,,0.0,
misanthropic,misanthropic,0,0.0,,0,0.0,,0.0,
худак,худак,2,0.0,0.0,0,0.0,,0.0,
фаер,фаер,0,0.0,,0,0.0,,0.0,
zhinka,zhinka,0,0.0,,0,0.0,,0.0,
women,women,0,0.0,,0,0.0,,0.0,
медведем,медвед,0,0.0,,0,0.0,,0.0,
дог,дог,1,0.0,0.0,0,0.0,,0.0,
russian,russian,1,0.0,0.0,0,0.0,,0.0,
стиль,стил,1,0.0,0.0,0,0.0,,0.0,
моргенштерна,моргенштерн,0,0.0,,0,0.0,,0.0,
azalea,azalea,0,0.0,,0,0.0,,0.0,
чорнобиль,чорнобил,0,0.0,,0,0.0,,0.0,
ребелія,ребелі,0,0.0,,0,0.0,,0.0,
муцураев,муцура,0,0.0,,0,0.0,,0.0,
tura,tura,0,0.0,,0,0.0,,0.0,
max,max,0,0.0,,0,0.0,,0.0,
jolly,jolly,0,0.0,,0,0.0,,0.0,
батальона,батальон,0,0.0,,0,0.0,,0.0,
полотно,полотн,0,0.0,,0,0.0,,0.0,
минусы,минус,0,0.0,,0,0.0,,0.0,
навчу,навч,0,0.0,,0,0.0,,0.0,
beasts,beasts,0,0.0,,0,0.0,,0.0,
днр,днр,0,0.0,,0,0.0,,0.0,
годжо,годж,0,0.0,,0,0.0,,0.0,
ralph,ralph,0,0.0,,0,0.0,,0.0,
du0367,du0367,0,0.0,,0,0.0,,0.0,
dich,dich,0,0.0,,0,0.0,,0.0,
yamamoto,yamamoto,0,0.0,,0,0.0,,0.0,
zxc,zxc,0,0.0,,0,0.0,,0.0,
fpvua,fpvua,0,0.0,,0,0.0,,0.0,
batnorton,batnorton,0,0.0,,0,0.0,,0.0,
sua,sua,0,0.0,,0,0.0,,0.0,
grimey,grimey,0,0.0,,0,0.0,,0.0,
vans,vans,0,0.0,,0,0.0,,0.0,
stars,stars,0,0.0,,0,0.0,,0.0,
поліції,поліції,0,0.0,,0,0.0,,0.0,
арлекин,арлекин,0,0.0,,0,0.0,,0.0,
parkkaron,parkkaron,0,0.0,,0,0.0,,0.0,
banderola,banderola,0,0.0,,0,0.0,,0.0,
blooded,blooded,0,0.0,,0,0.0,,0.0,
bagi,bagi,0,0.0,,0,0.0,,0.0,
chemical,chemical,0,0.0,,0,0.0,,0.0,
nakoxano,nakoxano,0,0.0,,0,0.0,,0.0,
bee,bee,0,0.0,,0,0.0,,0.0,
fromus,fromus,0,0.0,,0,0.0,,0.0,
crooks,crooks,0,0.0,,0,0.0,,0.0,
термофутболка,термофутболк,0,0.0,,0,0.0,,0.0,
карма,карм,0,0.0,,0,0.0,,0.0,
horn,horn,0,0.0,,0,0.0,,0.0,
тнмк,тнмк,0,0.0,,0,0.0,,0.0,
хистерик,хистерик,0,0.0,,0,0.0,,0.0,
low,low,0,0.0,,0,0.0,,0.0,
файна,файн,0,0.0,,0,0.0,,0.0,
curl,curl,0,0.0,,0,0.0,,0.0,
тапаут,тапаут,0,0.0,,0,0.0,,0.0,
морской,морск,0,0.0,,0,0.0,,0.0,
bratstvo,bratstvo,1,0.0,0.0,0,0.0,,0.0,
soho,soho,0,0.0,,0,0.0,,0.0,
поинт,поинт,0,0.0,,0,0.0,,0.0,
бриони,брион,0,0.0,,0,0.0,,0.0,
хуго,хуг,0,0.0,,0,0.0,,0.0,
mcqueen,mcqueen,0,0.0,,0,0.0,,0.0,
наді,наді,0,0.0,,0,0.0,,0.0,
котолик,котолик,0,0.0,,0,0.0,,0.0,
лістікоф,лістікоф,0,0.0,,0,0.0,,0.0,
wfp,wfp,0,0.0,,0,0.0,,0.0,
universe,universe,0,0.0,,0,0.0,,0.0,
безрукавка,безрукавк,0,0.0,,0,0.0,,0.0,
сікс,сікс,0,0.0,,0,0.0,,0.0,
закоханих,закохан,0,0.0,,0,0.0,,0.0,
бордшоп,бордшоп,0,0.0,,0,0.0,,0.0,
veterans,veterans,0,0.0,,0,0.0,,0.0,
оксимирона,оксимирон,0,0.0,,0,0.0,,0.0,
animalist,animalist,0,0.0,,0,0.0,,0.0,
zipped,zipped,0,0.0,,0,0.0,,0.0,
марихуаной,марихуан,0,0.0,,0,0.0,,0.0,
гиг,гиг,0,0.0,,0,0.0,,0.0,
choose,choose,0,0.0,,0,0.0,,0.0,
утеплені,утеплені,0,0.0,,0,0.0,,0.0,
symbiosis,symbiosis,0,0.0,,0,0.0,,0.0,
фбу,фбу,0,0.0,,0,0.0,,0.0,
xasthur,xasthur,0,0.0,,0,0.0,,0.0,
painter,painter,0,0.0,,0,0.0,,0.0,
dime,dime,0,0.0,,0,0.0,,0.0,
фнаф,фнаф,0,0.0,,0,0.0,,0.0,
smesh,smesh,0,0.0,,0,0.0,,0.0,
travis,travis,0,0.0,,0,0.0,,0.0,
ивису,ивис,0,0.0,,0,0.0,,0.0,
1985,1985,0,0.0,,0,0.0,,0.0,
pretty,pretty,0,0.0,,0,0.0,,0.0,
буква,букв,0,0.0,,0,0.0,,0.0,
blink,blink,0,0.0,,0,0.0,,0.0,
bunny,bunny,0,0.0,,0,0.0,,0.0,
suit,suit,0,0.0,,0,0.0,,0.0,
цепями,цеп,0,0.0,,0,0.0,,0.0,
свобода,свобод,0,0.0,,0,0.0,,0.0,
суперфутболка,суперфутболк,0,0.0,,0,0.0,,0.0,
slp,slp,0,0.0,,0,0.0,,0.0,
тім,тім,0,0.0,,0,0.0,,0.0,
потосовка,потосовк,0,0.0,,0,0.0,,0.0,
dropsize,dropsize,0,0.0,,0,0.0,,0.0,
ogonek,ogonek,0,0.0,,0,0.0,,0.0,
сонце,сонц,0,0.0,,0,0.0,,0.0,
яру,яр,0,0.0,,0,0.0,,0.0,
супрім,супрім,0,0.0,,0,0.0,,0.0,
лондон,лондон,0,0.0,,0,0.0,,0.0,
polivik,polivik,0,0.0,,0,0.0,,0.0,
команд,команд,0,0.0,,0,0.0,,0.0,
design,design,1,0.0,0.0,0,0.0,,0.0,
лава,лав,0,0.0,,0,0.0,,0.0,
sho,sho,0,0.0,,0,0.0,,0.0,
kll,kll,0,0.0,,0,0.0,,0.0,
артан,арта,0,0.0,,0,0.0,,0.0,
бальман,бальма,0,0.0,,0,0.0,,0.0,
гулем,гул,0,0.0,,0,0.0,,0.0,
avic,avic,0,0.0,,0,0.0,,0.0,
carhartt,carhartt,0,0.0,,0,0.0,,0.0,
тайна,тайн,0,0.0,,0,0.0,,0.0,
бобріто,бобріт,0,0.0,,0,0.0,,0.0,
сменными,смен,0,0.0,,0,0.0,,0.0,
фліс,фліс,0,0.0,,0,0.0,,0.0,
noise,noise,0,0.0,,0,0.0,,0.0,
assc,assc,0,0.0,,0,0.0,,0.0,
litera,litera,0,0.0,,0,0.0,,0.0,
lagrand,lagrand,0,0.0,,0,0.0,,0.0,
rest,rest,0,0.0,,0,0.0,,0.0,
minus,minus,0,0.0,,0,0.0,,0.0,
дзюдо,дзюд,0,0.0,,0,0.0,,0.0,
мотино,мотин,0,0.0,,0,0.0,,0.0,
less,less,0,0.0,,0,0.0,,0.0,
marmur,marmur,0,0.0,,0,0.0,,0.0,
паул,паул,0,0.0,,0,0.0,,0.0,
collar,collar,0,0.0,,0,0.0,,0.0,
націоналістичні,націоналістичні,0,0.0,,0,0.0,,0.0,
blackbeard,blackbeard,0,0.0,,0,0.0,,0.0,
вир,вир,0,0.0,,0,0.0,,0.0,
доктор,доктор,0,0.0,,0,0.0,,0.0,
хунта,хунт,0,0.0,,0,0.0,,0.0,
uvali,uvali,0,0.0,,0,0.0,,0.0,
спрейграунд,спрейграунд,0,0.0,,0,0.0,,0.0,
крида,крид,0,0.0,,0,0.0,,0.0,
peace,peace,0,0.0,,0,0.0,,0.0,
rex,rex,2,0.0,0.0,0,0.0,,0.0,
двухсторонняя,двухсторон,0,0.0,,0,0.0,,0.0,
кажаном,кажан,0,0.0,,0,0.0,,0.0,
хелстар,хелстар,0,0.0,,0,0.0,,0.0,
пайту,пайт,0,0.0,,0,0.0,,0.0,
мотоцикла,мотоцикл,0,0.0,,0,0.0,,0.0,
redemption,redemption,0,0.0,,0,0.0,,0.0,
фіолетовий,фіолетов,0,0.0,,0,0.0,,0.0,
media,media,0,0.0,,0,0.0,,0.0,
podmost,podmost,0,0.0,,0,0.0,,0.0,
usyk,usyk,0,0.0,,0,0.0,,0.0,
nordglanz,nordglanz,0,0.0,,0,0.0,,0.0,
года,год,0,0.0,,0,0.0,,0.0,
yozh,yozh,0,0.0,,0,0.0,,0.0,
heroism,heroism,0,0.0,,0,0.0,,0.0,
донгслів,донгслів,0,0.0,,0,0.0,,0.0,
french,french,0,0.0,,0,0.0,,0.0,
хорунгва,хорунгв,0,0.0,,0,0.0,,0.0,
rebel,rebel,1,0.0,0.0,0,0.0,,0.0,
mound,mound,0,0.0,,0,0.0,,0.0,
sectorx,sectorx,0,0.0,,0,0.0,,0.0,
samokhvalov,samokhvalov,0,0.0,,0,0.0,,0.0,
poets,poets,0,0.0,,0,0.0,,0.0,
witcher,witcher,0,0.0,,0,0.0,,0.0,
maxiprint,maxiprint,0,0.0,,0,0.0,,0.0,
хей,хе,0,0.0,,0,0.0,,0.0,
zne,zne,0,0.0,,0,0.0,,0.0,
купитьфутболку,купитьфутболк,0,0.0,,0,0.0,,0.0,
opeth,opeth,0,0.0,,0,0.0,,0.0,
дхарма,дхарм,0,0.0,,0,0.0,,0.0,
христом,христ,0,0.0,,0,0.0,,0.0,
пірсингом,пірсинг,0,0.0,,0,0.0,,0.0,
class,class,0,0.0,,0,0.0,,0.0,
баллоны,баллон,0,0.0,,0,0.0,,0.0,
третій,треті,0,0.0,,0,0.0,,0.0,
хзв,хзв,0,0.0,,0,0.0,,0.0,
penguin,penguin,0,0.0,,0,0.0,,0.0,
undermycar,undermycar,0,0.0,,0,0.0,,0.0,
хаб,хаб,0,0.0,,0,0.0,,0.0,
балони,балон,0,0.0,,0,0.0,,0.0,
тас,тас,0,0.0,,0,0.0,,0.0,
треники,треник,0,0.0,,0,0.0,,0.0,
никифилини,никифилин,0,0.0,,0,0.0,,0.0,
кабинетные,кабинетн,0,0.0,,0,0.0,,0.0,
эстетика,эстетик,0,0.0,,0,0.0,,0.0,
національної,національної,0,0.0,,0,0.0,,0.0,
dope,dope,0,0.0,,0,0.0,,0.0,
пленет,пленет,0,0.0,,0,0.0,,0.0,
гриффитом,гриффит,0,0.0,,0,0.0,,0.0,
powerlifting,powerlifting,0,0.0,,0,0.0,,0.0,
streetlife,streetlife,0,0.0,,0,0.0,,0.0,
пари,пар,0,0.0,,0,0.0,,0.0,
trespass,trespass,0,0.0,,0,0.0,,0.0,
hauntedstarbucks,hauntedstarbucks,0,0.0,,0,0.0,,0.0,
rummy,rummy,0,0.0,,0,0.0,,0.0,
леся,ле,0,0.0,,0,0.0,,0.0,
daniels,daniels,0,0.0,,0,0.0,,0.0,
acdc,acdc,0,0.0,,0,0.0,,0.0,
список,список,0,0.0,,0,0.0,,0.0,
huel,huel,0,0.0,,0,0.0,,0.0,
crowbar,crowbar,0,0.0,,0,0.0,,0.0,
рукав,рука,0,0.0,,0,0.0,,0.0,
anta,anta,0,0.0,,0,0.0,,0.0,
всу,всу,0,0.0,,0,0.0,,0.0,
модиво,модив,1,0.0,0.0,0,0.0,,0.0,
джонери,джонер,0,0.0,,0,0.0,,0.0,
упа,уп,0,0.0,,0,0.0,,0.0,
vivienne,vivienne,0,0.0,,0,0.0,,0.0,
evanescence,evanescence,0,0.0,,0,0.0,,0.0,
супер,супер,0,0.0,,0,0.0,,0.0,
сага,саг,0,0.0,,0,0.0,,0.0,
горы,гор,1,0.0,0.0,0,0.0,,0.0,
власти,власт,0,0.0,,0,0.0,,0.0,
pieceofshirt,pieceofshirt,0,0.0,,0,0.0,,0.0,
велюр,велюр,0,0.0,,0,0.0,,0.0,
эндшпиль,эндшпил,0,0.0,,0,0.0,,0.0,
egorini,egorini,0,0.0,,0,0.0,,0.0,
shirtz,shirtz,0,0.0,,0,0.0,,0.0,
исландия,исланд,0,0.0,,0,0.0,,0.0,
gep,gep,0,0.0,,0,0.0,,0.0,
слабоумие,слабоум,0,0.0,,0,0.0,,0.0,
sortgang,sortgang,0,0.0,,0,0.0,,0.0,
доча,доч,0,0.0,,0,0.0,,0.0,
сппокій,сппокі,0,0.0,,0,0.0,,0.0,
шапка,шапк,0,0.0,,0,0.0,,0.0,
ash,ash,0,0.0,,0,0.0,,0.0,
lastcall,lastcall,0,0.0,,0,0.0,,0.0,
тон,тон,0,0.0,,0,0.0,,0.0,
solnyshkina,solnyshkina,0,0.0,,0,0.0,,0.0,
щось,що,0,0.0,,0,0.0,,0.0,
кобзар,кобзар,0,0.0,,0,0.0,,0.0,
travel,travel,0,0.0,,0,0.0,,0.0,
goth,goth,0,0.0,,0,0.0,,0.0,
biz,biz,0,0.0,,0,0.0,,0.0,
глаз,глаз,0,0.0,,0,0.0,,0.0,
кикбоксинг,кикбоксинг,0,0.0,,0,0.0,,0.0,
issl,issl,0,0.0,,0,0.0,,0.0,
passenger,passenger,0,0.0,,0,0.0,,0.0,
bullwear,bullwear,0,0.0,,0,0.0,,0.0,
bebe,bebe,0,0.0,,0,0.0,,0.0,
m8l8th,m8l8th,0,0.0,,0,0.0,,0.0,
береженого,бережен,0,0.0,,0,0.0,,0.0,
struggle,struggle,0,0.0,,0,0.0,,0.0,
югенд,югенд,0,0.0,,0,0.0,,0.0,
push,push,0,0.0,,0,0.0,,0.0,
zhytomyr,zhytomyr,0,0.0,,0,0.0,,0.0,
karate,karate,0,0.0,,0,0.0,,0.0,
ариана,ариа,0,0.0,,0,0.0,,0.0,
монеси,монес,0,0.0,,0,0.0,,0.0,
ymaclo,ymaclo,0,0.0,,0,0.0,,0.0,
hooded,hooded,0,0.0,,0,0.0,,0.0,
hurts,hurts,0,0.0,,0,0.0,,0.0,
mango,mango,0,0.0,,0,0.0,,0.0,
игра,игр,0,0.0,,0,0.0,,0.0,
сімбіосіс,сімбіосіс,0,0.0,,0,0.0,,0.0,
патчі,патчі,0,0.0,,0,0.0,,0.0,
индивид,индивид,0,0.0,,0,0.0,,0.0,
йори,йор,0,0.0,,0,0.0,,0.0,
finger,finger,0,0.0,,0,0.0,,0.0,
youth,youth,0,0.0,,0,0.0,,0.0,
playboy,playboy,0,0.0,,0,0.0,,0.0,
барс,барс,0,0.0,,0,0.0,,0.0,
zhurawell,zhurawell,0,0.0,,0,0.0,,0.0,
southside,southside,0,0.0,,0,0.0,,0.0,
кофтс,кофтс,0,0.0,,0,0.0,,0.0,
криївка,криївк,0,0.0,,0,0.0,,0.0,
миколаїв,миколаїв,0,0.0,,0,0.0,,0.0,
was,was,0,0.0,,0,0.0,,0.0,
rus,rus,0,0.0,,0,0.0,,0.0,
kvita,kvita,0,0.0,,0,0.0,,0.0,
yale,yale,0,0.0,,0,0.0,,0.0,
rainbow,rainbow,0,0.0,,0,0.0,,0.0,
жетон,жетон,0,0.0,,0,0.0,,0.0,
1914,1914,0,0.0,,0,0.0,,0.0,
дівчинки,дівчинк,0,0.0,,0,0.0,,0.0,
іефа,іеф,0,0.0,,0,0.0,,0.0,
designs,designs,0,0.0,,0,0.0,,0.0,
painkiller,painkiller,0,0.0,,0,0.0,,0.0,
stressless,stressless,0,0.0,,0,0.0,,0.0,
anthrax,anthrax,0,0.0,,0,0.0,,0.0,
will,will,0,0.0,,0,0.0,,0.0,
dove,dove,0,0.0,,0,0.0,,0.0,
доміную,домін,0,0.0,,0,0.0,,0.0,
monoclo,monoclo,1,0.0,0.0,0,0.0,,0.0,
краской,краск,0,0.0,,0,0.0,,0.0,
goodfornothing,goodfornothing,0,0.0,,0,0.0,,0.0,
bizkit,bizkit,0,0.0,,0,0.0,,0.0,
bowie,bowie,0,0.0,,0,0.0,,0.0,
teivaz,teivaz,5,0.0,0.0,0,0.0,,0.0,
regent,regent,0,0.0,,0,0.0,,0.0,
ангелс,ангелс,0,0.0,,0,0.0,,0.0,
душніла,душніл,0,0.0,,0,0.0,,0.0,
wars,wars,0,0.0,,0,0.0,,0.0,
swag,swag,0,0.0,,0,0.0,,0.0,
сепультура,сепультур,0,0.0,,0,0.0,,0.0,
miu,miu,0,0.0,,0,0.0,,0.0,
ghosted,ghosted,0,0.0,,0,0.0,,0.0,
biohazard,biohazard,0,0.0,,0,0.0,,0.0,
children,children,0,0.0,,0,0.0,,0.0,
clth,clth,0,0.0,,0,0.0,,0.0,
державності,державності,0,0.0,,0,0.0,,0.0,
columbia,columbia,0,0.0,,0,0.0,,0.0,
бдсм,бдсм,0,0.0,,0,0.0,,0.0,
xxxtentacion,xxxtentacion,0,0.0,,0,0.0,,0.0,
рибами,риб,0,0.0,,0,0.0,,0.0,
projects,projects,0,0.0,,0,0.0,,0.0,
народження,народжен,0,0.0,,0,0.0,,0.0,
дмитрий,дмитр,0,0.0,,0,0.0,,0.0,
сіра,сіра,0,0.0,,0,0.0,,0.0,
dudes,dudes,0,0.0,,0,0.0,,0.0,
старі,старі,0,0.0,,0,0.0,,0.0,
полтава,полтав,0,0.0,,0,0.0,,0.0,
but,but,0,0.0,,0,0.0,,0.0,
хмельницкий,хмельницк,0,0.0,,0,0.0,,0.0,
icons,icons,0,0.0,,0,0.0,,0.0,
merchandise,merchandise,0,0.0,,0,0.0,,0.0,
tabooclothes,tabooclothes,0,0.0,,0,0.0,,0.0,
loose,loose,1,0.0,0.0,0,0.0,,0.0,
dedicated,dedicated,0,0.0,,0,0.0,,0.0,
plane,plane,0,0.0,,0,0.0,,0.0,
pigeon,pigeon,0,0.0,,0,0.0,,0.0,
collection,collection,0,0.0,,0,0.0,,0.0,
mortician,mortician,0,0.0,,0,0.0,,0.0,
pips,pips,0,0.0,,0,0.0,,0.0,
empire,empire,0,0.0,,0,0.0,,0.0,
hooters,hooters,0,0.0,,0,0.0,,0.0,
south,south,0,0.0,,0,0.0,,0.0,
агрегат,агрегат,0,0.0,,0,0.0,,0.0,
вермахт,вермахт,0,0.0,,0,0.0,,0.0,
блэк,блэк,0,0.0,,0,0.0,,0.0,
curta,curta,0,0.0,,0,0.0,,0.0,
махач,махач,0,0.0,,0,0.0,,0.0,
кладовище,кладовищ,0,0.0,,0,0.0,,0.0,
united,united,1,0.0,0.0,0,0.0,,0.0,
арапор,арапор,0,0.0,,0,0.0,,0.0,
devilish,devilish,0,0.0,,0,0.0,,0.0,
hearts,hearts,0,0.0,,0,0.0,,0.0,
issaya,issaya,0,0.0,,0,0.0,,0.0,
итальянские,итальянск,0,0.0,,0,0.0,,0.0,
papaya,papaya,0,0.0,,0,0.0,,0.0,
4xl,4xl,0,0.0,,0,0.0,,0.0,
hardkyiv,hardkyiv,0,0.0,,0,0.0,,0.0,
парт,парт,0,0.0,,0,0.0,,0.0,
gjlvjcn,gjlvjcn,0,0.0,,0,0.0,,0.0,
мошенничество,мошенничеств,0,0.0,,0,0.0,,0.0,
интроверт,интроверт,0,0.0,,0,0.0,,0.0,
kse,kse,0,0.0,,0,0.0,,0.0,
maveryk,maveryk,0,0.0,,0,0.0,,0.0,
бутік,бутік,0,0.0,,0,0.0,,0.0,
twisted,twisted,0,0.0,,0,0.0,,0.0,
dobermans,dobermans,0,0.0,,0,0.0,,0.0,
харкова,харков,0,0.0,,0,0.0,,0.0,
not,not,0,0.0,,0,0.0,,0.0,
рэб,рэб,0,0.0,,0,0.0,,0.0,
літера,літер,0,0.0,,0,0.0,,0.0,
