word,stem,n_terms,impressions,clicks,cost,conversions,CPA,CTR_%
спортівні,спортівні,3,5,0,0.0,0.0,inf,0.0
1985,1985,1,1,0,0.0,0.0,inf,0.0
спутник,спутник,1,1,0,0.0,0.0,inf,0.0
сроп,сроп,1,1,0,0.0,0.0,inf,0.0
animals,animals,1,3,0,0.0,0.0,inf,0.0
старбері,старбері,1,1,0,0.0,0.0,inf,0.0
anniluce,anniluce,1,1,0,0.0,0.0,inf,0.0
стаі,стаі,1,1,0,0.0,0.0,inf,0.0
стильне,стильн,10,10,0,0.0,0.0,inf,0.0
стильні,стильні,5,5,0,0.0,0.0,inf,0.0
стима,стим,1,1,0,0.0,0.0,inf,0.0
стлв,стлв,1,6,0,0.0,0.0,inf,0.0
стоник,стоник,1,1,0,0.0,0.0,inf,0.0
страдіваріус,страдіваріус,1,1,0,0.0,0.0,inf,0.0
стритвир,стритвир,3,5,0,0.0,0.0,inf,0.0
суисайд,суисайд,1,3,0,0.0,0.0,inf,0.0
сіра,сіра,2,2,0,0.0,0.0,inf,0.0
сіре,сіре,3,6,0,0.0,0.0,inf,0.0
сірий,сіри,1,1,0,0.0,0.0,inf,0.0
сірі,сірі,7,7,0,0.0,0.0,inf,0.0
таблица,таблиц,1,1,0,0.0,0.0,inf,0.0
табу,таб,1,1,0,0.0,0.0,inf,0.0
тактікал,тактіка,2,4,0,0.0,0.0,inf,0.0
тапаут,тапаут,1,3,0,0.0,0.0,inf,0.0
тато,тат,2,2,0,0.0,0.0,inf,0.0
светерс,светерс,1,1,0,0.0,0.0,inf,0.0
твоя,тво,2,7,0,0.0,0.0,inf,0.0
тейваз,тейваз,2,10,0,0.0,0.0,inf,0.0
темно,темн,1,1,0,0.0,0.0,inf,0.0
antaeus,antaeus,1,6,0,0.0,0.0,inf,0.0
anti,anti,6,10,0,0.0,0.0,inf,0.0
social,social,7,13,0,0.0,0.0,inf,0.0
термофутболка,термофутболк,1,1,0,0.0,0.0,inf,0.0
термохромная,термохромн,1,2,0,0.0,0.0,inf,0.0
инкогнита,инкогнит,1,1,0,0.0,0.0,inf,0.0
одесса,одесс,2,6,0,0.0,0.0,inf,0.0
терра,терр,1,1,0,0.0,0.0,inf,0.0
тнмк,тнмк,2,2,0,0.0,0.0,inf,0.0
тнф,тнф,2,2,0,0.0,0.0,inf,0.0
мстители,мстител,1,1,0,0.0,0.0,inf,0.0
токийские,токийск,1,1,0,0.0,0.0,inf,0.0
3xl,3xl,2,2,0,0.0,0.0,inf,0.0
fzm,fzm,1,8,0,0.0,0.0,inf,0.0
tanks,tanks,1,2,0,0.0,0.0,inf,0.0
ария,ар,1,3,0,0.0,0.0,inf,0.0
разница,разниц,2,2,0,0.0,0.0,inf,0.0
казахстан,казахста,1,1,0,0.0,0.0,inf,0.0
кино,кин,1,1,0,0.0,0.0,inf,0.0
напапири,напапир,1,1,0,0.0,0.0,inf,0.0
плюшевая,плюшев,1,1,0,0.0,0.0,inf,0.0
шрифтом,шрифт,1,2,0,0.0,0.0,inf,0.0
готическим,готическ,1,2,0,0.0,0.0,inf,0.0
рогами,рог,2,2,0,0.0,0.0,inf,0.0
дьявола,дьявол,1,1,0,0.0,0.0,inf,0.0
вагнер,вагнер,1,1,0,0.0,0.0,inf,0.0
чвк,чвк,1,1,0,0.0,0.0,inf,0.0
грозном,грозн,1,1,0,0.0,0.0,inf,0.0
девочек,девочек,1,1,0,0.0,0.0,inf,0.0
иероглифами,иероглиф,2,3,0,0.0,0.0,inf,0.0
светящиеся,светя,2,2,0,0.0,0.0,inf,0.0
темноте,темнот,2,2,0,0.0,0.0,inf,0.0
тонкие,тонк,1,1,0,0.0,0.0,inf,0.0
топ,топ,5,20,0,0.0,0.0,inf,0.0
топовые,топов,1,1,0,0.0,0.0,inf,0.0
тревожная,тревожн,1,1,0,0.0,0.0,inf,0.0
масса,масс,1,1,0,0.0,0.0,inf,0.0
тривожна,тривожн,1,1,0,0.0,0.0,inf,0.0
маса,мас,1,1,0,0.0,0.0,inf,0.0
трико,трик,1,1,0,0.0,0.0,inf,0.0
тримач,тримач,5,11,0,0.0,0.0,inf,0.0
могилу,могил,2,4,0,0.0,0.0,inf,0.0
тримачі,тримачі,1,4,0,0.0,0.0,inf,0.0
пеньє,пеньє,1,1,0,0.0,0.0,inf,0.0
тур,тур,5,20,0,0.0,0.0,inf,0.0
веар,веар,1,6,0,0.0,0.0,inf,0.0
вір,вір,1,1,0,0.0,0.0,inf,0.0
турвеар,турвеар,1,3,0,0.0,0.0,inf,0.0
турвер,турвер,1,8,0,0.0,0.0,inf,0.0
турвір,турвір,1,6,0,0.0,0.0,inf,0.0
убакс,убакс,1,1,0,0.0,0.0,inf,0.0
удлиненный,удлинен,1,3,0,0.0,0.0,inf,0.0
армор,армор,2,7,0,0.0,0.0,inf,0.0
молодежная,молодежн,1,2,0,0.0,0.0,inf,0.0
молодежи,молодеж,1,3,0,0.0,0.0,inf,0.0
укрармор,укрармор,1,1,0,0.0,0.0,inf,0.0
правда,правд,1,1,0,0.0,0.0,inf,0.0
вуличного,вуличн,1,1,0,0.0,0.0,inf,0.0
фірми,фірми,1,4,0,0.0,0.0,inf,0.0
укрзалізниця,укрзалізнит^,2,2,0,0.0,0.0,inf,0.0
уляна,уля,1,1,0,0.0,0.0,inf,0.0
дель,дел,1,1,0,0.0,0.0,inf,0.0
планет,планет,1,1,0,0.0,0.0,inf,0.0
урбанист,урбанист,1,6,0,0.0,0.0,inf,0.0
урбаніст,урбаніст,1,2,0,0.0,0.0,inf,0.0
файна,файн,1,2,0,0.0,0.0,inf,0.0
леди,лед,1,2,0,0.0,0.0,inf,0.0
файфа,файф,1,1,0,0.0,0.0,inf,0.0
фамо,фам,2,2,0,0.0,0.0,inf,0.0
фантом,фант,1,1,0,0.0,0.0,inf,0.0
фантомка,фантомк,1,1,0,0.0,0.0,inf,0.0
фаренгейт,фаренгейт,1,1,0,0.0,0.0,inf,0.0
фарфі,фарфі,2,5,0,0.0,0.0,inf,0.0
russian,russian,2,5,0,0.0,0.0,inf,0.0
разведка,разведк,5,15,0,0.0,0.0,inf,0.0
всу,всу,1,1,0,0.0,0.0,inf,0.0
днр,днр,1,3,0,0.0,0.0,inf,0.0
мафии,маф,1,3,0,0.0,0.0,inf,0.0
оригинал,оригина,7,11,0,0.0,0.0,inf,0.0
пиратов,пират,2,18,0,0.0,0.0,inf,0.0
под,под,2,2,0,0.0,0.0,inf,0.0
шахадой,шахад,1,1,0,0.0,0.0,inf,0.0
сша,сша,1,1,0,0.0,0.0,inf,0.0
баннер,баннер,1,3,0,0.0,0.0,inf,0.0
херсона,херсон,3,12,0,0.0,0.0,inf,0.0
механизмом,механизм,1,1,0,0.0,0.0,inf,0.0
подъемным,подъемн,1,1,0,0.0,0.0,inf,0.0
фасадний,фасадн,1,1,0,0.0,0.0,inf,0.0
флагі,флагі,1,1,0,0.0,0.0,inf,0.0
флайшоп,флайшоп,1,1,0,0.0,0.0,inf,0.0
флиска,флиск,1,2,0,0.0,0.0,inf,0.0
флісова,флісов,2,5,0,0.0,0.0,inf,0.0
фомо,фом,1,5,0,0.0,0.0,inf,0.0
фонк,фонк,2,6,0,0.0,0.0,inf,0.0
фрактал,фракта,1,1,0,0.0,0.0,inf,0.0
фред,фред,1,1,0,0.0,0.0,inf,0.0
пері,пері,1,1,0,0.0,0.0,inf,0.0
бавовна,бавовн,2,10,0,0.0,0.0,inf,0.0
100,100,1,1,0,0.0,0.0,inf,0.0
1488,1488,1,1,0,0.0,0.0,inf,0.0
1914,1914,1,2,0,0.0,0.0,inf,0.0
1917,1917,1,1,0,0.0,0.0,inf,0.0
1983,1983,1,1,0,0.0,0.0,inf,0.0
chains,chains,1,2,0,0.0,0.0,inf,0.0
alice,alice,1,2,0,0.0,0.0,inf,0.0
antony,antony,1,1,0,0.0,0.0,inf,0.0
morato,morato,1,1,0,0.0,0.0,inf,0.0
balr,balr,1,1,0,0.0,0.0,inf,0.0
magick,magick,1,5,0,0.0,0.0,inf,0.0
bodyguard,bodyguard,1,1,0,0.0,0.0,inf,0.0
carpathian,carpathian,1,1,0,0.0,0.0,inf,0.0
circa,circa,1,1,0,0.0,0.0,inf,0.0
crossfit,crossfit,1,1,0,0.0,0.0,inf,0.0
stranding,stranding,1,1,0,0.0,0.0,inf,0.0
disturbed,disturbed,1,1,0,0.0,0.0,inf,0.0
push,push,1,1,0,0.0,0.0,inf,0.0
horses,horses,1,1,0,0.0,0.0,inf,0.0
don,don,1,1,0,0.0,0.0,inf,0.0
donbass,donbass,1,7,0,0.0,0.0,inf,0.0
fire,fire,2,9,0,0.0,0.0,inf,0.0
point,point,1,8,0,0.0,0.0,inf,0.0
firefighter,firefighter,1,1,0,0.0,0.0,inf,0.0
gorgoroth,gorgoroth,1,1,0,0.0,0.0,inf,0.0
halloween,halloween,1,2,0,0.0,0.0,inf,0.0
foods,foods,1,7,0,0.0,0.0,inf,0.0
people,people,1,1,0,0.0,0.0,inf,0.0
larp,larp,1,3,0,0.0,0.0,inf,0.0
lonely,lonely,1,1,0,0.0,0.0,inf,0.0
maneken,maneken,1,1,0,0.0,0.0,inf,0.0
march,march,2,3,0,0.0,0.0,inf,0.0
protocol,protocol,1,2,0,0.0,0.0,inf,0.0
manson,manson,1,1,0,0.0,0.0,inf,0.0
marilyn,marilyn,1,1,0,0.0,0.0,inf,0.0
medicine,medicine,1,1,0,0.0,0.0,inf,0.0
metallica,metallica,1,1,0,0.0,0.0,inf,0.0
mich,mich,1,1,0,0.0,0.0,inf,0.0
morok,morok,1,1,0,0.0,0.0,inf,0.0
nash,nash,1,1,0,0.0,0.0,inf,0.0
p1sun,p1sun,1,2,0,0.0,0.0,inf,0.0
paradise,paradise,1,1,0,0.0,0.0,inf,0.0
paranoid,paranoid,1,1,0,0.0,0.0,inf,0.0
pew,pew,1,1,0,0.0,0.0,inf,0.0
madafakas,madafakas,1,1,0,0.0,0.0,inf,0.0
pms,pms,1,3,0,0.0,0.0,inf,0.0
protest,protest,1,1,0,0.0,0.0,inf,0.0
red,red,1,1,0,0.0,0.0,inf,0.0
rehab,rehab,1,2,0,0.0,0.0,inf,0.0
reptyry,reptyry,1,1,0,0.0,0.0,inf,0.0
rsnpzd,rsnpzd,1,1,0,0.0,0.0,inf,0.0
michael,michael,1,1,0,0.0,0.0,inf,0.0
skyrim,skyrim,1,1,0,0.0,0.0,inf,0.0
forces,forces,1,5,0,0.0,0.0,inf,0.0
squad,squad,1,1,0,0.0,0.0,inf,0.0
stressless,stressless,1,1,0,0.0,0.0,inf,0.0
take,take,1,1,0,0.0,0.0,inf,0.0
veteran,veteran,1,1,0,0.0,0.0,inf,0.0
girl,girl,1,1,0,0.0,0.0,inf,0.0
witcher,witcher,1,1,0,0.0,0.0,inf,0.0
айдар,айдар,1,1,0,0.0,0.0,inf,0.0
айтишника,айтишник,1,2,0,0.0,0.0,inf,0.0
акаб,акаб,2,5,0,0.0,0.0,inf,0.0
котом,кот,2,4,0,0.0,0.0,inf,0.0
амбрелла,амбрелл,1,1,0,0.0,0.0,inf,0.0
ангел,ангел,2,6,0,0.0,0.0,inf,0.0
антитіла,антитіл,1,1,0,0.0,0.0,inf,0.0
арми,арм,1,1,0,0.0,0.0,inf,0.0
артилерія,артилері,3,19,0,0.0,0.0,inf,0.0
артиллерия,артиллер,1,1,0,0.0,0.0,inf,0.0
байдикую,байдик,1,3,0,0.0,0.0,inf,0.0
байкера,байкер,1,1,0,0.0,0.0,inf,0.0
балабанов,балабан,1,1,0,0.0,0.0,inf,0.0
бандерштат,бандерштат,1,4,0,0.0,0.0,inf,0.0
бахмут,бахмут,1,11,0,0.0,0.0,inf,0.0
беркут,беркут,1,2,0,0.0,0.0,inf,0.0
бобр,бобр,2,3,0,0.0,0.0,inf,0.0
курва,курв,1,2,0,0.0,0.0,inf,0.0
нет,нет,2,5,0,0.0,0.0,inf,0.0
бога,бог,3,7,0,0.0,0.0,inf,0.0
богдан,богда,1,2,0,0.0,0.0,inf,0.0
бразерс,бразерс,2,3,0,0.0,0.0,inf,0.0
брекоткин,брекоткин,1,1,0,0.0,0.0,inf,0.0
бронежилет,бронежилет,3,3,0,0.0,0.0,inf,0.0
брєд,брєд,1,3,0,0.0,0.0,inf,0.0
будова,будов,1,2,0,0.0,0.0,inf,0.0
їжака,їжак,1,2,0,0.0,0.0,inf,0.0
белую,бел,1,1,0,0.0,0.0,inf,0.0
полоску,полоск,1,1,0,0.0,0.0,inf,0.0
валькирия,валькир,1,1,0,0.0,0.0,inf,0.0
велес,велес,1,3,0,0.0,0.0,inf,0.0
вермахт,вермахт,1,5,0,0.0,0.0,inf,0.0
вмс,вмс,1,4,0,0.0,0.0,inf,0.0
водій,воді,5,11,0,0.0,0.0,inf,0.0
волинь,волин,1,1,0,0.0,0.0,inf,0.0
волиняка,волиняк,1,6,0,0.0,0.0,inf,0.0
волонтер,волонтер,2,6,0,0.0,0.0,inf,0.0
все,все,2,3,0,0.0,0.0,inf,0.0
всп,всп,1,1,0,0.0,0.0,inf,0.0
гармаш,гармаш,1,1,0,0.0,0.0,inf,0.0
гидазепам,гидазеп,1,3,0,0.0,0.0,inf,0.0
говерла,говерл,1,1,0,0.0,0.0,inf,0.0
головний,головн,1,2,0,0.0,0.0,inf,0.0
сержант,сержант,1,2,0,0.0,0.0,inf,0.0
гопота,гопот,1,2,0,0.0,0.0,inf,0.0
гори,гор,4,14,0,0.0,0.0,inf,0.0
грузия,груз,1,1,0,0.0,0.0,inf,0.0
гуси,гус,1,1,0,0.0,0.0,inf,0.0
гідазепам,гідазеп,1,1,0,0.0,0.0,inf,0.0
дамбіл,дамбіл,1,4,0,0.0,0.0,inf,0.0
движ,движ,1,1,0,0.0,0.0,inf,0.0
посадок,посадок,1,1,0,0.0,0.0,inf,0.0
дети,дет,1,1,0,0.0,0.0,inf,0.0
дизайнера,дизайнер,1,2,0,0.0,0.0,inf,0.0
диктатор,диктатор,1,3,0,0.0,0.0,inf,0.0
дисциплина,дисциплин,1,1,0,0.0,0.0,inf,0.0
отца,отц,1,1,0,0.0,0.0,inf,0.0
пауэрлифтинга,пауэрлифтинг,1,1,0,0.0,0.0,inf,0.0
поліції,поліції,1,1,0,0.0,0.0,inf,0.0
программиста,программист,1,1,0,0.0,0.0,inf,0.0
тренера,тренер,1,1,0,0.0,0.0,inf,0.0
чоловіка,чоловік,2,6,0,0.0,0.0,inf,0.0
днепрянин,днепрянин,1,1,0,0.0,0.0,inf,0.0
днс,днс,1,1,0,0.0,0.0,inf,0.0
дніпро,дніпро,2,10,0,0.0,0.0,inf,0.0
марун,марун,1,4,0,0.0,0.0,inf,0.0
antisocial,antisocial,2,2,0,0.0,0.0,inf,0.0
егермейстер,егермейстер,1,2,0,0.0,0.0,inf,0.0
живи,жив,1,2,0,0.0,0.0,inf,0.0
життя,житт,1,2,0,0.0,0.0,inf,0.0
жидобандера,жидобандер,1,1,0,0.0,0.0,inf,0.0
жодних,жодн,1,1,0,0.0,0.0,inf,0.0
перемовин,перемовин,1,1,0,0.0,0.0,inf,0.0
биком,бик,1,4,0,0.0,0.0,inf,0.0
броніком,бронік,1,2,0,0.0,0.0,inf,0.0
грибами,гриб,2,2,0,0.0,0.0,inf,0.0
довгим,довг,1,1,0,0.0,0.0,inf,0.0
рукавом,рукав,4,6,0,0.0,0.0,inf,0.0
зеленським,зеленськ,3,5,0,0.0,0.0,inf,0.0
каштаном,каштан,1,1,0,0.0,0.0,inf,0.0
козаком,козак,4,9,0,0.0,0.0,inf,0.0
малюнком,малюнк,3,7,0,0.0,0.0,inf,0.0
орлом,орл,2,6,0,0.0,0.0,inf,0.0
німецьким,німецьк,1,1,0,0.0,0.0,inf,0.0
тризубом,тризуб,1,5,0,0.0,0.0,inf,0.0
пістолетом,пістолет,1,2,0,0.0,0.0,inf,0.0
своїм,своїм,1,1,0,0.0,0.0,inf,0.0
трактором,трактор,1,1,0,0.0,0.0,inf,0.0
завали,зава,1,1,0,0.0,0.0,inf,0.0
сепара,сепар,1,1,0,0.0,0.0,inf,0.0
залужний,залужн,1,1,0,0.0,0.0,inf,0.0
язківець,язківет^,1,1,0,0.0,0.0,inf,0.0
злюки,злюк,1,1,0,0.0,0.0,inf,0.0
змія,змія,1,1,0,0.0,0.0,inf,0.0
зоряні,зоряні,2,4,0,0.0,0.0,inf,0.0
зрв,зрв,1,6,0,0.0,0.0,inf,0.0
нации,нац,1,1,0,0.0,0.0,inf,0.0
идея,иде,1,1,0,0.0,0.0,inf,0.0
кажан,кажа,1,2,0,0.0,0.0,inf,0.0
казка,казк,1,4,0,0.0,0.0,inf,0.0
капсайз,капсайз,1,2,0,0.0,0.0,inf,0.0
карпати,карпат,2,9,0,0.0,0.0,inf,0.0
каспер,каспер,1,1,0,0.0,0.0,inf,0.0
кгб,кгб,1,2,0,0.0,0.0,inf,0.0
хунта,хунт,1,5,0,0.0,0.0,inf,0.0
кил,кил,1,1,0,0.0,0.0,inf,0.0
кировоград,кировоград,1,1,0,0.0,0.0,inf,0.0
клан,клан,1,1,0,0.0,0.0,inf,0.0
князь,княз,1,10,0,0.0,0.0,inf,0.0
код,код,1,3,0,0.0,0.0,inf,0.0
кладовищі,кладовищі,1,1,0,0.0,0.0,inf,0.0
кожен,кож,1,1,0,0.0,0.0,inf,0.0
мамай,мама,1,1,0,0.0,0.0,inf,0.0
койот,койот,2,8,0,0.0,0.0,inf,0.0
коловрат,коловрат,2,4,0,0.0,0.0,inf,0.0
laboratory,laboratory,1,1,0,0.0,0.0,inf,0.0
конотопська,конотопськ,1,3,0,0.0,0.0,inf,0.0
відьма,відьма,1,3,0,0.0,0.0,inf,0.0
корд,корд,1,5,0,0.0,0.0,inf,0.0
край,кра,1,1,0,0.0,0.0,inf,0.0
пресижн,пресижн,1,1,0,0.0,0.0,inf,0.0
краматорськ,краматорськ,2,19,0,0.0,0.0,inf,0.0
агломерація,агломераці,1,4,0,0.0,0.0,inf,0.0
кривой,крив,1,1,0,0.0,0.0,inf,0.0
криминальный,криминальн,1,1,0,0.0,0.0,inf,0.0
бит,бит,1,1,0,0.0,0.0,inf,0.0
кунімен,кунім,1,1,0,0.0,0.0,inf,0.0
луганщина,луганщин,1,1,0,0.0,0.0,inf,0.0
луцьк,луцьк,1,1,0,0.0,0.0,inf,0.0
люфтваффе,люфтвафф,1,1,0,0.0,0.0,inf,0.0
лінія,лінія,1,2,0,0.0,0.0,inf,0.0
дронів,дронів,1,2,0,0.0,0.0,inf,0.0
pro,pro,4,4,0,0.0,0.0,inf,0.0
apathydxdxdx,apathydxdxdx,1,1,0,0.0,0.0,inf,0.0
мариуполь,мариупол,1,9,0,0.0,0.0,inf,0.0
маріуполь,маріупол,1,1,0,0.0,0.0,inf,0.0
мелітополь,мелітопол,1,2,0,0.0,0.0,inf,0.0
мерседес,мерседес,1,1,0,0.0,0.0,inf,0.0
металіка,металік,2,5,0,0.0,0.0,inf,0.0
метеор,метеор,1,2,0,0.0,0.0,inf,0.0
метро,метр,2,2,0,0.0,0.0,inf,0.0
механик,механик,1,2,0,0.0,0.0,inf,0.0
миколаїв,миколаїв,1,1,0,0.0,0.0,inf,0.0
монеси,монес,1,1,0,0.0,0.0,inf,0.0
моноліт,моноліт,2,10,0,0.0,0.0,inf,0.0
море,мор,1,1,0,0.0,0.0,inf,0.0
мосты,мост,1,1,0,0.0,0.0,inf,0.0
моторхед,моторхед,1,1,0,0.0,0.0,inf,0.0
псам,псам,1,3,0,0.0,0.0,inf,0.0
гвардія,гварді,1,1,0,0.0,0.0,inf,0.0
національна,національн,1,1,0,0.0,0.0,inf,0.0
нація,наці,1,2,0,0.0,0.0,inf,0.0
нежеголь,нежегол,1,4,0,0.0,0.0,inf,0.0
незалежна,незалежн,1,1,0,0.0,0.0,inf,0.0
незламні,незламні,1,1,0,0.0,0.0,inf,0.0
ниган,нига,1,2,0,0.0,0.0,inf,0.0
ніт,ніт,1,2,0,0.0,0.0,inf,0.0
обнал,обна,1,1,0,0.0,0.0,inf,0.0
омега,омег,2,5,0,0.0,0.0,inf,0.0
оператор,оператор,2,10,0,0.0,0.0,inf,0.0
павутина,павутин,1,7,0,0.0,0.0,inf,0.0
пробачу,пробач,1,3,0,0.0,0.0,inf,0.0
ятаю,ята,1,3,0,0.0,0.0,inf,0.0
arcane,arcane,1,1,0,0.0,0.0,inf,0.0
пенсійний,пенсійн,1,4,0,0.0,0.0,inf,0.0
фонд,фонд,1,4,0,0.0,0.0,inf,0.0
повітряні,повітряні,1,2,0,0.0,0.0,inf,0.0
войска,войск,1,1,0,0.0,0.0,inf,0.0
пограничные,пограничн,1,1,0,0.0,0.0,inf,0.0
помста,помст,1,1,0,0.0,0.0,inf,0.0
постанова,постанов,1,2,0,0.0,0.0,inf,0.0
потосовка,потосовк,1,2,0,0.0,0.0,inf,0.0
премиата,премиат,2,3,0,0.0,0.0,inf,0.0
києва,києв,1,1,0,0.0,0.0,inf,0.0
привид,привид,1,1,0,0.0,0.0,inf,0.0
прилуки,прилук,1,1,0,0.0,0.0,inf,0.0
птср,птср,1,3,0,0.0,0.0,inf,0.0
пубг,пубг,1,1,0,0.0,0.0,inf,0.0
мобайл,мобайл,1,1,0,0.0,0.0,inf,0.0
стабильно,стабильн,1,3,0,0.0,0.0,inf,0.0
работаем,работа,1,3,0,0.0,0.0,inf,0.0
минус,минус,1,3,0,0.0,0.0,inf,0.0
рагнарек,рагнарек,1,1,0,0.0,0.0,inf,0.0
ракамакафо,ракамакаф,1,1,0,0.0,0.0,inf,0.0
ревуть,ревут,1,2,0,0.0,0.0,inf,0.0
резерв,резерв,1,2,0,0.0,0.0,inf,0.0
рейд,рейд,1,2,0,0.0,0.0,inf,0.0
рекрут,рекрут,1,1,0,0.0,0.0,inf,0.0
рено,рен,1,2,0,0.0,0.0,inf,0.0
рехаб,рехаб,1,1,0,0.0,0.0,inf,0.0
робоча,робоч,1,1,0,0.0,0.0,inf,0.0
бальбоа,бальбо,1,1,0,0.0,0.0,inf,0.0
рокки,рокк,1,1,0,0.0,0.0,inf,0.0
ронин,ронин,1,3,0,0.0,0.0,inf,0.0
корабль,корабл,1,2,0,0.0,0.0,inf,0.0
русский,русск,1,2,0,0.0,0.0,inf,0.0
русь,ру,1,7,0,0.0,0.0,inf,0.0
рівне,рівне,1,1,0,0.0,0.0,inf,0.0
enemy,enemy,1,6,0,0.0,0.0,inf,0.0
автоматом,автомат,1,2,0,0.0,0.0,inf,0.0
шаром,шар,1,1,0,0.0,0.0,inf,0.0
воздушным,воздушн,1,1,0,0.0,0.0,inf,0.0
волками,волк,2,3,0,0.0,0.0,inf,0.0
горлом,горл,1,1,0,0.0,0.0,inf,0.0
зеленского,зеленск,2,2,0,0.0,0.0,inf,0.0
пикник,пикник,1,1,0,0.0,0.0,inf,0.0
калашом,калаш,1,1,0,0.0,0.0,inf,0.0
летучей,летуч,1,4,0,0.0,0.0,inf,0.0
мышью,мыш,1,4,0,0.0,0.0,inf,0.0
маской,маск,1,2,0,0.0,0.0,inf,0.0
моряком,моряк,1,1,0,0.0,0.0,inf,0.0
папаем,папа,1,1,0,0.0,0.0,inf,0.0
национальным,национальн,1,1,0,0.0,0.0,inf,0.0
немецким,немецк,1,1,0,0.0,0.0,inf,0.0
солдатом,солдат,1,1,0,0.0,0.0,inf,0.0
поездом,поезд,1,1,0,0.0,0.0,inf,0.0
позывным,позывн,1,1,0,0.0,0.0,inf,0.0
птицей,птиц,1,1,0,0.0,0.0,inf,0.0
рыцарем,рыцар,1,7,0,0.0,0.0,inf,0.0
таро,тар,2,7,0,0.0,0.0,inf,0.0
сарана,сара,1,1,0,0.0,0.0,inf,0.0
сатана,сата,1,1,0,0.0,0.0,inf,0.0
сварог,сварог,1,4,0,0.0,0.0,inf,0.0
сварщик,сварщик,1,2,0,0.0,0.0,inf,0.0
свобода,свобод,1,1,0,0.0,0.0,inf,0.0
сворс,сворс,1,1,0,0.0,0.0,inf,0.0
джавеліна,джавелін,1,12,0,0.0,0.0,inf,0.0
сечь,сеч,1,1,0,0.0,0.0,inf,0.0
систем,сист,1,1,0,0.0,0.0,inf,0.0
эдаун,эдаун,1,1,0,0.0,0.0,inf,0.0
скала,скал,1,1,0,0.0,0.0,inf,0.0
скаржинці,скаржинці,1,2,0,0.0,0.0,inf,0.0
425,425,1,1,0,0.0,0.0,inf,0.0
скинхед,скинхед,1,1,0,0.0,0.0,inf,0.0
скрябін,скрябін,3,3,0,0.0,0.0,inf,0.0
танець,танет^,1,1,0,0.0,0.0,inf,0.0
пінгвіна,пінгвіна,1,1,0,0.0,0.0,inf,0.0
слава,слав,1,1,0,0.0,0.0,inf,0.0
ісу,ісу,1,1,0,0.0,0.0,inf,0.0
снайпер,снайпер,1,2,0,0.0,0.0,inf,0.0
стразами,страз,1,1,0,0.0,0.0,inf,0.0
сова,сов,1,6,0,0.0,0.0,inf,0.0
спартака,спартак,1,1,0,0.0,0.0,inf,0.0
спецпідрозділ,спецпідрозділ,1,2,0,0.0,0.0,inf,0.0
староста,старост,1,1,0,0.0,0.0,inf,0.0
старшина,старшин,1,8,0,0.0,0.0,inf,0.0
стич,стич,1,1,0,0.0,0.0,inf,0.0
страха,страх,1,2,0,0.0,0.0,inf,0.0
стрела,стрел,1,2,0,0.0,0.0,inf,0.0
писок,писок,1,1,0,0.0,0.0,inf,0.0
стули,стул,1,1,0,0.0,0.0,inf,0.0
суми,сум,2,17,0,0.0,0.0,inf,0.0
сумчара,сумчар,1,4,0,0.0,0.0,inf,0.0
схід,схід,1,4,0,0.0,0.0,inf,0.0
сіпі,сіпі,1,1,0,0.0,0.0,inf,0.0
танк,танк,3,8,0,0.0,0.0,inf,0.0
тарелочница,тарелочниц,1,1,0,0.0,0.0,inf,0.0
термохром,термохр,1,2,0,0.0,0.0,inf,0.0
тернопіль,тернопіл,1,2,0,0.0,0.0,inf,0.0
трезв,трезв,1,1,0,0.0,0.0,inf,0.0
три,три,1,1,0,0.0,0.0,inf,0.0
троещина,троещин,1,2,0,0.0,0.0,inf,0.0
турбат,турбат,1,3,0,0.0,0.0,inf,0.0
тінь,тін,2,9,0,0.0,0.0,inf,0.0
задніх,задніх,1,1,0,0.0,0.0,inf,0.0
парт,парт,1,1,0,0.0,0.0,inf,0.0
тіпи,тіпи,1,1,0,0.0,0.0,inf,0.0
freedom,freedom,1,1,0,0.0,0.0,inf,0.0
colors,colors,1,1,0,0.0,0.0,inf,0.0
ухилянт,ухилянт,1,1,0,0.0,0.0,inf,0.0
фаер,фаер,1,2,0,0.0,0.0,inf,0.0
поинт,поинт,1,2,0,0.0,0.0,inf,0.0
arch,arch,2,7,0,0.0,0.0,inf,0.0
флектарн,флектарн,1,1,0,0.0,0.0,inf,0.0
фог,фог,1,3,0,0.0,0.0,inf,0.0
фоп,фоп,1,6,0,0.0,0.0,inf,0.0
фрі,фрі,1,1,0,0.0,0.0,inf,0.0
хартия,харт,2,11,0,0.0,0.0,inf,0.0
хеликон,хеликон,1,2,0,0.0,0.0,inf,0.0
хелікон,хелікон,3,3,0,0.0,0.0,inf,0.0
хмельницький,хмельницьк,1,1,0,0.0,0.0,inf,0.0
християнська,християнськ,2,6,0,0.0,0.0,inf,0.0
центр,центр,2,3,0,0.0,0.0,inf,0.0
рішень,рішен,2,3,0,0.0,0.0,inf,0.0
прийняття,прийнятт,2,3,0,0.0,0.0,inf,0.0
центурия,центур,1,4,0,0.0,0.0,inf,0.0
центурія,центурі,3,5,0,0.0,0.0,inf,0.0
цсо,цсо,2,3,0,0.0,0.0,inf,0.0
чайка,чайк,1,10,0,0.0,0.0,inf,0.0
черкаси,черкас,1,5,0,0.0,0.0,inf,0.0
чернобыль,чернобыл,1,4,0,0.0,0.0,inf,0.0
