term,campaign,impressions,clicks,cost,conversions
футболки українського виробника,Merchant_Shopping,1,1,28.92,0.0
футболки урбан тактикал,Merchant_Shopping,1,0,0.0,0.0
футболки усика,Merchant_Shopping,1,0,0.0,0.0
футболки харків,Merchant_Shopping,2,0,0.0,0.0
футболки хартія,Merchant_Shopping,2,0,0.0,0.0
футболки хелікон,Merchant_Shopping,1,0,0.0,0.0
футболки хонорові,Merchant_Shopping,6,0,0.0,0.0
футболки черные,Merchant_Shopping,1,0,0.0,0.0
футболки черные женские,Merchant_Shopping,2,0,0.0,0.0
футболки чоловічі,Merchant_Shopping,9,0,0.0,0.0
футболки чоловічі військові,Merchant_Shopping,1,0,0.0,0.0
футболки чоловічі для військових,Merchant_Shopping,3,0,0.0,0.0
футболки чоловічі з принтом,Merchant_Shopping,5,0,0.0,0.0
футболки чоловічі з принтом військові,Merchant_Shopping,3,0,0.0,0.0
футболки чоловічі з українською символікою,Merchant_Shopping,1,0,0.0,0.0
футболки чоловічі мілітарі,Merchant_Shopping,1,0,0.0,0.0
футболки чоловічі україна,Merchant_Shopping,1,0,0.0,0.0
футболки чоловічі українських брендів,Merchant_Shopping,1,0,0.0,0.0
футболки чоловічі хб,Merchant_Shopping,1,0,0.0,0.0
футболки шевченко,Merchant_Shopping,6,0,0.0,0.0
футболку купить,Merchant_Shopping,1,0,0.0,0.0
футболку купить мужскую,Merchant_Shopping,1,0,0.0,0.0
футболкі,Merchant_Shopping,2,0,0.0,0.0
хард магазин,Merchant_Shopping,1,0,0.0,0.0
хардкор дивижн,Merchant_Shopping,1,0,0.0,0.0
хардкор мерч,Merchant_Shopping,4,0,0.0,0.0
хардкор футболка,Merchant_Shopping,1,0,0.0,0.0
харківський бренд одягу,Merchant_Shopping,1,0,0.0,0.0
харківські бренди одягу,Merchant_Shopping,7,0,0.0,0.0
хартия мерч,Merchant_Shopping,9,0,0.0,0.0
хартія магазин,Merchant_Shopping,1,0,0.0,0.0
хартія мерч,Merchant_Shopping,32,0,0.0,0.0
хартія прапор,Merchant_Shopping,2,0,0.0,0.0
хартія стор,Merchant_Shopping,10,0,0.0,0.0
хартія шоп,Merchant_Shopping,4,0,0.0,0.0
харьков бразерс,Merchant_Shopping,2,0,0.0,0.0
харьков мерч,Merchant_Shopping,2,0,0.0,0.0
харьковские бренды одежды,Merchant_Shopping,1,0,0.0,0.0
хасл,Merchant_Shopping,5,0,0.0,0.0
хасл бренд,Merchant_Shopping,2,0,0.0,0.0
хасл одяг,Merchant_Shopping,1,0,0.0,0.0
хаус,Merchant_Shopping,2,0,0.0,0.0
хащі мерч,Merchant_Shopping,9,0,0.0,0.0
хейт культ,Merchant_Shopping,7,0,0.0,0.0
хейтспіч мерч,Merchant_Shopping,32,0,0.0,0.0
хейтспіч худі,Merchant_Shopping,9,0,0.0,0.0
хелікон тех,Merchant_Shopping,1,0,0.0,0.0
херсонська область прапор,Merchant_Shopping,1,0,0.0,0.0
хижак,Merchant_Shopping,2,0,0.0,0.0
хип худи,Merchant_Shopping,1,0,0.0,0.0
хлопковые худи,Merchant_Shopping,1,0,0.0,0.0
хонорова,Merchant_Shopping,1,0,0.0,0.0
хонорови футболки,Merchant_Shopping,10,0,0.0,0.0
хонорові,Merchant_Shopping,44,2,36.6,0.0
хорогва,Merchant_Shopping,13,0,0.0,0.0
хорошие футболки,Merchant_Shopping,3,0,0.0,0.0
хоругва військова,Merchant_Shopping,16,0,0.0,0.0
христианская одежда,Merchant_Shopping,1,0,0.0,0.0
христианские футболки,Merchant_Shopping,1,0,0.0,0.0
християнський мерч,Merchant_Shopping,5,0,0.0,0.0
християнські худі,Merchant_Shopping,1,0,0.0,0.0
хром хартс кофта,Merchant_Shopping,1,0,0.0,0.0
худак,Merchant_Shopping,11,0,0.0,0.0
худак женский,Merchant_Shopping,1,0,0.0,0.0
худак тнф,Merchant_Shopping,1,0,0.0,0.0
худак чоловічий,Merchant_Shopping,3,0,0.0,0.0
худаки,Merchant_Shopping,4,0,0.0,0.0
худди,Merchant_Shopping,3,0,0.0,0.0
худді,Merchant_Shopping,4,0,0.0,0.0
худи,Merchant_Shopping,301,2,28.15,0.0
худи 10 лвл фейсит,Merchant_Shopping,1,0,0.0,0.0
худи acab,Merchant_Shopping,1,0,0.0,0.0
худи acne studios,Merchant_Shopping,1,0,0.0,0.0
худи affliction,Merchant_Shopping,4,0,0.0,0.0
худи alpha industries,Merchant_Shopping,3,0,0.0,0.0
худи company group,Merchant_Shopping,13,0,0.0,0.0
худи defend,Merchant_Shopping,1,0,0.0,0.0
худи erd,Merchant_Shopping,1,0,0.0,0.0
худи fear of god,Merchant_Shopping,1,0,0.0,0.0
худи forward observations group,Merchant_Shopping,1,0,0.0,0.0
худи fox,Merchant_Shopping,1,0,0.0,0.0
худи good boys club,Merchant_Shopping,5,0,0.0,0.0
худи hate,Merchant_Shopping,7,0,0.0,0.0
худи i like to sleep,Merchant_Shopping,3,0,0.0,0.0
худи m8l8th,Merchant_Shopping,3,0,0.0,0.0
худи mayhem,Merchant_Shopping,1,0,0.0,0.0
худи military,Merchant_Shopping,5,0,0.0,0.0
худи misfits,Merchant_Shopping,3,0,0.0,0.0
худи nord division,Merchant_Shopping,16,0,0.0,0.0
худи paul shark,Merchant_Shopping,1,1,14.38,0.0
худи peaceful hooligan,Merchant_Shopping,3,0,0.0,0.0
худи pitbull,Merchant_Shopping,1,0,0.0,0.0
худи real,Merchant_Shopping,1,0,0.0,0.0
худи real gym,Merchant_Shopping,1,0,0.0,0.0
худи riot division,Merchant_Shopping,1,0,0.0,0.0
худи san andreas,Merchant_Shopping,1,0,0.0,0.0
худи sinner,Merchant_Shopping,1,0,0.0,0.0
худи staff,Merchant_Shopping,1,0,0.0,0.0
худи streetwear,Merchant_Shopping,1,0,0.0,0.0
худи sunset goons,Merchant_Shopping,1,0,0.0,0.0
худи tnf,Merchant_Shopping,6,0,0.0,0.0
худи tokyo,Merchant_Shopping,1,0,0.0,0.0
худи type o negative,Merchant_Shopping,1,0,0.0,0.0
худи ukraine,Merchant_Shopping,1,0,0.0,0.0
худи urban tactical,Merchant_Shopping,1,0,0.0,0.0
худи vetements купить украина,Merchant_Shopping,1,0,0.0,0.0
худи warrior,Merchant_Shopping,3,0,0.0,0.0
худи west coast choppers,Merchant_Shopping,1,0,0.0,0.0
худи xs,Merchant_Shopping,1,0,0.0,0.0
худи xxl,Merchant_Shopping,1,0,0.0,0.0
худи y2k,Merchant_Shopping,2,0,0.0,0.0
худи zoho,Merchant_Shopping,1,0,0.0,0.0
худи алантерз,Merchant_Shopping,1,0,0.0,0.0
худи альфа индастриз,Merchant_Shopping,8,1,11.62,0.0
худи антисошл про,Merchant_Shopping,2,0,0.0,0.0
худи ахегао,Merchant_Shopping,4,0,0.0,0.0
худи балахон,Merchant_Shopping,1,0,0.0,0.0
худи барбери,Merchant_Shopping,1,0,0.0,0.0
худи без капюшона,Merchant_Shopping,1,0,0.0,0.0
худи без капюшона мужской,Merchant_Shopping,2,0,0.0,0.0
худи без манжетов,Merchant_Shopping,1,0,0.0,0.0
худи бершка,Merchant_Shopping,1,0,0.0,0.0
худи бмв,Merchant_Shopping,1,0,0.0,0.0
худи буди,Merchant_Shopping,2,0,0.0,0.0
худи бульвар депо,Merchant_Shopping,1,0,0.0,0.0
худи в стиле гранж,Merchant_Shopping,1,0,0.0,0.0
худи в украинском стиле,Merchant_Shopping,6,0,0.0,0.0
худи ван гог,Merchant_Shopping,1,0,0.0,0.0
худи варенка,Merchant_Shopping,1,0,0.0,0.0
худи викенд,Merchant_Shopping,2,0,0.0,0.0
худи военная тематика,Merchant_Shopping,10,0,0.0,0.0
худи военное,Merchant_Shopping,21,1,20.95,0.0
худи военные,Merchant_Shopping,18,2,29.75,0.0
худи волчок,Merchant_Shopping,9,0,0.0,0.0
худи ворон,Merchant_Shopping,9,0,0.0,0.0
худи вышиванка,Merchant_Shopping,1,0,0.0,0.0
худи горе,Merchant_Shopping,1,0,0.0,0.0
худи готика,Merchant_Shopping,11,0,0.0,0.0
худи дарк триад,Merchant_Shopping,1,0,0.0,0.0
худи дизель черное,Merchant_Shopping,1,0,0.0,0.0
худи для мужчин,Merchant_Shopping,6,0,0.0,0.0
худи для парня,Merchant_Shopping,1,0,0.0,0.0
худи донбасс,Merchant_Shopping,4,0,0.0,0.0
худи донецк,Merchant_Shopping,4,0,0.0,0.0
худи донецкая область,Merchant_Shopping,7,0,0.0,0.0
худи дрилл,Merchant_Shopping,7,0,0.0,0.0
худи елис,Merchant_Shopping,1,0,0.0,0.0
худи женские,Merchant_Shopping,21,0,0.0,0.0
худи женские брендовые,Merchant_Shopping,3,0,0.0,0.0
худи женские оверсайз,Merchant_Shopping,2,0,0.0,0.0
худи женские с капюшоном,Merchant_Shopping,1,0,0.0,0.0
худи женские с принтом,Merchant_Shopping,1,0,0.0,0.0
худи женский оверсайз,Merchant_Shopping,1,0,0.0,0.0
худи женское,Merchant_Shopping,9,0,0.0,0.0
худи женское купить,Merchant_Shopping,1,0,0.0,0.0
худи женское с принтом,Merchant_Shopping,1,0,0.0,0.0
худи запорожье,Merchant_Shopping,3,0,0.0,0.0
худи зара,Merchant_Shopping,1,0,0.0,0.0
худи зип,Merchant_Shopping,9,0,0.0,0.0
худи зсу,Merchant_Shopping,2,0,0.0,0.0
худи и толстовка разница,Merchant_Shopping,1,0,0.0,0.0
худи идите нахуй,Merchant_Shopping,8,0,0.0,0.0
худи калифорния,Merchant_Shopping,1,0,0.0,0.0
худи кежуал,Merchant_Shopping,2,0,0.0,0.0
худи киев,Merchant_Shopping,2,0,0.0,0.0
худи компани груп,Merchant_Shopping,15,0,0.0,0.0
худи кофта с капюшоном,Merchant_Shopping,1,0,0.0,0.0
худи крик,Merchant_Shopping,1,0,0.0,0.0
худи кровосток,Merchant_Shopping,4,0,0.0,0.0
худи культура,Merchant_Shopping,3,0,0.0,0.0
худи купити,Merchant_Shopping,2,0,0.0,0.0
худи купить,Merchant_Shopping,25,0,0.0,0.0
худи купить киев,Merchant_Shopping,3,0,0.0,0.0
худи купить мужское,Merchant_Shopping,2,0,0.0,0.0
худи купить с принтом,Merchant_Shopping,2,0,0.0,0.0
худи купить украина,Merchant_Shopping,1,0,0.0,0.0
худи левайс,Merchant_Shopping,1,0,0.0,0.0
худи левис,Merchant_Shopping,1,0,0.0,0.0
худи лонсдейл,Merchant_Shopping,1,0,0.0,0.0
худи м так,Merchant_Shopping,4,0,0.0,0.0
худи м8л8тх,Merchant_Shopping,10,0,0.0,0.0
худи мерч,Merchant_Shopping,3,0,0.0,0.0
худи мерч пейтона,Merchant_Shopping,1,0,0.0,0.0
худи метал,Merchant_Shopping,3,0,0.0,0.0
худи милитари,Merchant_Shopping,54,0,0.0,0.0
худи мистер н,Merchant_Shopping,1,0,0.0,0.0
худи модное,Merchant_Shopping,2,0,0.0,0.0
худи модные,Merchant_Shopping,2,0,0.0,0.0
худи молодость все прощает,Merchant_Shopping,2,0,0.0,0.0
худи молот,Merchant_Shopping,1,0,0.0,0.0
худи молотх,Merchant_Shopping,8,0,0.0,0.0
худи монолит,Merchant_Shopping,7,0,0.0,0.0
худи мото,Merchant_Shopping,5,0,0.0,0.0
худи мужская,Merchant_Shopping,4,1,3.76,0.0
худи мужская черная,Merchant_Shopping,1,0,0.0,0.0
худи мужские,Merchant_Shopping,5,0,0.0,0.0
худи мужские брендовые,Merchant_Shopping,7,0,0.0,0.0
худи мужские с капюшоном на молнии,Merchant_Shopping,7,0,0.0,0.0
худи мужское,Merchant_Shopping,73,0,0.0,0.0
худи мужское адидас,Merchant_Shopping,1,0,0.0,0.0
худи мужское найк,Merchant_Shopping,1,0,0.0,0.0
худи мужское оверсайз,Merchant_Shopping,6,0,0.0,0.0
худи мужское с принтом,Merchant_Shopping,26,1,6.98,0.0
худи мужской,Merchant_Shopping,6,0,0.0,0.0
худи мужской купить,Merchant_Shopping,1,0,0.0,0.0
худи мужской оверсайз,Merchant_Shopping,11,0,0.0,0.0
худи на застежке,Merchant_Shopping,4,0,0.0,0.0
худи на молнии,Merchant_Shopping,10,0,0.0,0.0
худи на молнии женская,Merchant_Shopping,9,0,0.0,0.0
худи на молнии мужские,Merchant_Shopping,1,0,0.0,0.0
худи на молнии с принтом,Merchant_Shopping,6,0,0.0,0.0
худи на осень,Merchant_Shopping,1,0,0.0,0.0
худи на подростка девочку,Merchant_Shopping,1,0,0.0,0.0
худи на резинке,Merchant_Shopping,1,0,0.0,0.0
худи на флисе,Merchant_Shopping,6,1,3.49,0.0
худи на флисе мужские,Merchant_Shopping,6,0,0.0,0.0
худи нефор,Merchant_Shopping,2,0,0.0,0.0
худи нефорское,Merchant_Shopping,1,0,0.0,0.0
худи норд дивижн,Merchant_Shopping,26,0,0.0,0.0
худи нью беланс,Merchant_Shopping,1,0,0.0,0.0
худи оверсайз,Merchant_Shopping,33,0,0.0,0.0
худи оверсайз женские,Merchant_Shopping,3,0,0.0,0.0
худи оверсайз женские с принтом,Merchant_Shopping,3,0,0.0,0.0
худи оверсайз мужское,Merchant_Shopping,5,0,0.0,0.0
худи оверсайз мужское с принтом,Merchant_Shopping,4,1,8.4,0.0
худи оверсайз с принтом,Merchant_Shopping,3,0,0.0,0.0
худи оверсайз с принтом женские,Merchant_Shopping,1,0,0.0,0.0
худи оверсайз унисекс,Merchant_Shopping,1,0,0.0,0.0
худи оверсайз черное,Merchant_Shopping,2,0,0.0,0.0
худи оверсайз чоловічі,Merchant_Shopping,3,0,0.0,0.0
худи огонь,Merchant_Shopping,1,0,0.0,0.0
худи одесса,Merchant_Shopping,5,0,0.0,0.0
худи оптимус ганг,Merchant_Shopping,4,0,0.0,0.0
худи оригинал,Merchant_Shopping,2,0,0.0,0.0
худи панк,Merchant_Shopping,1,0,0.0,0.0
худи парню,Merchant_Shopping,1,0,0.0,0.0
худи питбуль,Merchant_Shopping,1,0,0.0,0.0
худи питерский щит,Merchant_Shopping,3,0,0.0,0.0
худи планта,Merchant_Shopping,2,0,0.0,0.0
худи под заказ,Merchant_Shopping,1,0,0.0,0.0
худи подмост,Merchant_Shopping,1,0,0.0,0.0
худи прикольные,Merchant_Shopping,1,0,0.0,0.0
худи принт,Merchant_Shopping,1,0,0.0,0.0
худи проджект гр,Merchant_Shopping,2,0,0.0,0.0
худи риот дивизион,Merchant_Shopping,1,0,0.0,0.0
худи с,Merchant_Shopping,1,0,0.0,0.0
худи с акулой,Merchant_Shopping,1,0,0.0,0.0
худи с ангелом,Merchant_Shopping,5,0,0.0,0.0
худи с аниме принтом,Merchant_Shopping,3,0,0.0,0.0
худи с военным принтом,Merchant_Shopping,11,0,0.0,0.0
худи с вышивкой,Merchant_Shopping,12,0,0.0,0.0
худи с вышивкой мужские,Merchant_Shopping,1,0,0.0,0.0
худи с вышивкой на рукавах,Merchant_Shopping,2,0,0.0,0.0
худи с вышитым принтом,Merchant_Shopping,1,0,0.0,0.0
худи с горами,Merchant_Shopping,1,0,0.0,0.0
худи с девушкой на спине,Merchant_Shopping,2,0,0.0,0.0
худи с замком,Merchant_Shopping,2,0,0.0,0.0
худи с замком на капюшоне,Merchant_Shopping,1,0,0.0,0.0
худи с иероглифами на рукавах,Merchant_Shopping,2,0,0.0,0.0
худи с иисусом,Merchant_Shopping,1,0,0.0,0.0
худи с капюшоном,Merchant_Shopping,3,0,0.0,0.0
худи с капюшоном на молнии,Merchant_Shopping,1,0,0.0,0.0
худи с ковром,Merchant_Shopping,1,0,0.0,0.0
худи с крестом,Merchant_Shopping,1,0,0.0,0.0
худи с милитари принтом,Merchant_Shopping,1,0,0.0,0.0
худи с молнией,Merchant_Shopping,1,0,0.0,0.0
худи с молотом на спине,Merchant_Shopping,1,0,0.0,0.0
худи с нами бог,Merchant_Shopping,2,0,0.0,0.0
худи с нашивками,Merchant_Shopping,4,0,0.0,0.0
худи с огнем,Merchant_Shopping,1,0,0.0,0.0
худи с патчами,Merchant_Shopping,1,0,0.0,0.0
худи с пентаграммой,Merchant_Shopping,2,0,0.0,0.0
худи с пентаграммой на спине,Merchant_Shopping,6,0,0.0,0.0
худи с принтами,Merchant_Shopping,2,0,0.0,0.0
худи с принтом,Merchant_Shopping,33,0,0.0,0.0
худи с принтом женские,Merchant_Shopping,3,0,0.0,0.0
худи с принтом киев,Merchant_Shopping,7,0,0.0,0.0
худи с принтом купить,Merchant_Shopping,1,0,0.0,0.0
худи с принтом на спине,Merchant_Shopping,22,0,0.0,0.0
худи с принтом на спине военные,Merchant_Shopping,5,0,0.0,0.0
худи с принтом на спине женские,Merchant_Shopping,1,0,0.0,0.0
худи с принтом на спине мужские,Merchant_Shopping,4,1,1.31,0.0
худи с принтом оверсайз,Merchant_Shopping,3,0,0.0,0.0
худи с принтом харьков,Merchant_Shopping,2,0,0.0,0.0
худи с рисунками,Merchant_Shopping,1,0,0.0,0.0
худи с рисунком,Merchant_Shopping,9,0,0.0,0.0
худи с рисунком на спине,Merchant_Shopping,7,0,0.0,0.0
худи с росписью,Merchant_Shopping,4,0,0.0,0.0
худи с рунами,Merchant_Shopping,5,0,0.0,0.0
худи с сакурой на спине,Merchant_Shopping,1,0,0.0,0.0
худи с самураем,Merchant_Shopping,3,0,0.0,0.0
худи с собакой,Merchant_Shopping,2,0,0.0,0.0
худи с тиграми,Merchant_Shopping,1,0,0.0,0.0
худи с цветами бренд,Merchant_Shopping,1,0,0.0,0.0
худи с черепами,Merchant_Shopping,10,0,0.0,0.0
худи с черепом,Merchant_Shopping,8,0,0.0,0.0
худи санта круз,Merchant_Shopping,1,0,0.0,0.0
худи сарказм,Merchant_Shopping,1,0,0.0,0.0
худи свастон,Merchant_Shopping,12,0,0.0,0.0
худи светящиеся в темноте,Merchant_Shopping,1,0,0.0,0.0
худи секс,Merchant_Shopping,3,0,0.0,0.0
худи серое мужское,Merchant_Shopping,1,0,0.0,0.0
худи синие,Merchant_Shopping,1,0,0.0,0.0
худи скарфейс,Merchant_Shopping,1,0,0.0,0.0
худи со змеей,Merchant_Shopping,5,0,0.0,0.0
худи со славянской символикой,Merchant_Shopping,1,0,0.0,0.0
худи сталкер,Merchant_Shopping,12,0,0.0,0.0
худи стаф,Merchant_Shopping,1,0,0.0,0.0
худи стафф,Merchant_Shopping,3,0,0.0,0.0
худи стон айленд,Merchant_Shopping,2,0,0.0,0.0
худи стрейт эдж,Merchant_Shopping,1,0,0.0,0.0
худи стритвир,Merchant_Shopping,1,0,0.0,0.0
худи тактическое,Merchant_Shopping,10,0,0.0,0.0
худи теплое мужское,Merchant_Shopping,1,0,0.0,0.0
худи тор штайнер,Merchant_Shopping,11,0,0.0,0.0
худи у2к,Merchant_Shopping,3,0,0.0,0.0
худи украина,Merchant_Shopping,7,0,0.0,0.0
худи украинский бренд,Merchant_Shopping,12,0,0.0,0.0
худи унисекс,Merchant_Shopping,1,0,0.0,0.0
худи урбан тактикал,Merchant_Shopping,5,0,0.0,0.0
худи утепленное купить,Merchant_Shopping,1,0,0.0,0.0
худи фонк,Merchant_Shopping,1,0,0.0,0.0
худи футболка,Merchant_Shopping,1,0,0.0,0.0
худи харьков,Merchant_Shopping,7,0,0.0,0.0
худи хл,Merchant_Shopping,1,0,0.0,0.0
худи хром хартс,Merchant_Shopping,1,0,0.0,0.0
худи черная,Merchant_Shopping,11,0,0.0,0.0
худи черная женская,Merchant_Shopping,10,0,0.0,0.0
худи черное,Merchant_Shopping,1,0,0.0,0.0
худи черное женское,Merchant_Shopping,3,0,0.0,0.0
худи черное с принтом,Merchant_Shopping,2,0,0.0,0.0
худи чоловіче,Merchant_Shopping,2,0,0.0,0.0
худи чоловічі,Merchant_Shopping,8,0,0.0,0.0
худи чорне,Merchant_Shopping,1,0,0.0,0.0
худи щит,Merchant_Shopping,1,0,0.0,0.0
худи юность,Merchant_Shopping,4,0,0.0,0.0
худі,Merchant_Shopping,595,10,142.06,0.0
худі 3 ошбр,Merchant_Shopping,6,0,0.0,0.0
худі 999,Merchant_Shopping,1,0,0.0,0.0
худі ac dc,Merchant_Shopping,2,0,0.0,0.0
худі cgt,Merchant_Shopping,8,0,0.0,0.0
худі company group,Merchant_Shopping,11,0,0.0,0.0
худі diesel,Merchant_Shopping,1,0,0.0,0.0
худі erd,Merchant_Shopping,2,0,0.0,0.0
худі fpv,Merchant_Shopping,9,0,0.0,0.0
худі good boys club,Merchant_Shopping,18,0,0.0,0.0
худі hate,Merchant_Shopping,8,0,0.0,0.0
худі lonsdale,Merchant_Shopping,4,0,0.0,0.0
худі mattino,Merchant_Shopping,3,0,0.0,0.0
худі moscow on fire,Merchant_Shopping,1,0,0.0,0.0
худі nirvana,Merchant_Shopping,1,0,0.0,0.0
худі nord division,Merchant_Shopping,12,0,0.0,0.0
худі north face,Merchant_Shopping,1,0,0.0,0.0
худі pohuy,Merchant_Shopping,4,0,0.0,0.0
худі real,Merchant_Shopping,3,0,0.0,0.0
худі reload,Merchant_Shopping,3,0,0.0,0.0
худі riot division,Merchant_Shopping,6,0,0.0,0.0
худі sabotage,Merchant_Shopping,1,0,0.0,0.0
худі six zeros,Merchant_Shopping,4,0,0.0,0.0
худі staff,Merchant_Shopping,5,0,0.0,0.0
худі the north face,Merchant_Shopping,1,0,0.0,0.0
худі urban tactical,Merchant_Shopping,5,0,0.0,0.0
худі vampire,Merchant_Shopping,9,1,46.88,0.0
худі warrior,Merchant_Shopping,3,0,0.0,0.0
худі zero foxtrot,Merchant_Shopping,10,0,0.0,0.0
худі zoho,Merchant_Shopping,1,0,0.0,0.0
худі авіація галичини,Merchant_Shopping,1,0,0.0,0.0
худі альфа,Merchant_Shopping,2,0,0.0,0.0
худі альфа индастриз,Merchant_Shopping,1,0,0.0,0.0
худі аніме,Merchant_Shopping,2,0,0.0,0.0
худі артерікс,Merchant_Shopping,1,0,0.0,0.0
худі артилерія,Merchant_Shopping,8,0,0.0,0.0
худі бавовна,Merchant_Shopping,9,0,0.0,0.0
худі бамбас,Merchant_Shopping,6,0,0.0,0.0
худі берсерк,Merchant_Shopping,6,0,0.0,0.0
худі бокс,Merchant_Shopping,1,0,0.0,0.0
худі бренд,Merchant_Shopping,1,0,0.0,0.0
худі вампір дрон,Merchant_Shopping,18,1,8.72,0.0
худі варене,Merchant_Shopping,3,0,0.0,0.0
худі великих розмірів,Merchant_Shopping,2,0,0.0,0.0
худі вишиванка,Merchant_Shopping,8,0,0.0,0.0
худі вишивка,Merchant_Shopping,1,0,0.0,0.0
худі воля,Merchant_Shopping,12,1,13.8,0.0
худі всі свої,Merchant_Shopping,6,0,0.0,0.0
худі відро,Merchant_Shopping,2,0,0.0,0.0
худі відьмак,Merchant_Shopping,3,0,0.0,0.0
худі військова,Merchant_Shopping,5,0,0.0,0.0
худі військова тематика,Merchant_Shopping,28,0,0.0,0.0
худі військове,Merchant_Shopping,33,2,5.51,0.0
худі військові,Merchant_Shopping,8,0,0.0,0.0
худі він чи вона,Merchant_Shopping,1,0,0.0,0.0
худі далі бога немає,Merchant_Shopping,2,0,0.0,0.0
худі дастер не їде,Merchant_Shopping,1,0,0.0,0.0
худі для військових,Merchant_Shopping,59,0,0.0,0.0
худі для військових з принтом,Merchant_Shopping,4,0,0.0,0.0
худі для військового,Merchant_Shopping,25,0,0.0,0.0
худі для дружини військового,Merchant_Shopping,3,0,0.0,0.0
худі для дівчинки,Merchant_Shopping,1,0,0.0,0.0
худі для дівчинки 12 років,Merchant_Shopping,1,0,0.0,0.0
худі для залу,Merchant_Shopping,1,0,0.0,0.0
худі для хлопців 12 13 років,Merchant_Shopping,8,0,0.0,0.0
худі для хлопців 14 15 років,Merchant_Shopping,1,0,0.0,0.0
худі для чоловіків,Merchant_Shopping,5,0,0.0,0.0
худі дніпро,Merchant_Shopping,5,0,0.0,0.0
худі донбас,Merchant_Shopping,11,0,0.0,0.0
худі донецьк,Merchant_Shopping,2,0,0.0,0.0
худі донецька область,Merchant_Shopping,4,0,0.0,0.0
худі дракон,Merchant_Shopping,1,0,0.0,0.0
худі дшв,Merchant_Shopping,3,0,0.0,0.0
худі дівчачі,Merchant_Shopping,2,0,0.0,0.0
худі етно,Merchant_Shopping,2,0,0.0,0.0
худі жіноче,Merchant_Shopping,14,0,0.0,0.0
худі жіноче з принтом,Merchant_Shopping,5,0,0.0,0.0
худі жіноче з принтом на спині,Merchant_Shopping,2,0,0.0,0.0
худі жіноче купити,Merchant_Shopping,3,0,0.0,0.0
худі жіноче на блискавці,Merchant_Shopping,3,0,0.0,0.0
худі жіноче оверсайз,Merchant_Shopping,4,0,0.0,0.0
худі жіноче олх,Merchant_Shopping,1,0,0.0,0.0
худі жіноче сіре,Merchant_Shopping,1,0,0.0,0.0
худі жіноче тепле,Merchant_Shopping,2,0,0.0,0.0
худі жіночий,Merchant_Shopping,3,0,0.0,0.0
худі жіночі,Merchant_Shopping,110,1,7.98,0.0
худі жіночі брендові,Merchant_Shopping,1,0,0.0,0.0
худі жіночі з вишивкою,Merchant_Shopping,2,0,0.0,0.0
худі жіночі з принтом,Merchant_Shopping,5,0,0.0,0.0
худі жіночі на блискавці,Merchant_Shopping,5,0,0.0,0.0
худі жіночі на замку,Merchant_Shopping,1,0,0.0,0.0
худі жіночі на флісі,Merchant_Shopping,1,0,0.0,0.0
худі жіночі оверсайз,Merchant_Shopping,4,0,0.0,0.0
худі жіночі оверсайз з принтом,Merchant_Shopping,4,0,0.0,0.0
худі з балаклавою,Merchant_Shopping,2,0,0.0,0.0
худі з балаклавою жіночі,Merchant_Shopping,2,0,0.0,0.0
худі з блискавкою,Merchant_Shopping,2,0,0.0,0.0
худі з великим капюшоном,Merchant_Shopping,5,0,0.0,0.0
худі з вишивкою,Merchant_Shopping,23,2,11.21,0.0
худі з вишивкою чоловічі,Merchant_Shopping,1,0,0.0,0.0
худі з вишитим принтом,Merchant_Shopping,3,0,0.0,0.0
худі з воєнним принтом,Merchant_Shopping,1,0,0.0,0.0
худі з військовим принтом,Merchant_Shopping,20,1,2.19,0.0
худі з віршами,Merchant_Shopping,1,0,0.0,0.0
худі з гербом,Merchant_Shopping,3,0,0.0,0.0
худі з горами,Merchant_Shopping,7,0,0.0,0.0
худі з доберманом,Merchant_Shopping,7,0,0.0,0.0
худі з драконом,Merchant_Shopping,2,0,0.0,0.0
худі з застібкою,Merchant_Shopping,1,0,0.0,0.0
худі з камінням,Merchant_Shopping,1,0,0.0,0.0
худі з капюшоном,Merchant_Shopping,11,0,0.0,0.0
худі з капюшоном жіночі,Merchant_Shopping,3,0,0.0,0.0
худі з капюшоном на блискавці,Merchant_Shopping,1,0,0.0,0.0
худі з капюшоном чоловічі,Merchant_Shopping,2,0,0.0,0.0
худі з клаптиків,Merchant_Shopping,1,0,0.0,0.0
худі з котиком,Merchant_Shopping,1,0,0.0,0.0
худі з котом,Merchant_Shopping,3,0,0.0,0.0
худі з крилами,Merchant_Shopping,1,0,0.0,0.0
худі з малюнком,Merchant_Shopping,4,0,0.0,0.0
худі з малюнком на спині,Merchant_Shopping,1,0,0.0,0.0
худі з мотоциклом,Merchant_Shopping,3,0,0.0,0.0
худі з написом,Merchant_Shopping,2,0,0.0,0.0
худі з павуком,Merchant_Shopping,1,0,0.0,0.0
худі з прикольним принтом,Merchant_Shopping,4,1,10.13,0.0
худі з принтом,Merchant_Shopping,138,0,0.0,0.0
худі з принтом військові,Merchant_Shopping,6,0,0.0,0.0
худі з принтом дівчини,Merchant_Shopping,4,0,0.0,0.0
худі з принтом жіночі,Merchant_Shopping,2,0,0.0,0.0
худі з принтом зсу,Merchant_Shopping,5,0,0.0,0.0
худі з принтом на замовлення,Merchant_Shopping,7,0,0.0,0.0
худі з принтом на спині,Merchant_Shopping,8,0,0.0,0.0
худі з принтом на спині військові,Merchant_Shopping,15,0,0.0,0.0
