название	идентификатор	цена	состояние	наличие	Канал	ярлык фида	Язык	update type	все клики	доставка(сервис доставки:страна доставки:цена доставки)	категория продукта google	код производителя	марка	метка продавца 0	описание	ссылка	ссылка на изображение	тип товара
Szklarnia Mini Ekspert Tunel 20×20 2x4m z poliwęglanem 4mm	201799015382	1499.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	9	:PL:				szklarnia	"Specyfikacje : Szerokość: 2 mDługość: 4 mWysokość: 1,9 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 20x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia MINI Ekspert Tunel 2x4 m z profilu 20x20mm z poliwęglanem 4 mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia MINI Ekspert Tunel 2x4 m - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 20x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 4 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-mini-ekspert-tunel/tproduct/2024409063-201799015382-szklarnia-mini-ekspert-tunel-2020-2x4m-z	https://static.tildacdn.one/stor3762-6239-4565-b834-336664333838/a5b5ce4be793694a7ecbbc5cced2e491.jpg	
Szklarnia Ekspert Tunel 40×20 3x8m z poliwęglanem 4mm	917018440262	2549.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	8	:PL:				szklarnia	"Specyfikacje : Szerokość: 3 mDługość: 8 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia Ekspert Tunel 40x20 3x8m z poliwęglanem 4 mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Ekspert Tunel - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 4 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Szklarnia łatwo montuje się samodzielnie, zgodnie z instrukcją, którą znajdziecie Państwo w zestawie. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Ponadto możecie skorzystać z naszej usługi montażu. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-ekspert-tunel-40-20/tproduct/1998727403-917018440262-szklarnia-ekspert-tunel-4020-3x8m-z-poli	https://static.tildacdn.one/stor3332-6134-4033-b034-613064393661/b054dcf8f9db77841f8c02ad00dadb1e.jpg	
Szklarnia Tytan Ekspert Tunel 40x20 4x8m z poliwęglanem 4mm	813485596812	3599.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	20	Standardowa:PL:0.00 PLN	693	EXP-813485596812	Ekspert Agro	szklarnia	"Szklarnia ogrodowa ekspertagro.pl. – Szerokość: 4 m– Długość: 8 m– Wysokość: 2,2 m– Odstęp między łukami: 0,67 m– Rodzaj profilu: 40×20 mm– Grubość poliwęglanu: 4 mm (gęstość 600-850 g/m2)– Typ konstrukcji: tunel– Ilość drzwi: cztery drzwi (dwie z przodu i z tyłu)– Ilość okienek: cztery okienka (dwa z przodu i z tyłu) Wykonana z wysokiej jakości ocynkowanej stali, pokryta trwałym poliwęglanem komórkowym z ochroną UV. Kompletny zestaw z instrukcją montażu w języku polskim. Łatwy montaż, kotwy w zestawie."	https://ekspertagro.pl/szklarni/tproduct/1500649011-813485596812-szklarnia-tytan-ekspert-tunel-40x20-4x8m	https://static.tildacdn.com/stor6663-3531-4666-a365-643562356663/6482da203ffd9a28fa3031d1fa7ea434.jpg	Szklarnie
Szklarnia Went Ekspert Tunel 40x20 3x4m z poliwęglanem 4mm	484057452652	1729.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	13	:PL:				szklarnia	"Specyfikacje: Szerokość szklarni: 3 mDługość szklarni: 4 mWysokość szklarni: 2 mOdstęp między łukami: 0,67 mProfil szklarnie: rura prostokątna z ocynku 40x20mmPokrycie szklarnie: poliwęglan produkcji europejskiejGrubość poliwęglanu: 4 mm (Odporny na promienie UV)Ilość drzwi: dwoje drzwi (z przodu i z tyłu każda z drzwi składa się z dwóch otwierających elementów) W celu uzyskania maksymalnej sztywności front i tyl szklarni zostały spawane, łuki są jednolite, bez węzłów połączeniowych. Szklarnia Tunel Went Ekspert 40x20 3x4m z poliwęglanem 4mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Tunel Went Ekspert - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 4 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Nowa szklarnia wyposażona jest w podwójne drzwi, które można otwierać niezależnie lub jednocześnie. Takie rozwiązanie zapewnia lepszą wentylację z obu stron. Wymiary jednego segmentu drzwi to: szerokość 0,85 m i wysokość 0,89 m. Szklarnia łatwo montuje się samodzielnie, zgodnie z instrukcją, którą znajdziecie Państwo w zestawie. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Ponadto możecie skorzystać z naszej usługi montażu. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Tunel Went Ekspert: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-went-ekspert-tunel/tproduct/2024410953-484057452652-szklarnia-went-ekspert-tunel-40x20-3x4m	https://static.tildacdn.one/stor6462-6161-4630-b836-376366356462/2b82df02efac3ccca1b7588cdf2e8c96.jpg	
Fundament ze stali ocynkowanej pod szklarnię 4×8 m	286562227652	1128.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	0	:PL:					"Fundament Ekspert służy jako dodatkowe wzmocnienie do mocowania szklarni na ziemi i pozwala przedłużyć żywotność szklarni. Fundament wykonany jest ze stali ocynkowanej o przekroju prostokątnym w kształcie litery U. Fundament dopasowany do szklarnie 4 x 8 m Zestaw zawiera: Profile-U (podstawy fundamentowe);Kotwy do wbijania w ziemię (10 szt.);Łączniki do montażu fundamentu;Zestaw montażowy do instalacji szklarni na fundamencie.Fundament jest łatwy w montażu zgodnie z naszą instrukcją. Nie musisz nic kupować, wszystkie niezbędne elementy są już w zestawie. Otrzymasz fundament wraz z niezbędnymi śrubami i wkrętami samogwintującymi do jego montażu, a także zestaw montażowy do zainstalowania szklarni na fundamencie. Specyfikacje: – Szerokość: 4 m – Długość: 8 m – Wysokość profilu-U: 8 cm – Szerokość profilu-U: 4 cm – Całkowita długość kotw: 40 cm – Długość kotw zanurzonych w ziemi: 32cm – Kotwy do wkopania w ziemię: 10 szt."	https://ekspertagro.pl/fundament-do-szklarni/tproduct/1614163071-286562227652-fundament-ze-stali-ocynkowanej-pod-szkla	https://static.tildacdn.one/stor3162-3932-4264-b935-376664326436/22126882.png	
"Szklarnia Kompakt Ekspert Tunel 40x20 2,5x4m z poliwęglanem 6mm"	844733089742	1999.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	15	:PL:				szklarnia	"Specyfikacje: Szerokość: 2,5 mDługość: 4 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 6 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia TIG EKSPERT KOMPAKT 2,5x4m z profilu 40x20mm z poliwęglanem 6mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia TIG EKSPERT KOMPAKT - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 6 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4-6mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-kompakt-ekspert-tunel/tproduct/2022989143-844733089742-szklarnia-kompakt-ekspert-tunel-40x20-25	https://static.tildacdn.one/stor3563-6165-4463-b361-306130326639/f579ae7eb135cb7314f0e67302a17b2d.jpg	
"Szklarnia Kompakt Ekspert Tunel 40x20 2,5x12m z poliwęglanem 6mm"	903020141852	4049.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	0	:PL:				szklarnia	"Specyfikacje: Szerokość: 2,5 mDługość: 12 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 6 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia TIG EKSPERT KOMPAKT 2,5x12m z profilu 40x20mm z poliwęglanem 6mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia TIG EKSPERT KOMPAKT - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 6 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 4-6mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-kompakt-ekspert-tunel/tproduct/2022989143-903020141852-szklarnia-kompakt-ekspert-tunel-40x20-25	https://static.tildacdn.one/stor3563-6165-4463-b361-306130326639/f579ae7eb135cb7314f0e67302a17b2d.jpg	
"Szklarnia Szeroka Ekspert Tunel 40x20 3,5x12m z poliwęglanem 6mm"	632235703492	4099.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	0	:PL:				szklarnia	"Specyfikacje: Szerokość: 3,5 mDługość: 12 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 6 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (1,31 х 1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia Ekspert Tunel 40x20 3,5x12m z poliwęglanem 6mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Ekspert Tunel - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 6 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Ekspert Tunel 40x20 3,5 mają poszerzone drzwi: Wymiary drzwi: 1,31 m x 1,81 m. Duże drzwi w szklarni zapewniają bardziej elastyczne i efektywne wykorzystanie przestrzeni. Ułatwiają wygodny dostęp do wnętrza szklarni, co ułatwia pielęgnację roślin, prace pielęgnacyjne i zbieranie plonów.Wspomagają lepszą cyrkulację powietrza wewnątrz szklarni.Zapewniają dodatkowe naturalne oświetlenie wewnątrz szklarni, co pozytywnie wpływa na wzrost roślin.Łatwy dostęp dla maszyn rolniczych. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 6 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-ekspert-tunel-tytan/tproduct/2024417213-632235703492-szklarnia-szeroka-ekspert-tunel-40x20-35	https://static.tildacdn.one/stor6535-3863-4336-a435-383231343133/3d32baa7857e6594916490bd94a41f18.jpg	
Szklarnia Ekspert Tunel 40×20 3x4m z poliwęglanem 6mm	925720962352	2049.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	4	:PL:				szklarnia	"Specyfikacje : Szerokość: 3 mDługość: 4 mWysokość: 2 mOdstęp między łukami: 0,67 mRodzaj profilu: zamknięty profil ze stali ocynkowanej 40x20 mmObudowa szklarni: Poliwęglan produkcji europejskiejGrubość poliwęglanu: 6 mm (gęstość 600-850 g/m2)Typ konstrukcji: tunelIlość drzwi: dwoje drzwi z przodu i z tyłu (0,91x1,81 m)Ilość okienek: dwa okienka z przodu i z tyłu (0,41x0,86 m) Szklarnia Ekspert Tunel 40x20 3x4m z poliwęglanem 6 mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Ekspert Tunel - to idealne rozwiązanie dla tych, którzy chcą uprawiać świeże warzywa, kwiaty i zioła przez cały rok. Szklarnia Ekspert łączy w sobie wytrzymałość i funkcjonalność. Ocieplony profil ocynkowany o wymiarach 40x20 mm zapewnia solidne wsparcie i długą żywotność. Pokrycie z poliwęglanu o grubości 6 mm zapewnia doskonałą izolację cieplną i ochronę przed szkodliwym promieniowaniem UV. Szklarnia łatwo montuje się samodzielnie, zgodnie z instrukcją, którą znajdziecie Państwo w zestawie. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Ponadto możecie skorzystać z naszej usługi montażu. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel: Rama szklarniowaKotwy do wzmocnienia szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 6 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuInstrukcja montażu w języku polskim Szklarnia ma dwoje drzwi z każdej strony. W drzwiach szklarni zostały już zamontowane okna. Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarnia-ekspert-tunel-40-20/tproduct/1998727403-925720962352-szklarnia-ekspert-tunel-4020-3x4m-z-poli	https://static.tildacdn.one/stor3332-6134-4033-b034-613064393661/b054dcf8f9db77841f8c02ad00dadb1e.jpg	
Szklarnia Tytan Ekspert Tunel 40x20 4x4m z poliwęglanem 6mm	950101734962	2599.00 PLN	новый	в наличии	Интернет-магазины	PL	pl	merge	7	:PL:				szklarnia	"Specyfikacje: Szerokość szklarni: 4 mDługość szklarni: 4 mWysokość szklarni: 2,2 mOdstęp między łukami: 0,67 mProfil szklarnie: profil prostokątny z ocynku 40x20mmPokrycie szklarnie: poliwęglan produkcji europejskiejGrubość poliwęglanu: 6 mm (Odporny na promienie UV)Ilość drzwi: cztery drzwi (dwie z przodu i z tyłu)Ilość okienek: cztery okienka (dwa z przodu i z tyłu) W celu uzyskania maksymalnej sztywności front i tył szklarni zostały spawane, łuki są jednolite, bez węzłów połączeniowych. Szklarnia Ekspert Tunel Tytan 40x20 4x4 m z poliwęglanem 6 mm Chroni przed promieniowaniem UVOchrona przed śniegiem, gradem i wiatremTworzy optymalny mikroklimatŁatwa samodzielna montaż według instrukcjiCertyfikowana i bezpieczna. Szklarnia Ekspert Tunel Tytan charakteryzuje się nowoczesną i wyjątkowo solidną konstrukcją wykonaną z ocynkowanych profili 40x20 mm, odpornych na działanie niekorzystnych warunków atmosferycznych. Jej zaokrąglony kształt zapobiega gromadzeniu się śniegu, a pokrycie z poliwęglanu komorowego o grubości 6 mm skutecznie chroni przed promieniowaniem UV, gradem oraz silnym wiatrem. Dzięki gęstemu rozmieszczeniu łuków co 67 cm cała konstrukcja pozostaje stabilna i niezawodna nawet w trudnych, zimowych warunkach. Nowoczesna szklarnia została stworzona z myślą o osobach, które świadomie podchodzą do ogrodnictwa i doskonale wiedzą, jakie mają potrzeby. To praktyczne rozwiązanie łączy w sobie trwałość, komfort użytkowania i wysoką funkcjonalność, dzięki czemu codzienna praca w ogrodzie staje się łatwiejsza i bardziej przyjemna. Umożliwia uprawę roślin w korzystnych warunkach niemal przez cały rok, niezależnie od pogody, co daje pewność obfitych i zdrowych plonów. Drzwi szklarni zaprojektowano tak, aby zapewniały maksymalną wygodę. Mogą być całkowicie otwarte, używane w trybie wietrzenia dzięki praktycznemu okienku lub otwierane tylko w jednej z dwóch części – w zależności od potrzeb w zakresie cyrkulacji powietrza. Wejście ma wymiary 1,8 x 1,81 m, drzwi – 0,89 x 1,8 m, a okienko – 0,41 x 0,86 m. W chłodniejsze dni wystarczy uchylić okienko, aby utrzymać optymalną temperaturę dla roślin, natomiast podczas upałów można otworzyć drzwi na oścież, zapewniając maksymalny przewiew i komfort uprawom. Szklarnia łatwo montuje się samodzielnie, zgodnie z instrukcją, którą znajdziecie Państwo w zestawie. Jeśli chcecie dodatkowo wzmocnić fundament, przedłużyć okres użytkowania szklarni lub poprawić jej wygląd zewnętrzny, istnieje możliwość zakupu fundamentu osobno. Ponadto możecie skorzystać z naszej usługi montażu. Szklarnia Ekspert daje Państwu unikalną możliwość wydłużenia jej długości według potrzeb, za pomocą dwumetrowych rozszerzeń. Kompletny zestaw szklarni Ekspert Tunel Tytan Rama szklarniowaKotwy do mocowania szklarni na ziemiWszystkie niezbędne łączniki do montażu ramyPoliwęglan o grubości 6 mm do szklarnięŚruby specjalne 4.2x19 z podkładką EPDM do mocowania poliwęglanuDysza do wkrętarki do szkruby 4.2x19 z podkładką EPDMInstrukcja montażu w języku polskim Promocja sezonowa! Przy zakupie szklarni otrzymujesz 4 prezenty: Okno boczne - dla lepszej wentylacji!Taśma paroprzepuszczalna – wydłuża żywotność poliwęglanu!Profile końcowy w kształcie U – do zabezpieczenia poliwęglanu!Dysza do wkrętarki – szybki i wygodny montaż!"	https://ekspertagro.pl/szklarni/tproduct/1500649011-950101734962-szklarnia-tytan-ekspert-tunel-40x20-4x4m	https://static.tildacdn.one/stor6663-3531-4666-a365-643562356663/6482da203ffd9a28fa3031d1fa7ea434.jpg	
