Campaign,Placement,Display_name,Target_url,Impressions
dspl / ca,1-1493125671,"Mobile App: Sort It 3D (iTunes App Store), by SUPERSONIC STUDIOS LTD",https://itunes.apple.com/us/app/id1493125671,8
dspl / ca,2-com.outfit7.mytalkingtom2,"Mobile App: My Talking Tom 2: Pet Game (Google Play), by Outfit7 Limited",https://play.google.com/store/apps/details?id=com.outfit7.mytalkingtom2,8
dspl / ca,1-6760633478,"Mobile App: Gown Jigsaw Puzzles (iTunes App Store), by Joystar Media Limited",https://itunes.apple.com/us/app/id6760633478,8
dspl / ca,1-1263036818,"Mobile App: botim (iTunes App Store), by Algento Cloud Computing Limited",https://itunes.apple.com/us/app/id1263036818,8
dspl / ca,1-1618397460,"Mobile App: Crazy Mining Team (iTunes App Store), by 智 饶",https://itunes.apple.com/us/app/id1618397460,8
dspl / ca,2-net.novelfox.freenovel,"Mobile App: FantacyStory: novels, fictions (Google Play), by Novel Studio",https://play.google.com/store/apps/details?id=net.novelfox.freenovel,8
dspl / ca,1-1518963006,"Mobile App: Word Card: Fun Collect Game (iTunes App Store), by VERTEX GAMES PTE. LTD.",https://itunes.apple.com/us/app/id1518963006,8
dspl / ca,1-6479727880,"Mobile App: StickerHub - Sticker Exchange (iTunes App Store), by Meta Innovation Limited",https://itunes.apple.com/us/app/id6479727880,8
dspl / ca,1-1273162445,"Mobile App: Word Crossy - A Crossword game (iTunes App Store), by REIN TECHNOLOGY LIMITED",https://itunes.apple.com/us/app/id1273162445,8
dspl / ca,tracker.gg/valorant,tracker.gg/valorant,tracker.gg/valorant,8
dspl / ca,1-6754984411,"Mobile App: Calm Solitaire: Classic Card (iTunes App Store), by Jun Zhang",https://itunes.apple.com/us/app/id6754984411,8
dspl / ca,1-335445524,"Mobile App: Backgammon ∙ (iTunes App Store), by Optime Software LLC",https://itunes.apple.com/us/app/id335445524,7
dspl / ca,1-1600844711,"Mobile App: MegaNovel - fiction & webtoon (iTunes App Store), by SINGAPORE NEW READING TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id1600844711,7
dspl / ca,2-com.mahjong.op.gp,"Mobile App: Shanghai Mahjongg (Google Play), by UniRise Studio",https://play.google.com/store/apps/details?id=com.mahjong.op.gp,7
dspl / ca,1-6760698955,"Mobile App: Magical Animal Jigsaw (iTunes App Store), by YUANTU INTERACTIVE TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id6760698955,7
dspl / ca,1-1530781272,"Mobile App: Nonogram - Logic Number Games (iTunes App Store), by 俊杰 龚",https://itunes.apple.com/us/app/id1530781272,7
dspl / ca,1-468993187,"Mobile App: Spider Solitaire Classic ◆ (iTunes App Store), by Do More Mobile, LLC.",https://itunes.apple.com/us/app/id468993187,7
dspl / ca,1-640135436,"Mobile App: Yatzy Multiplayer - Play Dice (iTunes App Store), by LITE Games GmbH",https://itunes.apple.com/us/app/id640135436,7
dspl / ca,1-1548350785,"Mobile App: Ball ◯ Sort ◯ Puzzle ◯ Game (iTunes App Store), by Boy Howdy Technology LLC",https://itunes.apple.com/us/app/id1548350785,7
dspl / ca,2-onetap.game.tictactoe,"Mobile App: Tic Tac Toe 2 Player: XO Game (Google Play), by Onetap Global",https://play.google.com/store/apps/details?id=onetap.game.tictactoe,7
dspl / ca,1-1394436000,"Mobile App: Wood Cube Puzzle (iTunes App Store), by 松 郑",https://itunes.apple.com/us/app/id1394436000,7
dspl / ca,2-com.yatzy.classic.dice.duel.game,"Mobile App: Yatzy GO! Classic Dice Game (Google Play), by Game In Life",https://play.google.com/store/apps/details?id=com.yatzy.classic.dice.duel.game,7
dspl / ca,2-com.cwgame.app.mahjong,"Mobile App: Zen Mahjong Solitaire (Google Play), by Arbo Game",https://play.google.com/store/apps/details?id=com.cwgame.app.mahjong,7
dspl / ca,2-com.alfaondo.monstersgang,"Mobile App: Monsters Gang 3D: beast fights (Google Play), by MOONEE PUBLISHING LTD",https://play.google.com/store/apps/details?id=com.alfaondo.monstersgang,7
dspl / ca,1-857769289,"Mobile App: Mahjong 3! (iTunes App Store), by Gamos Mobile Limited",https://itunes.apple.com/us/app/id857769289,7
dspl / ca,1-1061462269,"Mobile App: Comic Super Hero Trivia Quiz - For Marvel & DC Edition (iTunes App Store), by Goutom Dhar",https://itunes.apple.com/us/app/id1061462269,7
dspl / ca,1-6453362362,"Mobile App: Fairy Color - Paint by number (iTunes App Store), by YUANTU INTERACTIVE TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id6453362362,7
dspl / ca,1-1305545723,"Mobile App: Wood Puzzle Game (iTunes App Store), by Mindgo Limited",https://itunes.apple.com/us/app/id1305545723,7
dspl / ca,1-6474727682,"Mobile App: NovelPub (iTunes App Store), by HK CULTURE PLUS TECHNOLOGY LIMITED",https://itunes.apple.com/us/app/id6474727682,7
dspl / ca,1-6762267817,"Mobile App: Jigslip (iTunes App Store), by CO AND EF LIMITED",https://itunes.apple.com/us/app/id6762267817,7
dspl / ca,1-6498701816,"Mobile App: Color Oasis - Color by Number (iTunes App Store), by Talefun Technologies Limited",https://itunes.apple.com/us/app/id6498701816,7
dspl / ca,1-6761885574,"Mobile App: color block crush (iTunes App Store), by Gamehot Limited",https://itunes.apple.com/us/app/id6761885574,7
dspl / ca,1-449780743,"Mobile App: Pano Tuner Lite (iTunes App Store), by Kaleloft Limited Liability Company",https://itunes.apple.com/us/app/id449780743,7
dspl / ca,1-1490583447,"Mobile App: Sudoku Blocks: Brain Puzzles (iTunes App Store), by VGChartz Limited",https://itunes.apple.com/us/app/id1490583447,7
dspl / ca,2-com.BBCompany.BB,"Mobile App: BloodBox 2 (Google Play), by Freeplay Inc",https://play.google.com/store/apps/details?id=com.BBCompany.BB,7
dspl / ca,1-1590453365,"Mobile App: Block Puzzle! Brain Test Game (iTunes App Store), by IVYMOBI LIMITED",https://itunes.apple.com/us/app/id1590453365,7
dspl / ca,1-6480587666,"Mobile App: Block-Tok: Puzzle Game (iTunes App Store), by NewPubCo, Inc",https://itunes.apple.com/us/app/id6480587666,7
dspl / ca,2-spelling.quiz.trivia.question.answer.correct.word.learn.language.puzzle,"Mobile App: Spelling Quiz - Word Trivia (Google Play), by Topy Games",https://play.google.com/store/apps/details?id=spelling.quiz.trivia.question.answer.correct.word.learn.language.puzzle,7
dspl / ca,1-1257992754,"Mobile App: Jewel Fever - Match 3 Games (iTunes App Store), by Mindgo Limited",https://itunes.apple.com/us/app/id1257992754,7
dspl / ca,2-fun.memesoundboard.andanylo,"Mobile App: Meme Soundboard 2016-2026 (Google Play), by Oleh Andriushchenko",https://play.google.com/store/apps/details?id=fun.memesoundboard.andanylo,7
dspl / ca,1-6785346949,"Mobile App: Quilt Color By Number Book (iTunes App Store), by YUANTU INTERACTIVE TECHNOLOGY PTE. LTD.",https://itunes.apple.com/us/app/id6785346949,7
dspl / ca,1-6758259490,"Mobile App: Bird Sort 3: Color Puzzle (iTunes App Store), by Hang Nguyen Minh",https://itunes.apple.com/us/app/id6758259490,7
dspl / ca,1-1546088542,"Mobile App: Suspects: Mystery Mansion (iTunes App Store), by Wildlife Studios, Inc",https://itunes.apple.com/us/app/id1546088542,7
dspl / ca,2-com.lemongame.freecell.solitaire,"Mobile App: FreeCell Solitaire (Google Play), by Solitaire Card Games , Inc.",https://play.google.com/store/apps/details?id=com.lemongame.freecell.solitaire,7
dspl / ca,1-600446812,"Mobile App: Pacer Pedometer Step Counter (iTunes App Store), by Pacer Health, Inc",https://itunes.apple.com/us/app/id600446812,7
dspl / ca,1-6754626282,"Mobile App: Mahjong Tile: Triple Match (iTunes App Store), by 俊威 钟",https://itunes.apple.com/us/app/id6754626282,7
dspl / ca,2-com.nature.happy.art.jigsaw.puzzle.free.game,"Mobile App: Nature Jigsaw - Jigsaw Puzzles (Google Play), by LoveColoring Game",https://play.google.com/store/apps/details?id=com.nature.happy.art.jigsaw.puzzle.free.game,7
dspl / ca,1-367637700,"Mobile App: Chess HD  ∙ (iTunes App Store), by Optime Software LLC",https://itunes.apple.com/us/app/id367637700,7
dspl / ca,1-1487614236,"Mobile App: Bazooka Boy (iTunes App Store), by SUPERSONIC STUDIOS LTD",https://itunes.apple.com/us/app/id1487614236,7
dspl / ca,2-com.inspiredsquare.jupiter,"Mobile App: 2248 - Numbers Game 2048 (Google Play), by Inspired Square FZE",https://play.google.com/store/apps/details?id=com.inspiredsquare.jupiter,7
dspl / ca,1-6590876141,"Mobile App: Color Slide - Hexa Puzzle (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id6590876141,7
dspl / ca,1-6739529158,"Mobile App: This or That: Funny Filter (iTunes App Store), by CEM SOFTWARE COMPANY LIMITED",https://itunes.apple.com/us/app/id6739529158,7
dspl / ca,1-945885228,"Mobile App: Jigsaw Puzzles Real Jigsaws (iTunes App Store), by Rottz Mobile Games LLC",https://itunes.apple.com/us/app/id945885228,7
dspl / ca,www.foxnews.com,www.foxnews.com,www.foxnews.com,7
dspl / ca,2-com.baviux.voicechanger,"Mobile App: Voice changer with effects (Google Play), by Baviux",https://play.google.com/store/apps/details?id=com.baviux.voicechanger,7
dspl / ca,1-1482276073,"Mobile App: Wordplay: Search Word Puzzle (iTunes App Store), by G5 Entertainment AB",https://itunes.apple.com/us/app/id1482276073,7
dspl / ca,2-com.cinedash.lwp,"Mobile App: CineDash (Google Play), by Smart it support",https://play.google.com/store/apps/details?id=com.cinedash.lwp,7
dspl / ca,1-1483439031,"Mobile App: Spider Solitaire Fun (iTunes App Store), by WePlay Technologies Limited",https://itunes.apple.com/us/app/id1483439031,7
dspl / ca,2-com.momokmonijy.funnyoparkgreatgg,"Mobile App: Funny Park : Idle Game (Google Play), by zame",https://play.google.com/store/apps/details?id=com.momokmonijy.funnyoparkgreatgg,7
dspl / ca,1-1494422884,"Mobile App: Solitaire – Classic Card Game (iTunes App Store), by BREW STUDIO LIMITED",https://itunes.apple.com/us/app/id1494422884,7
dspl / ca,2-com.hotbuku.hotbuku,"Mobile App: Novelory – Addictive Novels (Google Play), by Super Novels Maker",https://play.google.com/store/apps/details?id=com.hotbuku.hotbuku,7
dspl / ca,1-6754450031,"Mobile App: Redirect It! - Logic Puzzle (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id6754450031,7
dspl / ca,1-1463351287,"Mobile App: Jewel Adventure - Match 3 Game (iTunes App Store), by Mindgo Limited",https://itunes.apple.com/us/app/id1463351287,7
dspl / ca,2-misplayer.games.archery,"Mobile App: Hero of Archery (Google Play), by Dear Dream Game",https://play.google.com/store/apps/details?id=misplayer.games.archery,7
dspl / ca,1-6737143440,"Mobile App: Arcadia Dominoes for Seniors (iTunes App Store), by Metajoy Limited",https://itunes.apple.com/us/app/id6737143440,7
dspl / ca,1-6673905758,"Mobile App: Tile Rush: Explore the World (iTunes App Store), by Shanghai Fubian Technology Co., Ltd.",https://itunes.apple.com/us/app/id6673905758,7
dspl / ca,www.foxnews.com/outkick-sports/top-womens-tennis-players-not-giving-left-wing-activists-wta-sex-testing-outrage-wanted,www.foxnews.com/outkick-sports/top-womens-tennis-players-not-giving-left-wing-activists-wta-sex-testing-outrage-wanted,www.foxnews.com/outkick-sports/top-womens-tennis-players-not-giving-left-wing-activists-wta-sex-testing-outrage-wanted,7
dspl / ca,1-1457846652,"Mobile App: MindPal - Brain Training Games (iTunes App Store), by Elektron Labs Inc.",https://itunes.apple.com/us/app/id1457846652,7
dspl / ca,2-com.yueyou.sea,"Mobile App: 閲友小說-不花錢看小說電子書閱讀器總裁言情甜寵玄幻修仙科幻 (Google Play), by HK Yueyou Technology Limited",https://play.google.com/store/apps/details?id=com.yueyou.sea,7
dspl / ca,1-1494648714,"Mobile App: Ball Sort Puzzle (iTunes App Store), by HM GAMES LLC FZ",https://itunes.apple.com/us/app/id1494648714,7
dspl / ca,2-com.Kayac.BushiFight,"Mobile App: Bushi Fight (Google Play), by KAYAC Inc.",https://play.google.com/store/apps/details?id=com.Kayac.BushiFight,7
dspl / ca,1-1579693904,"Mobile App: Zoo - Happy Animals (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id1579693904,7
dspl / ca,1-6748592609,"Mobile App: Classic Fantasy Jigsaw Puzzles (iTunes App Store), by Joystar Media Limited",https://itunes.apple.com/us/app/id6748592609,7
dspl / ca,1-434781441,"Mobile App: Mahjong Unlimited HD (iTunes App Store), by CodeQX",https://itunes.apple.com/us/app/id434781441,7
dspl / ca,1-6776189843,"Mobile App: Pure Jigsaw Puzzles (iTunes App Store), by Joystar Media Limited",https://itunes.apple.com/us/app/id6776189843,7
dspl / ca,2-com.vividreel.lite.record,"Mobile App: VividReel Lite-Easy Memoir (Google Play), by DUTRA GOMES DIEGO",https://play.google.com/store/apps/details?id=com.vividreel.lite.record,7
dspl / ca,1-6449570140,"Mobile App: Vita Spider for Seniors (iTunes App Store), by VITA STUDIO PTE. LTD.",https://itunes.apple.com/us/app/id6449570140,7
dspl / ca,2-com.RastleksGames.MergeFighters,"Mobile App: Merge Fighting: Hit Fight Game (Google Play), by Freeplay Inc",https://play.google.com/store/apps/details?id=com.RastleksGames.MergeFighters,7
dspl / ca,1-6717605146,"Mobile App: Creative Art: Puzzles Jigsaw (iTunes App Store), by CRAZYART TECHNOLOGY LLC",https://itunes.apple.com/us/app/id6717605146,7
dspl / ca,2-com.par.survival.master.challenge.music,"Mobile App: Beatbox Survival: Mini Games (Google Play), by HIGAME GLOBAL",https://play.google.com/store/apps/details?id=com.par.survival.master.challenge.music,7
dspl / ca,1-6744523968,"Mobile App: Zen Math Crossword (iTunes App Store), by Spillvoy Gaming Private Limited",https://itunes.apple.com/us/app/id6744523968,7
dspl / ca,2-com.cookapps.redesignstar.homemakeover,"Mobile App: Home Design Star (Google Play), by NSTAGE",https://play.google.com/store/apps/details?id=com.cookapps.redesignstar.homemakeover,7
dspl / ca,2-com.vegas.casino.free.lucky.bonus.jackpot.dragon.slots,"Mobile App: Lucky Jackpot - Slots Casino (Google Play), by C.C.T Games",https://play.google.com/store/apps/details?id=com.vegas.casino.free.lucky.bonus.jackpot.dragon.slots,7
dspl / ca,2-com.rimashev.nextbots.sandbox,"Mobile App: Nextbots In Playground mod (Google Play), by HOOKAH GAMES IT SERVICE L.L.C",https://play.google.com/store/apps/details?id=com.rimashev.nextbots.sandbox,7
dspl / ca,1-6633436144,"Mobile App: Water Sort! (iTunes App Store), by FLYFOX PTE. LTD.",https://itunes.apple.com/us/app/id6633436144,7
dspl / ca,1-1556196882,"Mobile App: Business Deal: Fun Card Game (iTunes App Store), by Goutam Shetty",https://itunes.apple.com/us/app/id1556196882,7
dspl / ca,1-1445451332,"Mobile App: Watercolor Jewels™ (iTunes App Store), by Boy Howdy Technology LLC",https://itunes.apple.com/us/app/id1445451332,7
dspl / ca,1-6751270213,"Mobile App: Hidden Object Games: Seek It (iTunes App Store), by NimbleMind Network Inc.",https://itunes.apple.com/us/app/id6751270213,7
dspl / ca,1-6743225842,"Mobile App: Cribbage - Card Game (iTunes App Store), by 举 郑",https://itunes.apple.com/us/app/id6743225842,7
dspl / ca,1-6744677667,"Mobile App: Amen Color-Bible Coloring Book (iTunes App Store), by DRNPY LLC",https://itunes.apple.com/us/app/id6744677667,7
dspl / ca,1-6444019594,"Mobile App: lovely cat dream party (iTunes App Store), by Xiamen Yiju Network Technology Company Limited",https://itunes.apple.com/us/app/id6444019594,7
dspl / ca,1-1141819532,"Mobile App: White Tiles 4 Pro : Piano Master  (All games in 1) (iTunes App Store), by Shanghai Brightapp Studio",https://itunes.apple.com/us/app/id1141819532,7
dspl / ca,1-1626655770,"Mobile App: Monster Draft: Running Game (iTunes App Store), by OREON STUDIOS OYUN YAZILIM TEKNOLOJI TICARET ANONIM SIRKETI",https://itunes.apple.com/us/app/id1626655770,7
dspl / ca,2-com.dubani.dub,"Mobile App: Venabox Hub - Ani Planet (Google Play), by white6657",https://play.google.com/store/apps/details?id=com.dubani.dub,7
dspl / ca,1-1242854141,"Mobile App: Sudoku - Classic Sudoku Games (iTunes App Store), by 勇 殷",https://itunes.apple.com/us/app/id1242854141,7
dspl / ca,2-com.bngame.app.woodblock,"Mobile App: Wood Block -Sudoku Puzzle Game (Google Play), by Arbo Game",https://play.google.com/store/apps/details?id=com.bngame.app.woodblock,7
dspl / ca,2-com.islandlife.islandlife,"Mobile App: Fashion Mermaid Princess Life (Google Play), by guihua",https://play.google.com/store/apps/details?id=com.islandlife.islandlife,7
dspl / ca,2-net.zedge.android,"Mobile App: Zedge™ Wallpapers & Ringtones (Google Play), by Zedge",https://play.google.com/store/apps/details?id=net.zedge.android,7
dspl / ca,1-1217925171,"Mobile App: Mahjong City Tours: Tile Match (iTunes App Store), by Jam City, Inc.",https://itunes.apple.com/us/app/id1217925171,7
dspl / ca,1-710390634,"Mobile App: colorlinez-DIOSAPP (iTunes App Store), by 鹏 吴",https://itunes.apple.com/us/app/id710390634,7
dspl / ca,2-com.bibidabo.pixelartcolorhouse,"Mobile App: Pixel Art - Color House (Google Play), by BIBIDABU GAMES, S.L.",https://play.google.com/store/apps/details?id=com.bibidabo.pixelartcolorhouse,7
dspl / ca,1-6738767164,"Mobile App: SatisPuzzle: Perfect Tidy (iTunes App Store), by HK LEKAILE TECHNOLOGY CO., LIMITED",https://itunes.apple.com/us/app/id6738767164,7
dspl / ca,2-net.game.mahjong,"Mobile App: Mahjong (Google Play), by 1bsyl",https://play.google.com/store/apps/details?id=net.game.mahjong,7
dspl / ca,1-6747335391,"Mobile App: Ivy Wood Block (iTunes App Store), by PARTYPOP PTE. LTD.",https://itunes.apple.com/us/app/id6747335391,7
dspl / ca,1-6479165492,"Mobile App: Dog Rescue - Virtual Pet Games (iTunes App Store), by Sunday GmbH",https://itunes.apple.com/us/app/id6479165492,7
dspl / ca,www.foxnews.com/us/dashcam-captures-split-second-routine-tennessee-traffic-stop-goes-sideways,www.foxnews.com/us/dashcam-captures-split-second-routine-tennessee-traffic-stop-goes-sideways,www.foxnews.com/us/dashcam-captures-split-second-routine-tennessee-traffic-stop-goes-sideways,7
dspl / ca,1-1547821053,"Mobile App: Backgammon for iPad & iPhone (iTunes App Store), by Appgeneration, Software Technologies, Lda",https://itunes.apple.com/us/app/id1547821053,7
dspl / ca,1-1539562220,"Mobile App: Mahjong Triple 3D: Tile Match (iTunes App Store), by LIHUHU PTE. LTD.",https://itunes.apple.com/us/app/id1539562220,7
dspl / ca,1-1445642543,"Mobile App: Slapstick Fighter: Fight Games (iTunes App Store), by Cybernate PTY LTD",https://itunes.apple.com/us/app/id1445642543,7
dspl / ca,1-901793885,"Mobile App: DEAD TARGET: FPS Zombie Games (iTunes App Store), by VNGGAMES PTE. LTD.",https://itunes.apple.com/us/app/id901793885,7
dspl / ca,1-500963785,"Mobile App: ▻ Solitaire: Classic Cards (iTunes App Store), by PeopleFun CG, LLC",https://itunes.apple.com/us/app/id500963785,7
dspl / ca,1-6752633322,"Mobile App: My Fish Shop! - Seafood Tycoon (iTunes App Store), by Supercent Inc.",https://itunes.apple.com/us/app/id6752633322,7
dspl / ca,2-com.kidultlovin.royalsolitaire,"Mobile App: Jenny Solitaire® - Card Games (Google Play), by Oakever Games",https://play.google.com/store/apps/details?id=com.kidultlovin.royalsolitaire,7
dspl / ca,1-6760751569,"Mobile App: Goods Sort Match - Sorting Fun (iTunes App Store), by Gamovation B.V.",https://itunes.apple.com/us/app/id6760751569,7
dspl / ca,www.huffpost.com/entry/trump-contractor-lincoln-memorial-reflecting-pool_n_6a746257e4b04fcbf74d5c4c,www.huffpost.com/entry/trump-contractor-lincoln-memorial-reflecting-pool_n_6a746257e4b04fcbf74d5c4c,www.huffpost.com/entry/trump-contractor-lincoln-memorial-reflecting-pool_n_6a746257e4b04fcbf74d5c4c,6
dspl / ca,2-com.soulcompany.bubbleshooter.relaxing,"Mobile App: Bubble Shooter Relaxing (Google Play), by Mint Games",https://play.google.com/store/apps/details?id=com.soulcompany.bubbleshooter.relaxing,6
dspl / ca,1-1514322479,"Mobile App: Kilonotes-Notes & Mark up PDF (iTunes App Store), by Hefei T-Stack Information Technology Co., Ltd.",https://itunes.apple.com/us/app/id1514322479,6
dspl / ca,contentmap-a1705.web.app,contentmap-a1705.web.app,contentmap-a1705.web.app,6
pmax / ca,2-com.life360.android.safetymapd,"Mobile App: Life360: Family Safety & GPS (Google Play), by Life360",https://play.google.com/store/apps/details?id=com.life360.android.safetymapd,6
dspl / ca,2-com.gergedan.trapgame,"Mobile App: Trap Master - Squish Enemies (Google Play), by Mobsmile Yazilim Hizmetleri Limited Sirketi",https://play.google.com/store/apps/details?id=com.gergedan.trapgame,6
dspl / ca,1-6463730695,"Mobile App: Rainbow Prank : Find Daddy (iTunes App Store), by Trang Nguyen Thi",https://itunes.apple.com/us/app/id6463730695,6
dspl / ca,1-1176914042,"Mobile App: 2048 Number Logic Games (iTunes App Store), by Eternus Games Ltd",https://itunes.apple.com/us/app/id1176914042,6
dspl / ca,1-6742734220,"Mobile App: Serene Word Puzzle (iTunes App Store), by Guangzhou GongchengShi Technology Co.,Ltd",https://itunes.apple.com/us/app/id6742734220,6
dspl / ca,1-1580215003,"Mobile App: Jewel Quest - Magic Match3 (iTunes App Store), by Blackout Lab SL",https://itunes.apple.com/us/app/id1580215003,6
dspl / ca,1-6444705312,"Mobile App: Vehicle Masters (iTunes App Store), by SayGames LTD",https://itunes.apple.com/us/app/id6444705312,6
dspl / ca,1-1446234339,"Mobile App: Block Puzzle Jewel World (iTunes App Store), by Mindgo Limited",https://itunes.apple.com/us/app/id1446234339,6
dspl / ca,allwebgames.com/g/393683,allwebgames.com/g/393683,allwebgames.com/g/393683,6
dspl / ca,1-6738904704,"Mobile App: Sandbox: Powder Alchemy (iTunes App Store), by INSGAME TECHNOLOGY JOINT STOCK COMPANY",https://itunes.apple.com/us/app/id6738904704,6
dspl / ca,1-1501065307,"Mobile App: Fantasy Mahjong World Voyage (iTunes App Store), by F Permadi",https://itunes.apple.com/us/app/id1501065307,6
dspl / ca,1-1444813385,"Mobile App: Mahjong Solitaire• (iTunes App Store), by MobilityWare",https://itunes.apple.com/us/app/id1444813385,6
dspl / ca,1-6760379229,"Mobile App: Tip Tap Challenge: Minigame (iTunes App Store), by Duy Pham",https://itunes.apple.com/us/app/id6760379229,6
dspl / ca,1-921138156,"Mobile App: Happy Soccer Physics (iTunes App Store), by Hainan Lechuang Network Technology Co., Ltd.",https://itunes.apple.com/us/app/id921138156,6
dspl / ca,1-663923934,"Mobile App: Jewel Games Quest 2 - Match 3# (iTunes App Store), by 培明 夏",https://itunes.apple.com/us/app/id663923934,6
dspl / ca,2-com.mintgames.jigsolitaire,"Mobile App: Jigsolitaire Master Puzzle (Google Play), by Mint XX Games",https://play.google.com/store/apps/details?id=com.mintgames.jigsolitaire,6
dspl / ca,1-1357802596,"Mobile App: Word Search · (iTunes App Store), by Word Search Games Inc.",https://itunes.apple.com/us/app/id1357802596,6
dspl / ca,2-com.car.driving.city.open.world,"Mobile App: Car Driving Open World Game 3D (Google Play), by SpeedZone",https://play.google.com/store/apps/details?id=com.car.driving.city.open.world,6
dspl / ca,1-680387756,"Mobile App: Ultimate Jewel (iTunes App Store), by Balloon Island Limited",https://itunes.apple.com/us/app/id680387756,6
dspl / ca,1-1489839722,"Mobile App: Manga Man - Manga reader (iTunes App Store), by anh pham",https://itunes.apple.com/us/app/id1489839722,6
dspl / ca,1-1579681838,"Mobile App: Crossword Quest - Word Puzzles (iTunes App Store), by Doodle Mobile Limited",https://itunes.apple.com/us/app/id1579681838,6
dspl / ca,1-6751650671,"Mobile App: Bird Away (iTunes App Store), by USTAR GAMES PTE. LTD.",https://itunes.apple.com/us/app/id6751650671,6
dspl / ca,1-6741846066,"Mobile App: Monster Mukbang (iTunes App Store), by Tin Nguyen Tu",https://itunes.apple.com/us/app/id6741846066,6
dspl / ca,2-com.mini.football.filter.games,"Mobile App: Mini Soccer: Football Cup 2026 (Google Play), by TSACom",https://play.google.com/store/apps/details?id=com.mini.football.filter.games,6
dspl / ca,2-com.vimo.editfilm.play,"Mobile App: Vimo-CreativeCut (Google Play), by Night2Night PM Services",https://play.google.com/store/apps/details?id=com.vimo.editfilm.play,6
dspl / ca,1-1080487957,"Mobile App: Stack (iTunes App Store), by Ketchapp",https://itunes.apple.com/us/app/id1080487957,6
dspl / ca,2-com.paradyme.solarsmash,"Mobile App: Solar Smash (Google Play), by Paradyme Games",https://play.google.com/store/apps/details?id=com.paradyme.solarsmash,6
dspl / ca,1-6547847764,"Mobile App: Fantasy Color-Color by Number (iTunes App Store), by Yang Li",https://itunes.apple.com/us/app/id6547847764,6
dspl / ca,2-com.mobirix.blockpuzzle,"Mobile App: Block Puzzle King (Google Play), by mobirix",https://play.google.com/store/apps/details?id=com.mobirix.blockpuzzle,6
dspl / ca,1-345382715,"Mobile App: Pentix - Block Puzzle PVP Game (iTunes App Store), by AkaTek LLC",https://itunes.apple.com/us/app/id345382715,6
dspl / ca,1-463419280,"Mobile App: Sudoku World - Brainstorming!! (iTunes App Store), by Chaohsien Lee",https://itunes.apple.com/us/app/id463419280,6
dspl / ca,1-6642642713,"Mobile App: Flow Free: Shapes (iTunes App Store), by Big Duck Games LLC",https://itunes.apple.com/us/app/id6642642713,6
dspl / ca,1-959498315,"Mobile App: Extreme Car Driving Simulator (iTunes App Store), by AxesInMotion S.L.",https://itunes.apple.com/us/app/id959498315,6
dspl / ca,2-com.androbaby.game2048,"Mobile App: 2048 (Google Play), by Androbaby",https://play.google.com/store/apps/details?id=com.androbaby.game2048,6
dspl / ca,2-com.playstrom.puzzle.pics,"Mobile App: CPI - Connect Puzzle Image (Google Play), by SayGames Ltd",https://play.google.com/store/apps/details?id=com.playstrom.puzzle.pics,6
pmax / ca,1-284035177,"Mobile App: Pandora: Music & Podcasts (iTunes App Store), by Pandora Media, LLC",https://itunes.apple.com/us/app/id284035177,6
dspl / ca,1-6503060634,"Mobile App: Block Away - Tap Out Puzzle (iTunes App Store), by Tripledot Studios Limited",https://itunes.apple.com/us/app/id6503060634,6
dspl / ca,2-jp.garud.ssimulator,"Mobile App: SAKURA School Simulator (Google Play), by GARUSOFT K.K.",https://play.google.com/store/apps/details?id=jp.garud.ssimulator,6
dspl / ca,2-com.cliffs.pro.cell.building.crazy.clever.craft,"Mobile App: Block Crazy Robo World Craft (Google Play), by Prokids Studio",https://play.google.com/store/apps/details?id=com.cliffs.pro.cell.building.crazy.clever.craft,6
dspl / ca,2-com.bigcake.android.spadesclassic,"Mobile App: Spades - Classic Card Games (Google Play), by Big Cake",https://play.google.com/store/apps/details?id=com.bigcake.android.spadesclassic,6
dspl / ca,2-com.no1ornothing.bloom.tile.match.puzzle,"Mobile App: Bloom Tile: Match Puzzle Game (Google Play), by FALCON GAME",https://play.google.com/store/apps/details?id=com.no1ornothing.bloom.tile.match.puzzle,6
pmax / ca,cureequip.com/search,cureequip.com/search,cureequip.com/search,6
dspl / ca,1-6758127539,"Mobile App: Bible Jigstory: Jigsaw Puzzle (iTunes App Store), by Playdayy Technologies Pte. Ltd.",https://itunes.apple.com/us/app/id6758127539,6
dspl / ca,2-com.water.sort.puzzle.game.color.magic.free,"Mobile App: Water Sort: Color Match (Google Play), by FunForge Studios",https://play.google.com/store/apps/details?id=com.water.sort.puzzle.game.color.magic.free,6
pmax / ca,1-6744552355,"Mobile App: Unravel Master (iTunes App Store), by SUPERSONIC STUDIOS LTD",https://itunes.apple.com/us/app/id6744552355,6
dspl / ca,2-com.glow.block.puzzle.classicpuzzlegame,"Mobile App: Glow Blast - Block Puzzle (Google Play), by Aura Games Inc",https://play.google.com/store/apps/details?id=com.glow.block.puzzle.classicpuzzlegame,6
