"Дата визита","Источник трафика","Источник трафика (детально)","Кампания Яндекс Директа","UTM Campaign","Достигнутая цель","Визиты"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_25","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_50","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_90","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Визит","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","scroll_10","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / коммерс ( N-91392732 )","поиск / егэ+огэ / коммерс_91392732_search","Визит","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Не определено","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Посещ. стр. ""Обществознание"" - ЕГЭ","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Посещ. стр. ""Химия"" - ЕГЭ","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","[!] Просмотр более 2 стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","30 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","60 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","90 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","120 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_25","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_50","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_90","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","[!] Просмотр более 2 стр.","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","30 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","60 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","90 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","120 сек","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","scroll_25","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: отправка формы","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: заполнил контактные данные","1"
"2026-07-13","Переходы по рекламе","Яндекс: Директ","поиск / летние курсы егэ и огэ ( N-709924126 )","поиск / летние курсы егэ и огэ_709924126_search","Автоцель: отправил контактные данные","1"
"2026-07-14","Внутренние переходы","Не определено","Не определено","Не определено","scroll_10","1"
"2026-07-14","Внутренние переходы","Не определено","Не определено","Не определено","Визит","1"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","[!] Просмотр более 2 стр.","1"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","90 сек","1"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","120 сек","1"
"2026-07-14","Прямые заходы","Не определено","Не определено","Не определено","Автоцель: клик по номеру телефона","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","ОГЭ - ""Математика""","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","[!] Просмотр более 1 стр.","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","30 сек","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","60 сек","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","90 сек","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","120 сек","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","scroll_10","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","scroll_25","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","scroll_50","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","scroll_90","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","Визит","1"
"2026-07-14","Переходы по ссылкам на сайтах","chatgpt.com","Не определено","Не определено","Просмотр 2-х стр.","1"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Заявка из форм","1"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","scroll_90","1"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Общая (с 11.10.21)","1"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Заявка общая","1"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-14","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Автоцель: поиск по сайту","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Обществознание"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Химия"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Физика"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ.стр. ""Англ. язык"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","ОГЭ - ""Обществознание""","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Заявка из форм","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Общая (с 11.10.21)","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Заявка общая","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: клик по номеру телефона","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: переход в мессенджер","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: заполнил контактные данные","1"
"2026-07-14","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: отправил контактные данные","1"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Информатика"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""География"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-14","Переходы из поисковых систем","Google","Не определено","Не определено","Автоцель: клик по номеру телефона","1"
"2026-07-14","Переходы из поисковых систем","Bing","Не определено","Не определено","[!] Просмотр более 1 стр.","1"
"2026-07-14","Переходы из поисковых систем","Bing","Не определено","Не определено","[!] Просмотр более 2 стр.","1"
"2026-07-14","Переходы из поисковых систем","Bing","Не определено","Не определено","30 сек","1"
"2026-07-14","Переходы из поисковых систем","Bing","Не определено","Не определено","Просмотр 2-х стр.","1"
"2026-07-14","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_10","1"
"2026-07-14","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Визит","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 2 стр.","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","30 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","60 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","90 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","120 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_10","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Автоцель: клик по номеру телефона","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","[!] Просмотр более 2 стр.","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","Автоцель: отправка формы","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","ege-merlin.ru от 20.05.26 — 4 ( N-712259476 )","ege-merlin.ru от 20.05.26 — 4_712259476_search","Автоцель: отправил контактные данные","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","30 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_25","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","120 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Автоцель: отправка формы","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Автоцель: заполнил контактные данные","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / бренд / мск ( N-76937120 )","поиск / бренд / мск_76937120_search","Автоцель: отправил контактные данные","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","[!] Просмотр более 1 стр.","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","60 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","scroll_10","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","scroll_25","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","scroll_50","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","scroll_90","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","Не определено","Просмотр 2-х стр.","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","ОГЭ - ""Английский язык""","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 1 стр.","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","30 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_10","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_25","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_50","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","scroll_90","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Визит","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / автотаргетинг / Ж 35-44 ( N-118255480 )","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Просмотр 2-х стр.","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","[!] Просмотр более 1 стр.","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","30 сек","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_10","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_25","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_50","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","scroll_90","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Визит","1"
"2026-07-14","Переходы по рекламе","Яндекс: Директ","поиск / егэ+огэ / цел_гео ( N-90292772 )","поиск / егэ+огэ / цел_гео_90292772_search","Просмотр 2-х стр.","1"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Посещ. стр. ""Информатика"" - ЕГЭ","1"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","ОГЭ - ""Математика""","1"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","scroll_90","1"
"2026-07-14","Переходы из рекомендательных систем","Дзен","Не определено","Не определено","Автоцель: переход в мессенджер","1"
"2026-07-15","Внутренние переходы","Не определено","Не определено","Не определено","Не определено","1"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","[!] Просмотр более 2 стр.","1"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","60 сек","1"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","90 сек","1"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","120 сек","1"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","scroll_50","1"
"2026-07-15","Прямые заходы","Не определено","Не определено","Не определено","scroll_90","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","Посещ.стр. ""Англ. язык"" - ЕГЭ","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","30 сек","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","60 сек","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","scroll_10","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","scroll_25","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","scroll_50","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","scroll_90","1"
"2026-07-15","Переходы по ссылкам на сайтах","dubna.ru","Не определено","Не определено","Визит","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""Химия"" - ЕГЭ","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""Информатика"" - ЕГЭ","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""География"" - ЕГЭ","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""Физика"" - ЕГЭ","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Посещ. стр. ""История"" - ЕГЭ","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","ОГЭ - ""Обществознание""","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","ОГЭ - ""Биология""","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","ОГЭ - ""История""","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Заявка из форм","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Общая (с 11.10.21)","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Заявка общая","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-15","Переходы по ссылкам на сайтах","mail.ru","Не определено","Не определено","Автоцель: поиск по сайту","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Обществознание"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""География"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""Физика"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Посещ. стр. ""История"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Заявка из форм","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Общая (с 11.10.21)","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Заявка общая","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: переход в мессенджер","1"
"2026-07-15","Переходы из поисковых систем","Яндекс","Не определено","Не определено","Автоцель: поиск по сайту","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Не определено","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Обществознание"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Химия"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Литература"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Физика"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Посещ. стр. ""Биология"" - ЕГЭ","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","ОГЭ ""География""","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","ОГЭ - ""Английский язык""","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Заявка из форм","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Общая (с 11.10.21)","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Заявка общая","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Автоцель: клик по номеру телефона","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Автоцель: отправка формы","1"
"2026-07-15","Переходы из поисковых систем","Google","Не определено","Не определено","Автоцель: поиск по сайту","1"
"2026-07-15","Переходы из поисковых систем","Bing","Не определено","Не определено","[!] Просмотр более 1 стр.","1"
"2026-07-15","Переходы из поисковых систем","Bing","Не определено","Не определено","scroll_10","1"
"2026-07-15","Переходы из поисковых систем","Bing","Не определено","Не определено","scroll_25","1"
"2026-07-15","Переходы из поисковых систем","Bing","Не определено","Не определено","scroll_50","1"
"2026-07-15","Переходы из поисковых систем","Bing","Не определено","Не определено","scroll_90","1"
"2026-07-15","Переходы из поисковых систем","Bing","Не определено","Не определено","Визит","1"
"2026-07-15","Переходы из поисковых систем","Bing","Не определено","Не определено","Просмотр 2-х стр.","1"
"2026-07-15","Переходы по рекламе","Avito Ads","Не определено","749305090","30 сек","1"
"2026-07-15","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_25","1"
"2026-07-15","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_50","1"
"2026-07-15","Переходы по рекламе","Avito Ads","Не определено","749305090","scroll_90","1"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Посещ. стр. ""Математика"" - ЕГЭ","1"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","[!] Просмотр более 2 стр.","1"
"2026-07-15","Переходы по рекламе","Другая реклама: определено по меткам","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","90 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс.Директ: Не определено","Не определено","Не определено","Не определено","1"
"2026-07-15","Переходы по рекламе","Яндекс.Директ: Не определено","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Не определено","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","Не определено","scroll_10","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","Не определено","Визит","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","[!] Просмотр более 1 стр.","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","30 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","60 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","90 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","120 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_25","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_50","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","scroll_90","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Автоцель: клик по номеру телефона","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","мк / егэ / набор 26 / 2606-1_710926114_search","Просмотр 2-х стр.","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","Не определено","поиск / егэ+огэ / автотаргетинг / Ж 35-44_118255480_search","Не определено","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","30 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","60 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","90 сек","1"
"2026-07-15","Переходы по рекламе","Яндекс: Директ","мк / егэ / набор 26 / 2606-1 ( N-710926114 )","мк / егэ / набор 26 / 2606-1_710926114_context","Визит","1"
