Дата визита,UTM Campaign,Пол,Возраст,Визиты
2023-06-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,15
2026-01-28,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,35‑44 года,1
2026-01-28,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,1
2026-01-29,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,мужской,Не определено,1
2026-01-29,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-01-30,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,мужской,55 лет и старше,1
2026-01-30,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,55 лет и старше,1
2026-01-30,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-01-30,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,25‑34 года,1
2026-01-31,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,мужской,45-54 года,1
2026-01-31,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,55 лет и старше,1
2026-02-01,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,Не определено,45-54 года,1
2026-02-01,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,мужской,Не определено,1
2026-02-01,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,1
2026-02-02,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,Не определено,1
2026-02-02,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,18‑24 года,1
2026-02-02,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-03,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,Не определено,Не определено,1
2026-02-03,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-05,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-05,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,Не определено,1
2026-02-06,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,Не определено,Не определено,1
2026-02-06,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-06,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,35‑44 года,1
2026-02-07,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-02-09,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,Не определено,Не определено,1
2026-02-09,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,25‑34 года,1
2026-02-09,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,35‑44 года,1
2026-02-09,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,55 лет и старше,1
2026-02-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,Не определено,45-54 года,1
2026-02-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,1
2026-02-10,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-02-10,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,35‑44 года,1
2026-02-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,45-54 года,1
2026-02-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,18‑24 года,1
2026-02-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,35‑44 года,1
2026-02-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,1
2026-02-11,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-11,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,35‑44 года,1
2026-02-11,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,45-54 года,1
2026-02-11,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,Не определено,1
2026-02-11,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,45-54 года,1
2026-02-12,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,35‑44 года,1
2026-02-12,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-12,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,18‑24 года,1
2026-02-12,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,45-54 года,1
2026-02-13,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-13,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,35‑44 года,1
2026-02-14,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-02-14,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,45-54 года,1
2026-02-14,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,женский,25‑34 года,1
2026-02-15,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-02-16,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-02-16,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-16,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,25‑34 года,1
2026-02-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,25‑34 года,1
2026-02-17,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-17,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,мужской,45-54 года,1
2026-02-18,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-02-18,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-19,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-20,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),мужской,25‑34 года,1
2026-02-20,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,45-54 года,1
2026-02-24,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,Не определено,1
2026-02-25,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,мужской,Не определено,1
2026-02-25,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,мужской,45-54 года,1
2026-02-25,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-25,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),Не определено,25‑34 года,1
2026-02-25,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),Не определено,55 лет и старше,1
2026-02-25,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),женский,25‑34 года,1
2026-02-25,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,женский,35‑44 года,1
2026-02-26,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,Не определено,1
2026-02-26,Промостатья: Моя история 1 | Цена перехода | Ж25-54,женский,45-54 года,1
2026-02-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),мужской,Не определено,1
2026-02-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),мужской,25‑34 года,1
2026-02-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),женский,Не определено,1
2026-02-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Не определено,45-54 года,1
2026-02-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,18‑24 года,1
2026-02-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,25‑34 года,1
2026-02-26,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,35‑44 года,1
2026-02-27,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,мужской,25‑34 года,1
2026-02-28,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-02-28,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,1
2026-03-02,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,1
2026-03-02,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),женский,45-54 года,1
2026-03-03,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,женский,45-54 года,1
2026-03-09,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,Не определено,1
2026-03-09,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,1
2026-03-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),мужской,Не определено,1
2026-03-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),женский,Не определено,1
2026-03-09,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,мужской,18‑24 года,1
2026-03-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),мужской,35‑44 года,1
2026-03-10,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),женский,45-54 года,1
2026-03-12,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,мужской,45-54 года,1
2026-03-12,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,1
2026-03-13,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,1
2026-03-14,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),женский,45-54 года,1
2026-03-16,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,1
2026-03-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,Не определено,1
2026-03-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,1
2026-03-17,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,1
2026-03-18,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,Не определено,1
2026-03-23,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),женский,45-54 года,1
2026-03-24,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,1
2026-03-24,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,1
2026-03-24,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,1
2026-03-24,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,Не определено,1
2026-03-24,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,1
2026-03-24,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,Не определено,1
2026-03-24,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,45-54 года,1
2026-03-25,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,Не определено,1
2026-03-25,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,1
2026-03-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,мужской,55 лет и старше,1
2026-03-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,Не определено,1
2026-03-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,45-54 года,1
2026-03-26,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Не определено,25‑34 года,1
2026-03-26,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,25‑34 года,1
2026-03-26,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,1
2026-03-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,25‑34 года,1
2026-03-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,Не определено,1
2026-03-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,35‑44 года,1
2026-03-27,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,1
2026-03-27,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,1
2026-03-27,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,1
2026-03-29,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,35‑44 года,1
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,59
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,53
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,46
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,42
2026-04-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,36
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,36
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,36
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,35
2026-04-26,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,45-54 года,29
2026-04-15,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,27
2026-04-25,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,45-54 года,27
2026-04-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,27
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,25‑34 года,22
2026-04-15,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,21
2026-04-27,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,45-54 года,18
2026-04-25,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,17
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,Не определено,17
2026-05-24,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,17
2026-04-15,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,25‑34 года,16
2026-05-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,16
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,55 лет и старше,15
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,Не определено,13
2026-04-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,13
2026-04-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,13
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,13
2026-05-23,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,13
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,Не определено,12
2026-05-20,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,12
2026-05-29,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,45-54 года,11
2026-06-01,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,11
2026-06-01,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,11
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,10
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,Не определено,Не определено,10
2026-05-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,10
2026-05-28,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,45-54 года,10
2026-04-15,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,Не определено,9
2026-04-24,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,45-54 года,9
2026-04-26,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,9
2026-04-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,25‑34 года,9
2026-04-27,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,45-54 года,9
2026-05-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,9
2026-04-16,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,8
2026-04-28,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,Не определено,8
2026-05-21,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,8
2026-05-22,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,8
2026-05-28,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,8
2026-06-16,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,8
2026-04-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,25‑34 года,7
2026-04-27,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,7
2026-04-16,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,6
2026-04-17,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,6
2026-04-17,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,35‑44 года,6
2026-04-24,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,6
2026-04-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,55 лет и старше,6
2026-04-29,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,6
2026-05-21,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,6
2026-05-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,6
2026-05-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,6
2026-05-29,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,25‑34 года,6
2026-05-29,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,6
2026-06-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,6
2026-04-14,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,5
2026-04-15,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,55 лет и старше,5
2026-04-16,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,25‑34 года,5
2026-04-17,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,25‑34 года,5
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,25‑34 года,5
2026-04-21,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,женский,55 лет и старше,5
2026-04-25,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,Не определено,Не определено,5
2026-04-25,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,25‑34 года,5
2026-04-25,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,5
2026-04-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,Не определено,Не определено,5
2026-04-26,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,Не определено,5
2026-05-20,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,5
2026-05-24,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,5
2026-05-27,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,5
2026-05-28,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,Не определено,Не определено,5
2026-05-31,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,5
2026-06-17,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,5
2026-06-25,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,5
2026-06-25,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,5
2026-06-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,35‑44 года,5
2026-06-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,45-54 года,5
2026-06-30,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,5
2026-04-14,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,женский,45-54 года,4
2026-04-15,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,мужской,Не определено,4
2026-04-24,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,25‑34 года,4
2026-04-27,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,25‑34 года,4
2026-04-30,Промостатья: рынок и тренды 1 / Ж25-44 / интерес_франшиза / рся / #dzen / 2404,женский,35‑44 года,4
2026-05-29,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,женский,25‑34 года,4
