Дата визита,Источник трафика (детально),UTM Source,UTM Campaign,UTM Content,Визиты
2023-06-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",25
2025-11-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,Зообизнес без рисков: франшиза «Мокрый нос»_691c6a492c2c3c3d96f6c1ef,1
2025-11-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6dbb2c2c3c3d96f6f88d",1
2025-11-21,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-11-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-11-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-11-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-11-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-11-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,Как франшиза меняет жизнь: история успеха_691c6dbb2c2c3c3d96f6f88d,1
2025-11-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-11-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-03,Яндекс.Директ: Не определено,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-04,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-05,Яндекс.Директ: Не определено,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_открытие бизнеса/ рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6d23506dd82332b5b863",1
2025-12-05,Яндекс.Директ: Не определено,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_открытие бизнеса/ рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6d23506dd82332b5b863",1
2025-12-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6dbb2c2c3c3d96f6f88d",1
2025-12-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6dbb2c2c3c3d96f6f88d",1
2025-12-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,Как франшиза меняет жизнь: история успеха_691c6dbb2c2c3c3d96f6f88d,1
2025-12-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6dbb2c2c3c3d96f6f88d",1
2025-12-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-18,Не определено,yandex.promopages,Промостатья: рынок и тренды 1 / Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,Этот бизнес вырос на 39% за 2025г. Пока другие выживали_6943ddc5d441fa401a721f35,1
2025-12-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-19,Яндекс: Директ,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2025-12-20,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2025-12-22,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2025-12-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-23,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2025-12-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,Зообизнес без рисков: франшиза «Мокрый нос»_691c6a492c2c3c3d96f6c1ef,1
2025-12-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2025-12-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",1
2025-12-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М 25-54 / интерес_франшиза / рся / #franchise / 2511-1,"Как я преобразила свою жизнь, открыв зоомагазин_691c6a492c2c3c3d96f6c1ef",1
2025-12-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2025-12-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 | Цена перехода | Ж25-54,"Как я преобразила свою жизнь, открыв зоомагазин_6489b3c2b218576c1a6c58ed",1
2025-12-31,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",1
2026-03-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54/ интерес_открытие бизнеса / рся / #dzen / 2603-1,history,137
2026-01-29,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",93
2026-01-28,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",68
2026-01-06,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предприн_6953d568464f9a5900fb5aba,65
2026-01-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предприн_6953d568464f9a5900fb5aba,55
2026-02-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",54
2026-02-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,51
2026-01-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",49
2026-01-30,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",47
2026-02-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",47
2026-01-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",45
2026-01-31,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",44
2026-02-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",43
2026-03-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",42
2026-01-14,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",39
2026-02-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",36
2026-03-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,35
2026-03-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,34
2026-02-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",33
2026-02-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),"Почему зоомагазины процветают, пока другие закрываются_69970bd31dce5f2f22da16f1",31
2026-01-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",30
2026-02-03,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",29
2026-01-15,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",27
2026-02-02,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",27
2026-02-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),"Почему зоомагазины процветают, пока другие закрываются_69970bd31dce5f2f22da16f1",25
2026-02-27,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,24
2026-01-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предприн_6953d568464f9a5900fb5aba,23
2026-03-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1 (копия),"Почему зоомагазины процветают, пока другие закрываются_69970bd31dce5f2f22da16f1",22
2026-03-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М25-44 / интерес_франшиза / рся / #dzen / 2603-1,market,21
2026-01-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",20
2026-02-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",19
2026-03-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,19
2026-03-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",15
2026-01-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",14
2026-01-16,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",14
2026-01-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",13
2026-03-26,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,12
2026-03-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,11
2026-01-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",10
2026-02-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,10
2026-03-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,10
2026-02-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",9
2026-02-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",8
2026-01-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предпринимателю_6953d568464f9a5900fb5aba,7
2026-01-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",7
2026-03-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",7
2026-01-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",6
2026-01-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",6
2026-01-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",6
2026-01-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",6
2026-01-31,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,История успеха: мой путь от работницы к предпринимателю_6971f7f0c57fdb2965e9f7a5,6
2026-02-01,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,История успеха: мой путь от работницы к предпринимателю_6971f7f0c57fdb2965e9f7a5,6
2026-02-04,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",6
2026-03-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,Как франшиза меняет жизнь: история успеха_699eb80cb8de026b403a2e45,6
2026-03-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,"Как я преобразила свою жизнь, открыв зоомагазин_699eb80cb8de026b403a2e45",6
2026-01-08,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как ""Мокрый нос"" помог мне достичь успеха в бизнесе_6953d568464f9a5900fb5aba",5
2026-01-10,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как я преобразила свою жизнь, открыв зоомагазин_6953d568464f9a5900fb5aba",5
2026-01-24,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",5
2026-02-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",5
2026-02-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",5
2026-02-17,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_открытие бизнеса / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943e83c924d6d6e4f7b8e27",5
2026-03-18,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen / 2602-1,history,5
2026-01-05,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предприн_6953d568464f9a5900fb5aba,4
2026-01-07,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,История успеха: мой путь от работницы к предпринимателю_6953d568464f9a5900fb5aba,4
2026-01-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / М/Ж 25-54 / интерес_франшиза / рся / #promo,"Как ""Мокрый нос"" помог мне достичь успеха в бизнесе_6953d568464f9a5900fb5aba",4
2026-01-25,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,История успеха: мой путь от работницы к предпринимателю_6971f7f0c57fdb2965e9f7a5,4
2026-02-09,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",4
2026-02-11,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: рынок и тренды 1 / М/Ж25-54 / интерес_франшиза / рся / #promo / 2512-1,"Почему зоомагазины процветают, пока другие закрываются_6943ddc5d441fa401a721f35",4
2026-02-12,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",4
2026-02-13,Яндекс ПромоСтраницы,yandex.promopages,Промостатья: Моя история 1 / Ж 25-54 / интерес_франшиза / рся / #dzen,"Как я преобразила свою жизнь, открыв зоомагазин_6971f7f0c57fdb2965e9f7a5",4
